setid,number,variant,theme,subtheme,year,name,pieces,price,image_url,owned_by,wanted_by,num_reviews,prod_desc,review_difficulty,set_name,star_rating
26721,75189,1,Star Wars,The Last Jedi,2017,First Order Heavy Assault Walker,1376.0,149.99,https://images.brickset.com/sets/images/75189-1.jpg,5382,2590,33.0,Stride into battle with the First Order Heavy Assault Walker!,Challenging,First Order Heavy Assault Walker™,4.4
26693,70902,1,The LEGO Batman Movie,Not Available,2017,Catwoman Catcycle Chase,139.0,19.99,https://images.brickset.com/sets/images/70902-1.jpg,7704,1017,27.0,Stop Catwoman™ escaping with the diamonds!,Easy,Catwoman™ Catcycle Chase,4.5
26694,70911,1,The LEGO Batman Movie,Not Available,2017,The Penguin Arctic Roller,305.0,29.99,https://images.brickset.com/sets/images/70911-1.jpg,6764,1718,24.0,Put the heat on The Penguin™ Arctic Roller with Batman™!,Easy,The Penguin™ Arctic Roller,4.8
26702,76084,1,Marvel Super Heroes,Thor: Ragnarok,2017,The Ultimate Battle for Asgard,400.0,49.99,https://images.brickset.com/sets/images/76084-1.jpg,3761,1358,6.0,Fight for the future of Asgard!,Easy,The Ultimate Battle for Asgard,4.3
26735,75529,1,Star Wars,Buildable Figures,2017,Elite Praetorian Guard,92.0,24.99,https://images.brickset.com/sets/images/75529-1.jpg,2741,868,7.0,Protect the First Order with the Elite Praetorian Guard!,Easy,Elite Praetorian Guard,4.7
26731,75531,1,Star Wars,Buildable Figures,2017,Stormtrooper Commander,100.0,24.99,https://images.brickset.com/sets/images/75531-1.jpg,2977,1206,3.0,Join the battle with the 2-in-1 Stormtrooper Commander!,Very Easy,Stormtrooper™ Commander,4.0
26573,42063,1,Technic,Not Available,2017,BMW R 1200 GS Adventure,603.0,59.99,https://images.brickset.com/sets/images/42063-1.jpg,4789,1114,12.0,Experience the BMW R 1200 GS Adventure!,Average,BMW R 1200 GS Adventure,4.7
27143,71018,5,Collectable Minifigures,Series 17,2017,Veterinarian,5.0,3.99,https://images.brickset.com/sets/images/71018-5.jpg,5048,950,26.0,"Collect the LEGO® Minifigures, Series 17—A story in every bag!",Very Easy,Series 17,4.1
27034,41593,1,BrickHeadz,Disney,2017,Captain Jack Sparrow,109.0,9.99,https://images.brickset.com/sets/images/41593-1.jpg,4507,633,9.0,Treasure your own LEGO® BrickHeadz construction character featuring Disney’s Captain Jack Sparrow!,Easy,Captain Jack Sparrow,4.8
27249,71019,9,Collectable Minifigures,The LEGO Ninjago Movie,2017,Misako,5.0,3.99,https://images.brickset.com/sets/images/71019-6.jpg,3796,547,22.0,Bring the NINJAGO® world to life with LEGO® Minifigures!,Very Easy,THE LEGO® NINJAGO® MOVIE™,4.3
27252,71019,11,Collectable Minifigures,The LEGO Ninjago Movie,2017,Shark Army General #1,7.0,3.99,https://images.brickset.com/sets/images/71019-9.jpg,3742,496,22.0,Bring the NINJAGO® world to life with LEGO® Minifigures!,Very Easy,THE LEGO® NINJAGO® MOVIE™,4.3
27279,70629,1,The LEGO Ninjago Movie,Not Available,2017,Piranha Attack,217.0,19.99,https://images.brickset.com/sets/images/70629-1.jpg,2850,609,8.0,Stop a Piranha Attack with Kai and Misako!,Easy,Piranha Attack,3.6
27280,70631,1,The LEGO Ninjago Movie,Not Available,2017,Garmadon's Volcano Lair,521.0,49.99,https://images.brickset.com/sets/images/70631-1.jpg,1604,618,7.0,Get all fired up at Garmadon’s Volcano Lair!,Average,Garmadon's Volcano Lair,4.3
27281,70632,1,The LEGO Ninjago Movie,Not Available,2017,Quake Mech,1202.0,89.99,https://images.brickset.com/sets/images/70632-1.jpg,1919,805,11.0,Turn sound into a weapon with Cole’s Quake Mech!,Average,Quake Mech,4.5
27223,71349,1,Dimensions,Fun Pack,2017,Beetlejuice Fun Pack,56.0,14.99,https://images.brickset.com/sets/images/71349-1.jpg,3511,1013,1.0,It’s showtime! Bring Beetlejuice™ to life in the LEGO® DIMENSIONS™ multiverse for an eerie adventure!,Easy,Beetlejuice™ Fun Pack,5.0
27016,41590,1,BrickHeadz,Marvel Super Heroes,2017,Iron Man,96.0,9.99,https://images.brickset.com/sets/images/41590-1.jpg,5121,743,8.0,Stand your ground with your own LEGO® BrickHeadz Iron Man!,Easy,Iron Man,4.9
27270,71019,10,Collectable Minifigures,The LEGO Ninjago Movie,2017,Zane,5.0,3.99,https://images.brickset.com/sets/images/71019-19.jpg,3873,487,22.0,Bring the NINJAGO® world to life with LEGO® Minifigures!,Very Easy,THE LEGO® NINJAGO® MOVIE™,4.3
27603,21312,1,Ideas,NASA,2017,Women of NASA,231.0,24.99,https://images.brickset.com/sets/images/21312-1.jpg,7748,1075,33.0,"Build, play and learn from inspiring women of NASA!",Easy,Women of NASA,4.6
24932,70617,1,The LEGO Ninjago Movie,Not Available,2017,Temple of the Ultimate Ultimate Weapon,1403.0,99.99,https://images.brickset.com/sets/images/70617-1.jpg,2710,1053,15.0,Evade the traps inside the Temple!,Average,Temple of The Ultimate Ultimate Weapon,4.8
26444,41150,1,Disney,Moana,2017,Moana's Ocean Voyage,307.0,39.99,https://images.brickset.com/sets/images/41150-1.jpg,2661,642,3.0,Set sail with Moana to restore the heart of Te Fiti!,Easy,Moana’s Ocean Voyage,4.7
26447,41183,1,Elves,Not Available,2017,The Goblin King's Evil Dragon,339.0,29.99,https://images.brickset.com/sets/images/41183-1.jpg,1694,471,8.0,Search for crystals in the cave with the evil Goblin King!,Average,The Goblin King's Evil Dragon,4.3
26425,31058,1,Creator,Not Available,2017,Mighty Dinosaurs,174.0,14.99,https://images.brickset.com/sets/images/31058-1.jpg,6167,776,27.0,Enjoy roaring adventures with the 3-in-1 Mighty Dinosaurs!,Easy,Mighty Dinosaurs,4.7
26799,60161,1,City,Jungle,2017,Jungle Exploration Site,813.0,119.99,https://images.brickset.com/sets/images/60161-1.jpg,2435,1371,6.0,Discover the secrets of the jungle with the LEGO® City explorers!,Average,Jungle Exploration Site,4.3
27268,71019,13,Collectable Minifigures,The LEGO Ninjago Movie,2017,Shark Army Angler,7.0,3.99,https://images.brickset.com/sets/images/71019-17.jpg,3655,473,22.0,Bring the NINJAGO® world to life with LEGO® Minifigures!,Very Easy,THE LEGO® NINJAGO® MOVIE™,4.3
27245,71019,4,Collectable Minifigures,The LEGO Ninjago Movie,2017,Master Wu,8.0,3.99,https://images.brickset.com/sets/images/71019-2.jpg,4204,618,22.0,Bring the NINJAGO® world to life with LEGO® Minifigures!,Very Easy,THE LEGO® NINJAGO® MOVIE™,4.3
27142,71018,4,Collectable Minifigures,Series 17,2017,Corn Cob Guy,4.0,3.99,https://images.brickset.com/sets/images/71018-4.jpg,6628,653,26.0,"Collect the LEGO® Minifigures, Series 17—A story in every bag!",Very Easy,Series 17,4.1
27153,71018,15,Collectable Minifigures,Series 17,2017,Elf Girl,6.0,3.99,https://images.brickset.com/sets/images/71018-15.jpg,4819,668,26.0,"Collect the LEGO® Minifigures, Series 17—A story in every bag!",Very Easy,Series 17,4.1
26545,60145,1,City,Great Vehicles,2017,Buggy,81.0,9.99,https://images.brickset.com/sets/images/60145-1.jpg,3733,882,7.0,Start your engine and race through the dunes!,Very Easy,Buggy,4.9
26554,76080,1,Marvel Super Heroes,Guardians of the Galaxy Vol. 2,2017,Ayesha's Revenge,323.0,29.99,https://images.brickset.com/sets/images/76080-1.jpg,5339,1306,12.0,Team up to take on Ayesha and save the galaxy!,Average,Ayesha's Revenge,4.8
26540,60136,1,City,Police,2017,Police Starter Set,80.0,9.99,https://images.brickset.com/sets/images/60136-1.jpg,3518,675,8.0,Stop the crooks before they empty the ATM!,Easy,Police Starter Set,4.6
26743,31066,1,Creator,Not Available,2017,Space Shuttle Explorer,285.0,29.99,https://images.brickset.com/sets/images/31066-1.jpg,3640,1194,12.0,Launch a satellite with the 3-in-1 Space Shuttle Explorer!,Easy,Space Shuttle Explorer,4.2
26720,75188,1,Star Wars,The Last Jedi,2017,Resistance Bomber,778.0,109.99,https://images.brickset.com/sets/images/75188-1.jpg,4818,2189,23.0,Set out on heroic raids with the Resistance Bomber!,Average,Resistance Bomber,4.6
26701,76083,1,Marvel Super Heroes,Spider-Man: Homecoming,2017,Beware the Vulture,375.0,39.99,https://images.brickset.com/sets/images/76083-1.jpg,4679,1506,23.0,Intercept The Shocker and take down the Vulture!,Average,Beware the Vulture,4.6
26659,70912,1,The LEGO Batman Movie,Not Available,2017,Arkham Asylum,1628.0,149.99,https://images.brickset.com/sets/images/70912-1.jpg,3255,2395,20.0,Break into Arkham Asylum with Batman™!,Average,Arkham Asylum,3.8
26795,60157,1,City,Jungle,2017,Jungle Starter Set,88.0,9.99,https://images.brickset.com/sets/images/60157-1.jpg,5020,747,12.0,Cruise into the jungle and make a big discovery!,Easy,Jungle Starter Set,4.9
26508,42061,1,Technic,Not Available,2017,Telehandler,260.0,39.99,https://images.brickset.com/sets/images/42061-1.jpg,1951,511,6.0,Utilize the power and reach of the awesome Telehandler!,Average,Telehandler,4.8
26568,75877,1,Speed Champions,Mercedes,2017,Mercedes-AMG GT3,196.0,14.99,https://images.brickset.com/sets/images/75877-1.jpg,5549,1243,12.0,Customize the awesome AMG GT3 to race!,Easy,Mercedes-AMG GT3,4.6
27149,71018,11,Collectable Minifigures,Series 17,2017,Retro Spaceman,6.0,3.99,https://images.brickset.com/sets/images/71018-11.jpg,5369,673,26.0,"Collect the LEGO® Minifigures, Series 17—A story in every bag!",Very Easy,Series 17,4.1
24922,70607,1,The LEGO Ninjago Movie,Not Available,2017,NINJAGO City Chase,233.0,19.99,https://images.brickset.com/sets/images/70607-1.jpg,5291,743,18.0,Stop a crime in the NINJAGO® City street market!,Easy,NINJAGO® City Chase,4.6
26557,10706,1,Classic,Not Available,2017,Blue Creative Box,78.0,4.99,https://images.brickset.com/sets/images/10706-1.jpg,3569,184,8.0,Unleash your imagination with the LEGO® Blue Creativity Box!,Very Easy,Blue Creativity Box,4.8
26577,70901,1,The LEGO Batman Movie,Not Available,2017,Mr. Freeze Ice Attack,201.0,19.99,https://images.brickset.com/sets/images/70901-1.jpg,6723,1032,19.0,Protect the power plant from Mr. Freeze’s ice attack!,Easy,Mr. Freeze™ Ice Attack,4.6
26709,75166,1,Star Wars,The Force Awakens,2017,First Order Transport Speeder Battle Pack,117.0,14.99,https://images.brickset.com/sets/images/75166-1.jpg,7982,1606,25.0,Send in reinforcements with the First Order Transport Speeder!,Very Easy,First Order Transport Speeder Battle Pack,4.6
26497,75173,1,Star Wars,Episode IV,2017,Luke's Landspeeder,149.0,19.99,https://images.brickset.com/sets/images/75173-1.jpg,8275,2175,27.0,Go in search of Ben Kenobi in Luke’s Landspeeder!,Easy,Luke's Landspeeder™,4.5
26547,60148,1,City,Great Vehicles,2017,ATV Race Team,239.0,19.99,https://images.brickset.com/sets/images/60148-1.jpg,4598,796,12.0,Gear up for the big race!,Easy,ATV Race Team,4.8
26722,75190,1,Star Wars,The Last Jedi,2017,First Order Star Destroyer,1416.0,159.99,https://images.brickset.com/sets/images/75190-1.jpg,4899,2391,31.0,Command the fleet with the awesome First Order Star Destroyer!,Average,First Order Star Destroyer™,4.8
26477,70349,1,Nexo Knights,Season 3,2017,Ruina's Lock & Roller,208.0,19.99,https://images.brickset.com/sets/images/70349-1.jpg,1594,403,2.0,Rescue the queen from Ruina’s Lock & Roller!,Average,Ruina's Lock & Roller,4.5
27146,71018,8,Collectable Minifigures,Series 17,2017,Roman Gladiator,5.0,3.99,https://images.brickset.com/sets/images/71018-8.jpg,4671,656,26.0,"Collect the LEGO® Minifigures, Series 17—A story in every bag!",Very Easy,Series 17,4.1
27250,71019,6,Collectable Minifigures,The LEGO Ninjago Movie,2017,Jay Walker,9.0,3.99,https://images.brickset.com/sets/images/71019-7.jpg,4315,610,22.0,Bring the NINJAGO® world to life with LEGO® Minifigures!,Very Easy,THE LEGO® NINJAGO® MOVIE™,4.3
27247,71019,7,Collectable Minifigures,The LEGO Ninjago Movie,2017,Lloyd Garmadon,6.0,3.99,https://images.brickset.com/sets/images/71019-4.jpg,4211,663,22.0,Bring the NINJAGO® world to life with LEGO® Minifigures!,Very Easy,THE LEGO® NINJAGO® MOVIE™,4.3
26487,75160,1,Star Wars,MicroFighters,2017,U-wing Microfighter,109.0,9.99,https://images.brickset.com/sets/images/75160-1.jpg,7658,1124,6.0,Enter miniature battle with the amazing U-Wing Microfighter!,Easy,U-Wing™ Microfighter,4.8
26581,70908,1,The LEGO Batman Movie,Not Available,2017, The Scuttler,775.0,79.99,https://images.brickset.com/sets/images/70908-1.jpg,4530,1514,15.0,Save the day with Batman™ and The Scuttler!,Average,The Scuttler,4.7
26582,70909,1,The LEGO Batman Movie,Not Available,2017,Batcave Break-In,1047.0,99.99,https://images.brickset.com/sets/images/70909-1.jpg,5034,1494,23.0,Protect the Batcave from The Penguin’s invasion!,Average,Batcave Break-in,4.7
26639,75880,1,Speed Champions,McLaren,2017,McLaren 720S,161.0,14.99,https://images.brickset.com/sets/images/75880-1.jpg,5120,1238,10.0,"Design, build and race an incredible McLaren supercar!",Easy,McLaren 720S,4.9
26718,75186,1,Star Wars,Original Content,2017,The Arrowhead,775.0,89.99,https://images.brickset.com/sets/images/75186-1.jpg,2158,1497,5.0,Go head to head with the Empire aboard The Arrowhead!,Challenging,The Arrowhead,4.8
26692,70900,1,The LEGO Batman Movie,Not Available,2017,The Joker Balloon Escape,124.0,14.99,https://images.brickset.com/sets/images/70900-1.jpg,8913,1153,18.0,Help Batman™ stop The Joker™ escaping!,Easy,The Joker™ Balloon Escape,4.7
24929,70614,1,The LEGO Ninjago Movie,Not Available,2017,Lightning Jet,876.0,59.99,https://images.brickset.com/sets/images/70614-1.jpg,2304,758,8.0,Speed to the rescue with Jay’s Lightning Jet!,Average,Lightning Jet,5.0
24931,70616,1,The LEGO Ninjago Movie,Not Available,2017,Ice Tank,914.0,79.99,https://images.brickset.com/sets/images/70616-1.jpg,1258,855,6.0,Take on the shark army with Zane’s Ice Tank!,Average,Ice Tank,4.8
26416,21033,1,Architecture,Skylines,2017,Chicago,444.0,39.99,https://images.brickset.com/sets/images/21033-1.jpg,3957,1500,11.0,Celebrate Chicago with this LEGO® Architecture Skyline model!,Average,Chicago,4.8
25948,75523,1,Star Wars,Buildable Figures,2017,Scarif Stormtrooper,89.0,24.99,https://images.brickset.com/sets/images/75523-1.jpg,2970,936,1.0,Patrol the Scarif coastline with the armored Stormtrooper!,Easy,Scarif Stormtrooper™,5.0
26741,31068,1,Creator,Modular,2017,Modular Modern Home,386.0,29.99,https://images.brickset.com/sets/images/31068-1.jpg,3241,1655,10.0,Enjoy eco-friendly adventures with the 3-in-1 Modern Home!,Average,Modular Modern Home,3.8
26802,60162,1,City,Jungle,2017,Jungle Air Drop Helicopter,1250.0,149.99,https://images.brickset.com/sets/images/60162-1.jpg,1093,1321,1.0,Haul in fresh supplies at the exploration site!,Average,Jungle Air Drop Helicopter,5.0
26786,60154,1,City,Town,2017,Bus Station,337.0,49.99,https://images.brickset.com/sets/images/60154-1.jpg,5490,1850,16.0,"Hop on, there’s so much to see with the LEGO® City bus!",Easy,Bus Station,3.3
26793,60167,1,City,Coast Guard,2017,Coast Guard Headquarters,792.0,119.99,https://images.brickset.com/sets/images/60167-1.jpg,1339,1094,3.0,Sail the high seas and make a thrilling rescue!,Average,Coast Guard Head Quarters,3.7
26560,10709,1,Classic,Not Available,2017,Orange Creative Box,60.0,4.99,https://images.brickset.com/sets/images/10709-1.jpg,2886,175,3.0,Unleash your imagination with the LEGO® Orange Creativity Box!,Easy,Orange Creativity Box,4.7
26489,75162,1,Star Wars,Microfighters,2017,Y-wing Microfighter,90.0,9.99,https://images.brickset.com/sets/images/75162-1.jpg,6683,1271,7.0,Shoot for the stars with the Y-Wing Microfighter!,Very Easy,Y-Wing™ Microfighter,4.7
26490,75163,1,Star Wars,Microfighters,2017,Krennic's Imperial Shuttle Microfighter,78.0,9.99,https://images.brickset.com/sets/images/75163-1.jpg,6080,1113,4.0,Fly in style with Krennic’s miniature Imperial Shuttle!,Very Easy,Krennic's Imperial Shuttle™ Microfighter,4.3
27237,10258,1,Creator Expert,Vehicles,2017,London Bus,1686.0,139.99,https://images.brickset.com/sets/images/10258-1.jpg,6056,2730,53.0,All aboard the London Bus!,Average,London Bus,4.6
27248,71019,19,Collectable Minifigures,The LEGO Ninjago Movie,2017,Sushi Chef,8.0,3.99,https://images.brickset.com/sets/images/71019-5.jpg,4485,730,22.0,Bring the NINJAGO® world to life with LEGO® Minifigures!,Very Easy,THE LEGO® NINJAGO® MOVIE™,4.3
27263,71019,3,Collectable Minifigures,The LEGO Ninjago Movie,2017,Lloyd,9.0,3.99,https://images.brickset.com/sets/images/71019-12.jpg,3676,442,22.0,Bring the NINJAGO® world to life with LEGO® Minifigures!,Very Easy,THE LEGO® NINJAGO® MOVIE™,4.3
27039,71266,1,Dimensions,Fun Pack,2017,Chase McCain Fun Pack,46.0,14.99,https://images.brickset.com/sets/images/71266-1.jpg,2638,595,2.0,Help stop crime in the LEGO® DIMENSIONS™ multiverse with LEGO® City’s Fun Pack,Average,LEGO® City Fun Pack,5.0
27010,41585,1,BrickHeadz,DC Comics Super Heroes,2017,Batman,91.0,9.99,https://images.brickset.com/sets/images/41585-1.jpg,5749,649,11.0,Celebrate THE LEGO® BATMAN MOVIE with a LEGO BrickHeadz Batman!,Very Easy,Batman™,4.9
24933,70620,1,The LEGO Ninjago Movie,Not Available,2017,NINJAGO City,4867.0,299.99,https://images.brickset.com/sets/images/70620-1.jpg,6951,3479,88.0,Live the life of a ninja in NINJAGO® City!,Challenging,NINJAGO® City,4.9
24925,70610,1,The LEGO Ninjago Movie,Not Available,2017,Flying Jelly Sub,341.0,29.99,https://images.brickset.com/sets/images/70610-1.jpg,2098,845,7.0,Take on the tentacular Flying Jelly Sub with Jay!,Average,Flying Jelly Sub,4.6
24958,75524,1,Star Wars,Buildable Figures,2017,Chirrut Îmwe,87.0,24.99,https://images.brickset.com/sets/images/75524-1.jpg,2745,679,1.0,Jump into action with warrior monk Chirrut Îmwe!,Easy,Chirrut Îmwe™,4.0
27018,41595,1,BrickHeadz,Disney,2017,Belle,139.0,9.99,https://images.brickset.com/sets/images/41595-1.jpg,4330,485,10.0,Add some Disney fairytale romance with a LEGO® BrickHeadz construction character featuring Belle!,Easy,Belle,4.8
27012,41587,1,BrickHeadz,DC Comics Super Heroes,2017,Robin,101.0,9.99,https://images.brickset.com/sets/images/41587-1.jpg,4909,554,10.0,Showcase the Boy Wonder with LEGO® BrickHeadz Robin™!,Very Easy,Robin™,4.8
27244,71019,16,Collectable Minifigures,The LEGO Ninjago Movie,2017,Volcano Garmadon,7.0,3.99,https://images.brickset.com/sets/images/71019-1.jpg,3909,435,22.0,Bring the NINJAGO® world to life with LEGO® Minifigures!,Very Easy,THE LEGO® NINJAGO® MOVIE™,4.3
27246,71019,2,Collectable Minifigures,The LEGO Ninjago Movie,2017,Spinjitzu Training Nya,6.0,3.99,https://images.brickset.com/sets/images/71019-3.jpg,3493,413,22.0,Bring the NINJAGO® world to life with LEGO® Minifigures!,Very Easy,THE LEGO® NINJAGO® MOVIE™,4.3
27272,70656,1,The LEGO Ninjago Movie,Not Available,2017,"garmadon, Garmadon, GARMADON!",830.0,79.99,https://images.brickset.com/sets/images/70656-1.jpg,1735,1167,9.0,Defend NINJAGO® City from Garmadon Shark Mech attack!,Average,"garmadon, Garmadon, GARMADON!",4.9
26505,42058,1,Technic,Not Available,2017,Stunt Bike,140.0,19.99,https://images.brickset.com/sets/images/42058-1.jpg,1849,353,2.0,Hit the ramp at high speed with the awesome Stunt Bike!,Easy,Stunt Bike,4.0
26506,42059,1,Technic,Not Available,2017,Stunt Truck,142.0,19.99,https://images.brickset.com/sets/images/42059-1.jpg,1956,342,7.0,Fly off the ramp at high speed with the super-fast Stunt Truck!,Easy,Stunt Truck,4.7
26482,70623,1,Ninjago,The Hands of Time,2017,Destiny's Shadow,360.0,29.99,https://images.brickset.com/sets/images/70623-1.jpg,1149,549,7.0,Glide across and above the swamp with Destiny's Shadow!,Average,Destiny's Shadow,4.6
26480,70621,1,Ninjago,The Hands of Time,2017,The Vermillion Attack,83.0,9.99,https://images.brickset.com/sets/images/70621-1.jpg,2660,501,7.0,Battle the Vermillion to win the Fast Forward Time Blade!,Easy,The Vermillion Attack,4.7
26470,21134,1,Minecraft,Minifig-scale,2017,The Waterfall Base,729.0,69.99,https://images.brickset.com/sets/images/21134-1.jpg,813,553,7.0,Build and defend the awesome Waterfall Base!,Average,The Waterfall Base,4.1
26472,70364,1,Nexo Knights,Battle Suits,2017,Battle Suit Aaron,80.0,9.99,https://images.brickset.com/sets/images/70364-1.jpg,1647,376,1.0,Grab a battle suit and help Aaron defend Knighton!,Very Easy,Battle Suit Aaron,4.0
26473,70365,1,Nexo Knights,Battle Suits,2017,Battle Suit Axl,88.0,9.99,https://images.brickset.com/sets/images/70365-1.jpg,1926,357,2.0,Watch Axl become unstoppable on the battlefield!,Not Available,Battle Suit Axl,4.0
26475,70347,1,Nexo Knights,Season 3,2017,King's Guard Artillery,98.0,9.99,https://images.brickset.com/sets/images/70347-1.jpg,1278,328,1.0,Stop the Stone stomper with the King’s Guard battle vehicle!,Not Available,King's Guard Artillery,4.0
26476,70348,1,Nexo Knights,Season 3,2017,Lance's Twin Jouster,216.0,19.99,https://images.brickset.com/sets/images/70348-1.jpg,1485,384,1.0,Hunt the Rogul with Lance’s four-in-one Twin Jouster!,Very Easy,Lance's Twin Jouster,5.0
26543,60140,1,City,Police,2017,Bulldozer Break-In,561.0,69.99,https://images.brickset.com/sets/images/60140-1.jpg,1992,1322,9.0,Protect the bank and stop the crooks!,Easy,Bulldozer Break-in,3.3
26561,10734,1,Juniors,City,2017,Demolition Site,175.0,29.99,https://images.brickset.com/sets/images/10734-1.jpg,626,302,2.0,Tear it down and build it again!,Not Available,Demolition Site,5.0
26546,60146,1,City,Great Vehicles,2017,Stunt Truck,91.0,9.99,https://images.brickset.com/sets/images/60146-1.jpg,3492,777,8.0,Strap in and jump some ramps!,Easy,Stunt Truck,4.8
26570,75881,1,Speed Champions,Ford,2017,2016 Ford GT & 1966 Ford GT40,366.0,29.99,https://images.brickset.com/sets/images/75881-1.jpg,4324,1577,12.0,Race your friends to win a 24-hour race!,Easy,2016 Ford GT & 1966 Ford GT40,4.8
26592,10838,1,Duplo,Not Available,2017,Pets,15.0,9.99,https://images.brickset.com/sets/images/10838-1.jpg,682,80,2.0,Play all day with the cute LEGO® DUPLO® Family Pets!,Very Easy,Family Pets,5.0
26785,60153,1,City,Town,2017,People Pack - Fun at the Beach,169.0,39.99,https://images.brickset.com/sets/images/60153-1.jpg,5496,1915,10.0,Pack your city with a bunch of new people!,Very Easy,People pack – Fun at the beach,4.1
26776,10840,1,Duplo,Not Available,2017,Big Fair,106.0,79.99,https://images.brickset.com/sets/images/10840-1.jpg,242,102,1.0,Enjoy a day of family fun at LEGO® DUPLO® Big Fair!,Easy,Big Fair,5.0
26749,41186,1,Elves,Not Available,2017,Azari & the Goblin Forest Escape,145.0,19.99,https://images.brickset.com/sets/images/41186-1.jpg,1381,335,2.0,Escape the carnivorous plants with Azari and Firebolt!,Average,Azari & the Goblin Forest Escape,5.0
26750,41187,1,Elves,Not Available,2017,Rosalyn's Healing Hideout,460.0,49.99,https://images.brickset.com/sets/images/41187-1.jpg,1466,462,6.0,Heal the baby dragon and transform a goblin from bad to good!,Average,Rosalyn's Healing Hideout,4.3
26792,60166,1,City,Coast Guard,2017,Heavy-Duty Rescue Helicopter,415.0,59.99,https://images.brickset.com/sets/images/60166-1.jpg,1660,914,8.0,Perform a daring helicopter rescue before the shark gets too close!,Challenging,Heavy-duty Rescue Helicopter,4.4
26717,75185,1,Star Wars,Original Content,2017,Tracker I,557.0,69.99,https://images.brickset.com/sets/images/75185-1.jpg,2357,1482,6.0,Search out the Freemakers with Tracker I!,Challenging,Tracker I,4.3
26707,76075,1,DC Comics Super Heroes,DC Extended Universe,2017,Wonder Woman Warrior Battle,286.0,29.99,https://images.brickset.com/sets/images/76075-1.jpg,2768,1228,7.0,Help Wonder Woman™ defeat the villainous Ares™!,Easy,Wonder Woman™ Warrior Battle,4.7
26713,75180,1,Star Wars,The Force Awakens,2017,Rathtar Escape,836.0,79.99,https://images.brickset.com/sets/images/75180-1.jpg,3351,1695,3.0,Escape from Bala-Tik and the dreaded Rathtars!,Average,Rathtar™ Escape,4.7
26728,21135,1,Minecraft,Minifig-scale,2017,The Crafting Box 2.0,717.0,59.99,https://images.brickset.com/sets/images/21135-1.jpg,903,479,1.0,Expand your LEGO® Minecraft™ universe!,Challenging,The Crafting Box 2.0,5.0
26697,70915,1,The LEGO Batman Movie,Not Available,2017,Two-Face Double Demolition,564.0,59.99,https://images.brickset.com/sets/images/70915-1.jpg,2892,1342,6.0,Don’t get on the wrong side of the Two-Face™ Excavator!,Average,Two-Face™ Double Demolition,4.8
26698,70916,1,The LEGO Batman Movie,Not Available,2017,The Batwing,1053.0,89.99,https://images.brickset.com/sets/images/70916-1.jpg,3087,1609,4.0,Patrol the sky above Gotham City in The Batwing!,Average,The Batwing,4.0
25947,75525,1,Star Wars,Buildable Figures,2017,Baze Malbus,148.0,24.99,https://images.brickset.com/sets/images/75525-1.jpg,2637,606,1.0,Blast the enemy with tough Baze Malbus!,Very Easy,Baze Malbus™,5.0
26339,76073,1,Marvel Super Heroes,Mighty Micros,2017,Mighty Micros: Wolverine vs. Magneto,85.0,9.99,https://images.brickset.com/sets/images/76073-1.jpg,3247,886,4.0,Take a swipe at Magneto with the mighty Wolverine!,Easy,Mighty Micros: Wolverine vs. Magneto,4.0
26384,70905,1,The LEGO Batman Movie,Not Available,2017,The Batmobile,581.0,59.99,https://images.brickset.com/sets/images/70905-1.jpg,5281,1402,20.0,Pursue Man-Bat™ and the Kabuki Twins™ in the Batmobile with three driving modes!,Average,The Batmobile,4.8
26418,21035,1,Architecture,Landmark Series,2017,Solomon R. Guggenheim Museum,744.0,79.99,https://images.brickset.com/sets/images/21035-1.jpg,2879,1378,14.0,Recreate the Solomon R. Guggenheim Museum® with LEGO® Architecture!,Challenging,Solomon R. Guggenheim Museum®,4.6
26441,41147,1,Disney,Frozen,2017,Anna's Snow Adventure,153.0,19.99,https://images.brickset.com/sets/images/41147-1.jpg,976,430,2.0,Take a break with Anna and her horse on their journey!,Easy,Anna's Snow Adventure,5.0
26464,41314,1,Friends,Not Available,2017,Stephanie's House,622.0,69.99,https://images.brickset.com/sets/images/41314-1.jpg,1545,632,8.0,Make cakes ready for a party at Stephanie’s House!,Average,Stephanie's House,4.1
27565,70922,1,The LEGO Batman Movie,Not Available,2017,The Joker Manor,3444.0,269.99,https://images.brickset.com/sets/images/70922-1.jpg,2566,2130,19.0,Dare to enter The Joker™ Manor!,Challenging,The Joker™ Manor,5.0
26417,21034,1,Architecture,Skylines,2017,London,468.0,39.99,https://images.brickset.com/sets/images/21034-1.jpg,6530,1736,23.0,Celebrate London with this LEGO® Architecture Skyline model!,Average,London,4.7
26494,75169,1,Star Wars,Episode I,2017,Duel on Naboo,208.0,24.99,https://images.brickset.com/sets/images/75169-1.jpg,9265,1862,32.0,Battle it out at the generator core!,Easy,Duel on Naboo™,4.4
27147,71018,9,Collectable Minifigures,Series 17,2017,Connoisseur,6.0,3.99,https://images.brickset.com/sets/images/71018-9.jpg,6011,829,26.0,"Collect the LEGO® Minifigures, Series 17—A story in every bag!",Very Easy,Series 17,4.1
27144,71018,6,Collectable Minifigures,Series 17,2017,Hot Dog Man,7.0,3.99,https://images.brickset.com/sets/images/71018-6.jpg,6113,947,26.0,"Collect the LEGO® Minifigures, Series 17—A story in every bag!",Very Easy,Series 17,4.1
