setid,number,variant,theme,subtheme,year,name,pieces,price,image_url,owned_by,wanted_by,num_reviews,prod_desc,review_difficulty,set_name,star_rating
27499,75209,1,Star Wars,Solo,2018,Han Solo's Landspeeder,345.0,29.99,https://images.brickset.com/sets/images/75209-1.jpg,7511,1385,4.0,Escape to safety with Han Solo’s Landspeeder!,Easy,Han Solo's Landspeeder™,4.8
27437,76104,1,Marvel Super Heroes,Avengers: Infinity War,2018,The Hulkbuster Smash-Up,375.0,29.99,https://images.brickset.com/sets/images/76104-1.jpg,6899,1097,13.0,Bash the ball-shooting gun turret with the Hulkbuster!,Easy,The Hulkbuster Smash-Up,4.8
27832,75181,1,Star Wars,Ultimate Collector Series,2018, Y-wing Starfighter,1967.0,199.99,https://images.brickset.com/sets/images/75181-1.jpg,5317,2748,1.0,Collect the ultimate long-range Rebel starfighter!,Very Challenging,Y-Wing Starfighter™,5.0
27732,75884,1,Speed Champions,Ford,2018,1968 Ford Mustang Fastback,183.0,14.99,https://images.brickset.com/sets/images/75884-1.jpg,7310,900,9.0,"Build, display and race the 1968 Ford Mustang Fastback!",Easy,1968 Ford Mustang Fastback,4.9
27965,71021,7,Collectable Minifigures,Series 18,2018,Dragon Suit Guy,6.0,3.99,https://images.brickset.com/sets/images/71021-7.jpg,5376,820,14.0,Get the party started with LEGO® Minifigures!,Very Easy,Series 18: Party,4.6
27532,42078,1,Technic,Not Available,2018,Mack Anthem,2595.0,179.99,https://images.brickset.com/sets/images/42078-1.jpg,4545,1766,22.0,Discover innovative design with the Mack Anthem truck and trailer!,Average,Mack Anthem,4.7
27608,60182,1,City,Great Vehicles,2018,Pickup & Caravan,344.0,29.99,https://images.brickset.com/sets/images/60182-1.jpg,5735,1477,7.0,"Load up the Pickup & Caravan, it’s time for a vacation!",Easy,Pickup & Caravan,5.0
27427,70638,1,Ninjago,Sons of Garmadon,2018,Katana V11,257.0,19.99,https://images.brickset.com/sets/images/70638-1.jpg,1878,346,3.0,Pursue Luke Cunningham with Kai’s Katana V11!,Average,Katana V11,5.0
27439,76108,1,Marvel Super Heroes,Avengers: Infinity War,2018,Sanctum Sanctorum Showdown,1004.0,99.99,https://images.brickset.com/sets/images/76108-1.jpg,6367,2240,7.0,Stop Cull Obsidian and Ebony Maw stealing the Infinity Stone!,Average,Sanctum Sanctorum Showdown,5.0
27844,21314,1,Ideas,Licensed,2018,TRON: Legacy,230.0,34.99,https://images.brickset.com/sets/images/21314-1.jpg,6892,1593,30.0,Reimagine Disney’s TRON: Legacy movie scenes with LEGO® bricks!,Easy,TRON: Legacy,4.4
28007,75932,1,Jurassic World,Jurassic Park,2018,Jurassic Park Velociraptor Chase ,360.0,39.99,https://images.brickset.com/sets/images/75932-1.jpg,3654,1210,4.0,Play a game of hide and seek with the Velociraptor!,Average,Jurassic Park Velociraptor Chase,5.0
27426,70643,1,Ninjago,Sons of Garmadon,2018,Temple of Resurrection,765.0,69.99,https://images.brickset.com/sets/images/70643-1.jpg,1929,917,6.0,Explore the mysterious Temple of Resurrection!,Average,Temple of Resurrection,4.2
27515,76100,1,Marvel Super Heroes,Black Panther,2018,Royal Talon Fighter Attack,358.0,29.99,https://images.brickset.com/sets/images/76100-1.jpg,3582,1056,7.0,Capture Killmonger with Nakia’s awesome Royal Talon Fighter!,Average,Royal Talon Fighter Attack,4.7
27009,75193,1,Star Wars,MicroFighters,2018,Millennium Falcon Microfighter,92.0,9.99,https://images.brickset.com/sets/images/75193-1.jpg,8160,932,9.0,Play at micro lightspeed with the Millennium Falcon!,Easy,Millennium Falcon™ Microfighter,4.7
27484,41597,1,BrickHeadz,Miscellaneous,2018,Go Brick Me,708.0,29.99,https://images.brickset.com/sets/images/41597-1.jpg,4481,1040,13.0,Build a LEGO® BrickHeadz version of yourself!,Average,Go Brick Me,4.8
27434,76101,1,Marvel Super Heroes,Avengers: Infinity War,2018,Outrider Dropship Attack,124.0,14.99,https://images.brickset.com/sets/images/76101-1.jpg,6960,843,13.0,Defend Wakanda from attack with the Avengers!,Easy,Outrider Dropship Attack,4.8
27438,76107,1,Marvel Super Heroes,Avengers: Infinity War,2018,Thanos: Ultimate Battle,674.0,69.99,https://images.brickset.com/sets/images/76107-1.jpg,6239,1367,17.0,Battle Thanos for the Infinity Gauntlet with the Avengers!,Average,Thanos: Ultimate Battle,4.7
27724,10260,1,Creator Expert,Modular Buildings,2018,Downtown Diner,2480.0,169.99,https://images.brickset.com/sets/images/10260-1.jpg,10008,4705,62.0,Discover a place where music is on the menu!,Challenging,Downtown Diner,4.6
27974,71021,16,Collectable Minifigures,Series 18,2018,Birthday Party Boy,9.0,3.99,https://images.brickset.com/sets/images/71021-16.jpg,4628,541,14.0,Get the party started with LEGO® Minifigures!,Very Easy,Series 18: Party,4.6
27429,70918,1,The LEGO Batman Movie,Not Available,2018,The Bat-Dune Buggy,198.0,19.99,https://images.brickset.com/sets/images/70918-1.jpg,2192,976,2.0,Bring down Captain Boomerang™ with Batman’s Bat-Dune Buggy!,Not Available,The Bat-Dune Buggy,4.5
27431,70921,1,The LEGO Batman Movie,Not Available,2018,Harley Quinn Cannonball Attack,425.0,49.99,https://images.brickset.com/sets/images/70921-1.jpg,2182,1016,5.0,Dodge Harley Quinn’s cannonball attacks!,Average,Harley Quinn™ Cannonball Attack,3.2
27441,75927,1,Jurassic World,Fallen Kingdom,2018,Stygimoloch Breakout,222.0,29.99,https://images.brickset.com/sets/images/75927-1.jpg,2911,855,2.0,Stage a security breach with a dinosaur lab breakout!,Average,Stygimoloch Breakout,5.0
27306,76097,1,DC Comics Super Heroes,Justice League,2018,Lex Luthor Mech Takedown,406.0,39.99,https://images.brickset.com/sets/images/76097-1.jpg,2233,957,5.0,Power up for battle against the Lex Luthor™ Mech!,Average,Lex Luthor™ Mech Takedown,4.8
27666,10714,1,Classic,Not Available,2018,Blue Baseplate,1.0,7.99,https://images.brickset.com/sets/images/10714-1.jpg,2300,495,6.0,Create your own world on a Blue LEGO® Baseplate!,Very Easy,Blue Baseplate,4.7
27531,42084,1,Technic,Not Available,2018,Hook Loader,176.0,14.99,https://images.brickset.com/sets/images/42084-1.jpg,2243,235,2.0,Collect and transport heavy cargo with the Hook Loader!,Easy,Hook Loader,4.5
27509,21140,1,Minecraft,Minifig-scale,2018,The Chicken Coop,198.0,19.99,https://images.brickset.com/sets/images/21140-1.jpg,1959,424,4.0,Enjoy Minecraft™ farming adventures with the Chicken Coop!,Average,The Chicken Coop,4.5
27435,76102,1,Marvel Super Heroes,Avengers: Infinity War,2018,Thor's Weapon Quest,223.0,19.99,https://images.brickset.com/sets/images/76102-1.jpg,8142,1015,10.0,Find Thor’s ultimate weapon!,Easy,Thor's Weapon Quest,4.4
27433,70920,1,The LEGO Batman Movie,Not Available,2018,Egghead Mech Food Fight,293.0,29.99,https://images.brickset.com/sets/images/70920-1.jpg,3191,1044,11.0,Join Batman™ in a comical food fight!,Average,Egghead™ Mech Food Fight,4.7
27462,31073,1,Creator,Not Available,2018,Mythical Creatures,223.0,14.99,https://images.brickset.com/sets/images/31073-1.jpg,2604,493,5.0,Create a world of scary 3-in-1 Mythical Creatures!,Easy,Mythical Creatures,4.4
27495,75196,1,Star Wars,MicroFighters,2018,A-Wing vs. TIE Silencer Microfighters,188.0,19.99,https://images.brickset.com/sets/images/75196-1.jpg,5682,1043,3.0,Intercept Kylo Ren in a deep space microfighter duel!,Easy,A-Wing™ vs. TIE Silencer™ Microfighters,4.3
27397,75198,1,Star Wars,Episode IV,2018,Tatooine Battle Pack,97.0,14.99,https://images.brickset.com/sets/images/75198-1.jpg,8216,1572,14.0,Keep the Jawas busy on desert planet Tatooine!,Easy,Tatooine™ Battle Pack,4.1
27695,60177,1,City,Great Vehicles,2018,Airshow Jet,87.0,9.99,https://images.brickset.com/sets/images/60177-1.jpg,2785,498,2.0,Wow the crowds in the sleek Airshow Jet!,Easy,Airshow Jet,4.5
27512,21143,1,Minecraft,Minifig-scale,2018,The Nether Portal,470.0,39.99,https://images.brickset.com/sets/images/21143-1.jpg,954,443,1.0,Board the minecart and journey through the Nether Portal!,Average,The Nether Portal,5.0
27623,75204,1,Star Wars,Legends,2018,Sandspeeder,278.0,29.99,https://images.brickset.com/sets/images/75204-1.jpg,4059,1667,13.0,Speed into action with the Sandspeeder!,Easy,Sandspeeder™,4.5
27448,75200,1,Star Wars,The Last Jedi,2018,Ahch-To Island Training,241.0,29.99,https://images.brickset.com/sets/images/75200-1.jpg,8775,1677,25.0,Learn the Jedi way at the Ahch-To Island mountainside hut!,Easy,Ahch-To Island™ Training,4.5
27802,21313,1,Ideas,Not Available,2018,Ship in a Bottle,962.0,69.99,https://images.brickset.com/sets/images/21313-1.jpg,9087,2413,83.0,"Designed by fan creator, Jake Sadovich, Idaho, USA.",Average,Ship in a Bottle,4.5
27609,60183,1,City,Great Vehicles,2018,Heavy Cargo Transport,310.0,29.99,https://images.brickset.com/sets/images/60183-1.jpg,3269,865,7.0,Haul in the helicopter to handle the heavy lifting!,Easy,Heavy Cargo Transport,4.7
27517,60171,1,City,Mountain Police,2018,Mountain Fugitives,88.0,9.99,https://images.brickset.com/sets/images/60171-1.jpg,4166,691,2.0,Arrest the crooks and recover the hidden loot!,Not Available,Mountain Fugitives,5.0
27691,42077,1,Technic,Not Available,2018,Rally Car,1005.0,109.99,https://images.brickset.com/sets/images/42077-1.jpg,2489,1037,8.0,Push the limits with the awesome LEGO® Technic Rally Car!,Average,Rally Car,4.4
27425,70642,1,Ninjago,Sons of Garmadon,2018,Killow vs. Samurai X,556.0,49.99,https://images.brickset.com/sets/images/70642-1.jpg,989,515,2.0,Get weaponized for a dynamic Killow vs. Samurai X duel!,Average,Killow vs. Samurai X,4.0
27733,75885,1,Speed Champions,Ford,2018,Ford Fiesta M-Sport WRC,203.0,14.99,https://images.brickset.com/sets/images/75885-1.jpg,5957,893,13.0,Drive the Fiesta M-Sport WRC to victory!,Average,Ford Fiesta M-Sport WRC,4.5
27737,75888,1,Speed Champions,Porsche,2018,Porsche 911 RSR and 911 Turbo 3.0,391.0,29.99,https://images.brickset.com/sets/images/75888-1.jpg,4405,1186,4.0,Stage a historic Porsche race!,Average,Porsche 911 RSR and 911 Turbo 3.0,4.8
27966,71021,8,Collectable Minifigures,Series 18,2018,Classic Police Officer,6.0,3.99,https://images.brickset.com/sets/images/71021-8.jpg,3799,1201,14.0,Get the party started with LEGO® Minifigures!,Very Easy,Series 18: Party,4.6
27960,71021,2,Collectable Minifigures,Series 18,2018,Brick Suit Guy,5.0,3.99,https://images.brickset.com/sets/images/71021-2.jpg,5836,617,14.0,Get the party started with LEGO® Minifigures!,Very Easy,Series 18: Party,4.6
27398,75208,1,Star Wars,Episode V,2018,Yoda's Hut,229.0,29.99,https://images.brickset.com/sets/images/75208-1.jpg,9697,2051,5.0,Train with Luke at Yoda’s Dagobah hideout!,Easy,Yoda's Hut,4.4
27391,75533,1,Star Wars,Buildable Figures,2018,Boba Fett,144.0,29.99,https://images.brickset.com/sets/images/75533-1.jpg,3676,1394,4.0,Join the hunt with Boba Fett!,Average,Boba Fett™,4.8
27520,60173,1,City,Mountain Police,2018,Mountain Arrest,303.0,59.99,https://images.brickset.com/sets/images/60173-1.jpg,1657,894,2.0,Fly in and surprise the crooks at their hideout!,Average,Mountain Arrest,4.0
27523,60180,1,City,Great Vehicles,2018,Monster Truck,192.0,19.99,https://images.brickset.com/sets/images/60180-1.jpg,3624,666,4.0,Jump the fire and give the crowd a thrilling show!,Average,Monster Truck,5.0
27428,70639,1,Ninjago,Sons of Garmadon,2018,Street Race of Snake Jaguar,308.0,29.99,https://images.brickset.com/sets/images/70639-1.jpg,1528,400,3.0,Stage a high-speed bike showdown!,Average,Street Race of Snake Jaguar,4.7
27430,70923,1,The LEGO Batman Movie,Not Available,2018,The Bat-Space Shuttle,643.0,79.99,https://images.brickset.com/sets/images/70923-1.jpg,2740,1453,9.0,Launch a space mission from the Batcave!,Average,The Bat-Space Shuttle,4.8
27963,71021,5,Collectable Minifigures,Series 18,2018,Firework Guy,4.0,3.99,https://images.brickset.com/sets/images/71021-5.jpg,5171,478,14.0,Get the party started with LEGO® Minifigures!,Very Easy,Series 18: Party,4.6
27872,40271,1,BrickHeadz,Seasonal,2018,Easter Bunny,126.0,9.99,https://images.brickset.com/sets/images/40271-1.jpg,4717,523,4.0,Hop to it with a LEGO® BrickHeadz™ Easter Bunny!,Easy,Easter Bunny,5.0
27736,75887,1,Speed Champions,Porsche,2018,Porsche 919 Hybrid,163.0,14.99,https://images.brickset.com/sets/images/75887-1.jpg,3876,1022,3.0,Race to win a 24-hour race with the Porsche 919 Hybrid!,Easy,Porsche 919 Hybrid,5.0
27968,71021,10,Collectable Minifigures,Series 18,2018,Birthday Cake Guy,6.0,3.99,https://images.brickset.com/sets/images/71021-10.jpg,5250,511,14.0,Get the party started with LEGO® Minifigures!,Very Easy,Series 18: Party,4.6
27971,71021,13,Collectable Minifigures,Series 18,2018,Race Car Guy,6.0,3.99,https://images.brickset.com/sets/images/71021-13.jpg,4881,604,14.0,Get the party started with LEGO® Minifigures!,Very Easy,Series 18: Party,4.6
27962,71021,4,Collectable Minifigures,Series 18,2018,Party Clown,8.0,3.99,https://images.brickset.com/sets/images/71021-4.jpg,5035,671,14.0,Get the party started with LEGO® Minifigures!,Very Easy,Series 18: Party,4.6
28011,41614,1,BrickHeadz,Jurassic World,2018,Owen & Blue,234.0,19.99,https://images.brickset.com/sets/images/41614-1.jpg,3062,558,1.0,Train a raptor with LEGO® BrickHeadz™ Owen and Blue!,Easy,Owen & Blue,5.0
28033,41611,1,BrickHeadz,Back to the Future,2018,Marty McFly & Doc Brown,240.0,19.99,https://images.brickset.com/sets/images/41611-1.jpg,3661,931,1.0,Travel back to the future with LEGO® BrickHeadz™ Marty McFly and Doc Brown!,Easy,Marty McFly & Doc Brown,5.0
27446,21039,1,Architecture,Skylines,2018,Shanghai,597.0,59.99,https://images.brickset.com/sets/images/21039-1.jpg,3223,1385,7.0,Celebrate Shanghai with this LEGO® Architecture Skyline set!,Average,Shanghai,4.9
27443,75929,1,Jurassic World,Fallen Kingdom,2018,Carnotaurus Gyrosphere Escape,577.0,79.99,https://images.brickset.com/sets/images/75929-1.jpg,2642,954,1.0,Escape from the rampaging Carnotaurus!,Not Available,Carnotaurus Gyrosphere Escape,5.0
27498,75207,1,Star Wars,Solo,2018,Imperial Patrol Battle Pack,99.0,14.99,https://images.brickset.com/sets/images/75207-1.jpg,6819,1396,4.0,Patrol the Empire and enforce the rule of law!,Very Easy,Imperial Patrol Battle Pack,5.0
27501,75211,1,Star Wars,Solo,2018,Imperial TIE Fighter,519.0,69.99,https://images.brickset.com/sets/images/75211-1.jpg,5749,2332,7.0,Evade the mighty Imperial TIE Fighter!,Average,Imperial TIE Fighter™,4.7
27475,72002,1,Nexo Knights,Season 5,2018,Twinfector,191.0,19.99,https://images.brickset.com/sets/images/72002-1.jpg,787,315,1.0,Double the action with the 2-in-1 Twinfector!,Easy,Twinfector,5.0
27421,10754,1,Juniors,Marvel Super Heroes,2018,Spider-Man vs. Scorpion Street Showdown,125.0,19.99,https://images.brickset.com/sets/images/10754-1.jpg,628,257,1.0,Swing into action with Spider-Man and catch the Scorpion!,Not Available,Spider-Man vs. Scorpion Street Showdown,4.0
27408,41606,1,BrickHeadz,Marvel Super Heroes,2018,Star-Lord,113.0,9.99,https://images.brickset.com/sets/images/41606-1.jpg,3079,711,1.0,Be a legendary outlaw with LEGO® BrickHeadz Star-Lord!,Easy,Star-Lord,5.0
27409,41607,1,BrickHeadz,Marvel Super Heroes,2018,Gamora,136.0,9.99,https://images.brickset.com/sets/images/41607-1.jpg,3202,644,1.0,Master the skills of a green-skinned assassin with LEGO® BrickHeadz Gamora!,Not Available,Gamora,5.0
27413,41598,1,BrickHeadz,DC Comics Super Heroes,2018,The Flash,122.0,9.99,https://images.brickset.com/sets/images/41598-1.jpg,3467,598,3.0,Live life in the fast lane with LEGO® BrickHeadz The Flash™!,Very Easy,The Flash™,4.0
27635,71020,1,Collectable Minifigures,The LEGO Batman Movie series 2,2018,Friends are Family Harley Quinn,7.0,3.99,https://images.brickset.com/sets/images/71020-1.jpg,3613,550,13.0,Discover new heroes and villains in LEGO® Minifigures—THE LEGO BATMAN MOVIE Series 2.,Very Easy,THE LEGO® BATMAN MOVIE Series 2,4.8
27645,71020,11,Collectable Minifigures,The LEGO Batman Movie series 2,2018,Soccer Mom Batgirl,8.0,3.99,https://images.brickset.com/sets/images/71020-11.jpg,3650,549,13.0,Discover new heroes and villains in LEGO® Minifigures—THE LEGO BATMAN MOVIE Series 2.,Very Easy,THE LEGO® BATMAN MOVIE Series 2,4.8
27640,71020,6,Collectable Minifigures,The LEGO Batman Movie series 2,2018,Swimming Pool Batman,6.0,3.99,https://images.brickset.com/sets/images/71020-6.jpg,4307,700,13.0,Discover new heroes and villains in LEGO® Minifigures—THE LEGO BATMAN MOVIE Series 2.,Very Easy,THE LEGO® BATMAN MOVIE Series 2,4.8
27524,41340,1,Friends,Not Available,2018,Friendship House,722.0,69.99,https://images.brickset.com/sets/images/41340-1.jpg,1281,470,7.0,Plot mission after mission together at the Friendship House!,Average,Friendship House,4.1
27513,21144,1,Minecraft,Minifig-scale,2018,The Farm Cottage ,549.0,49.99,https://images.brickset.com/sets/images/21144-1.jpg,701,502,4.0,Create a flourishing Farm Cottage!,Easy,The Farm Cottage,4.8
27519,60174,1,City,Mountain Police,2018,Mountain Police Headquarters,663.0,89.99,https://images.brickset.com/sets/images/60174-1.jpg,1694,956,8.0,Stop the crooks from breaking their partner out of jail!,Average,Mountain Police Headquarters,4.6
27529,42071,1,Technic,Not Available,2018,Dozer Compactor,171.0,19.99,https://images.brickset.com/sets/images/42071-1.jpg,1668,365,2.0,Call in the powerful Dozer Compactor!,Challenging,Dozer Compactor,5.0
27610,42074,1,Technic,Not Available,2018,Racing Yacht,330.0,39.99,https://images.brickset.com/sets/images/42074-1.jpg,2659,685,5.0,Put the wind in your sails with this amazing Racing Yacht!,Average,Racing Yacht,4.8
27611,60179,1,City,Medical,2018,Ambulance Helicopter,190.0,19.99,https://images.brickset.com/sets/images/60179-1.jpg,2831,853,6.0,Transport the mountain snowboarder to the hospital!,Easy,Ambulance Helicopter,3.8
27599,41193,1,Elves,Not Available,2018,Aira & the Song of the Wind Dragon,451.0,39.99,https://images.brickset.com/sets/images/41193-1.jpg,1103,358,2.0,Join forces with Aira and Lumia to protect the Wind Dragon!,Average,Aira & the Song of the Wind Dragon,5.0
27961,71021,3,Collectable Minifigures,Series 18,2018,Brick Suit Girl,5.0,3.99,https://images.brickset.com/sets/images/71021-3.jpg,5753,556,14.0,Get the party started with LEGO® Minifigures!,Very Easy,Series 18: Party,4.6
27436,76103,1,Marvel Super Heroes,Avengers: Infinity War,2018,Corvus Glaive Thresher Attack,416.0,39.99,https://images.brickset.com/sets/images/76103-1.jpg,4372,1166,3.0,Repel Corvus Glaive’s thresher attack on the Wakandan wall!,Average,Corvus Glaive Thresher Attack,4.0
27440,75926,1,Jurassic World,Fallen Kingdom,2018,Pteranodon Chase,126.0,19.99,https://images.brickset.com/sets/images/75926-1.jpg,2800,689,1.0,Chase the Pteranodon and rescue it from danger!,Easy,Pteranodon Chase,4.0
27450,75202,1,Star Wars,The Last Jedi,2018,Defense of Crait,746.0,84.99,https://images.brickset.com/sets/images/75202-1.jpg,3305,1661,4.0,Join the battle at the Resistance base!,Easy,Defense of Crait™,4.3
27468,31075,1,Creator,Not Available,2018,Outback Adventures,225.0,19.99,https://images.brickset.com/sets/images/31075-1.jpg,1666,855,1.0,Head into the wilds with the 3-in-1 Outback Adventures set!,Easy,Outback Adventures,4.0
27464,31076,1,Creator,Not Available,2018,Daredevil Stunt Plane,200.0,19.99,https://images.brickset.com/sets/images/31076-1.jpg,1988,721,1.0,Thrill the crowds with the 3-in-1 Daredevil Stunt Plane set!,Average,Daredevil Stunt Plane,5.0
27494,75195,1,Star Wars,MicroFighters,2018,Ski Speeder vs. First Order Walker Microfighters,216.0,19.99,https://images.brickset.com/sets/images/75195-1.jpg,5100,1060,4.0,Pit First Order against Resistance in a micro planetside battle!,Easy,Ski Speeder™ vs. First Order Walker™ Microfighters,4.5
27305,76096,1,DC Comics Super Heroes,Justice League,2018,Superman & Krypto Team-Up,199.0,19.99,https://images.brickset.com/sets/images/76096-1.jpg,2591,880,1.0,Help Superman™ bust out of the Kryptonite prison!,Average,Superman™ & Krypto™ Team-Up,5.0
27424,70641,1,Ninjago,Sons of Garmadon,2018,Ninja Nightcrawler,552.0,39.99,https://images.brickset.com/sets/images/70641-1.jpg,1446,504,4.0,Shoot on the go with Lloyd’s Ninja Nightcrawler!,Challenging,Ninja Nightcrawler,4.8
27307,76098,1,DC Comics Super Heroes,Justice League,2018,Speed Force Freeze Pursuit,271.0,29.99,https://images.brickset.com/sets/images/76098-1.jpg,2309,1004,6.0,Pursue Reverse Flash™ and grab the Energy Infuser!,Easy,Speed Force Freeze Pursuit,4.8
27690,41601,1,BrickHeadz,DC Comics Super Heroes,2018,Cyborg,108.0,9.99,https://images.brickset.com/sets/images/41601-1.jpg,3036,502,2.0,Get an upgrade with LEGO® BrickHeadz Cyborg™,Easy,Cyborg™,5.0
27600,41191,1,Elves,Not Available,2018,Naida & The Water Turtle Ambush,205.0,19.99,https://images.brickset.com/sets/images/41191-1.jpg,1364,299,2.0,Help Naida defend the Guardian Water Turtle from the shadow bat!,Average,Naida & the Water Turtle Ambush,5.0
27759,40270,1,BrickHeadz,Seasonal,2018,Valentine's Bee,140.0,9.99,https://images.brickset.com/sets/images/40270-1.jpg,4915,460,7.0,Say “I love you” with a LEGO® BrickHeadz™ Valentine's Bee!,Easy,Valentine's Bee,4.9
28008,75931,1,Jurassic World,Fallen Kingdom,2018,Dilophosaurus Outpost Attack,289.0,39.99,https://images.brickset.com/sets/images/75931-1.jpg,1883,904,1.0,Defend the outpost from the terrifying Dilophosaurus!,Easy,Dilophosaurus Outpost Attack,4.0
27447,75197,1,Star Wars,The Last Jedi,2018,First Order Specialists Battle Pack,108.0,14.99,https://images.brickset.com/sets/images/75197-1.jpg,6677,1393,15.0,Advance on the Resistance with the First Order Specialists Battle Pack!,Very Easy,First Order Specialists Battle Pack,4.1
27449,75201,1,Star Wars,The Last Jedi,2018,First Order AT-ST,370.0,39.99,https://images.brickset.com/sets/images/75201-1.jpg,2953,1234,37.0,Seize control of the First Order AT-ST!,Easy,First Order AT-ST™,1.8
27491,75194,1,Star Wars,Microfighters,2018,First Order TIE Fighter Microfighter,91.0,9.99,https://images.brickset.com/sets/images/75194-1.jpg,5823,930,3.0,Take on the Resistance in a micro-scale TIE Fighter!,Easy,First Order TIE Fighter™ Microfighter,4.3
27514,76099,1,Marvel Super Heroes,Black Panther,2018,Rhino Face-Off by the Mine,229.0,19.99,https://images.brickset.com/sets/images/76099-1.jpg,4379,897,6.0,Battle Killmonger for the precious vibranium with Black Panther!,Easy,Rhino Face-Off by the Mine,4.7
27692,42075,1,Technic,Not Available,2018,First Responder,513.0,49.99,https://images.brickset.com/sets/images/42075-1.jpg,1751,441,1.0,Explore iconic vehicle design with the First Responder!,Easy,First Responder,5.0
27772,40307,1,Disney,Miscellaneous,2018,Castle Interior Kit,115.0,9.99,https://images.brickset.com/sets/images/40307-1.jpg,837,354,1.0,Decorate and customize your castle!,Easy,Castle Interior Kit,5.0
27696,60184,1,City,Mining,2018,Mining Team,82.0,9.99,https://images.brickset.com/sets/images/60184-1.jpg,3488,641,2.0,Blow up the rock pile and discover gold!,Very Easy,Mining Team,5.0
27734,75886,1,Speed Champions,Ferrari,2018,Ferrari 488 GT3 Scuderia Corsa,179.0,14.99,https://images.brickset.com/sets/images/75886-1.jpg,5240,846,3.0,Team up with Ferrari “Scuderia Corsa” and triumph!,Easy,Ferrari 488 GT3 “Scuderia Corsa”,5.0
27716,41335,1,Friends,Not Available,2018,Mia's Tree House,351.0,29.99,https://images.brickset.com/sets/images/41335-1.jpg,1655,312,2.0,Climb up to the tree house and help Mia settle in!,Challenging,Mia's Tree House,5.0
27831,76105,1,Marvel Super Heroes,Avengers: Age of Ultron,2018,The Hulkbuster: Ultron Edition,1363.0,119.99,https://images.brickset.com/sets/images/76105-1.jpg,4253,1981,52.0,Create and show off the mighty Hulkbuster!,Average,The Hulkbuster: Ultron Edition,3.8
27973,71021,15,Collectable Minifigures,Series 18,2018,Cowboy Costume Guy,5.0,3.99,https://images.brickset.com/sets/images/71021-15.jpg,5105,637,14.0,Get the party started with LEGO® Minifigures!,Very Easy,Series 18: Party,4.6
27967,71021,9,Collectable Minifigures,Series 18,2018,Spider Suit Boy,6.0,3.99,https://images.brickset.com/sets/images/71021-9.jpg,4786,466,14.0,Get the party started with LEGO® Minifigures!,Very Easy,Series 18: Party,4.6
27694,60176,1,City,Mountain Police,2018,Wild River Escape,126.0,19.99,https://images.brickset.com/sets/images/60176-1.jpg,2218,636,1.0,Speed after the crook on an exciting river chase!,Easy,Wild River Escape,5.0
27646,71020,12,Collectable Minifigures,The LEGO Batman Movie series 2,2018,Killer Moth,6.0,3.99,https://images.brickset.com/sets/images/71020-12.jpg,3611,508,13.0,Discover new heroes and villains in LEGO® Minifigures—THE LEGO BATMAN MOVIE Series 2.,Very Easy,THE LEGO® BATMAN MOVIE Series 2,4.8
27601,41190,1,Elves,Not Available,2018,Emily Jones & The Eagle Getaway,149.0,14.99,https://images.brickset.com/sets/images/41190-1.jpg,1278,287,2.0,Help Emily Jones find the lost diary page and outwit the shadow bat!,Easy,Emily Jones & the Eagle Getaway,5.0
27480,41602,1,BrickHeadz,Star Wars,2018,Rey,119.0,9.99,https://images.brickset.com/sets/images/41602-1.jpg,4146,506,3.0,Feel the Force with a LEGO® BrickHeadz construction character featuring Rey!,Easy,Rey,5.0
27483,41609,1,BrickHeadz,Star Wars,2018,Chewbacca,149.0,9.99,https://images.brickset.com/sets/images/41609-1.jpg,4489,760,1.0,Growl like a Wookiee with a LEGO® BrickHeadz™ construction character featuring Chewbacca!,Very Easy,Chewbacca™,3.0
27463,31081,1,Creator,Modular,2018,Modular Skate House,422.0,39.99,https://images.brickset.com/sets/images/31081-1.jpg,2152,1239,4.0,Enjoy awesome activities at the 3-in-1 Modular Skate House!,Average,Modular Skate House,4.8
27460,31079,1,Creator,Not Available,2018,Sunshine Surfer Van,379.0,34.99,https://images.brickset.com/sets/images/31079-1.jpg,4531,1481,5.0,Enjoy seaside fun with the 3-in-1 Sunshine Surfer Van set!,Easy,Sunshine Surfer Van,4.4
27476,72004,1,Nexo Knights,Season 5,2018,Tech Wizard Showdown,506.0,39.99,https://images.brickset.com/sets/images/72004-1.jpg,872,426,3.0,Suit up for a Tech Wizard Showdown with Clay’s 3-in-1 mech!,Average,Tech Wizard Showdown,5.0
27404,76091,1,Marvel Super Heroes,Mighty Micros,2018,Mighty Micros: Thor vs. Loki,79.0,9.99,https://images.brickset.com/sets/images/76091-1.jpg,2154,594,2.0,Match Thor against Loki in an epic Mighty Micros clash!,Easy,Mighty Micros: Thor vs. Loki,3.5
27414,41599,1,BrickHeadz,DC Comics Super Heroes,2018,Wonder Woman,143.0,9.99,https://images.brickset.com/sets/images/41599-1.jpg,3986,562,5.0,Stand tall with LEGO® BrickHeadz Wonder Woman™!,Easy,Wonder Woman™,5.0
27432,70919,1,The LEGO Batman Movie,Not Available,2018,The Justice League Anniversary Party,267.0,29.99,https://images.brickset.com/sets/images/70919-1.jpg,3319,1169,5.0,Party on with Superman™ and friends!,Easy,The Justice League™ Anniversary Party,3.2
