prod_id,num_reviews,piece_count,prod_desc,review_difficulty,difficulty,set_name,star_rating,theme_name,Image,Year,Price
42037,16,494,Take on mountainous terrain with the LEGO® Technic Formula Off-Roader!,Average,3,The Flash™,4,BrickHeadz,https://images.brickset.com/sets/images/41598-1.jpg,2018,9.99
42049,9,476,Call in the powerful Mine Loader!,Average,3,Cyborg™,5,BrickHeadz,https://images.brickset.com/sets/images/41601-1.jpg,2018,9.99
42036,15,375,Take to the open road with the LEGO® Technic Street Motorcycle!,Average,3,Batgirl™ Batjet Chase,4.5,DC Super Hero Girls,https://images.brickset.com/sets/images/41230-1.jpg,2017,24.99
42061,6,260,Utilize the power and reach of the awesome Telehandler!,Average,3,Lashina™ Tank,4,DC Super Hero Girls,https://images.brickset.com/sets/images/41233-1.jpg,2017,14.99
42032,9,252,Clear the ground with the LEGO® Technic Compact Track Loader!,Average,3,Batman™ Classic TV Series – Batcave,4.6,DC Comics™ Super Heroes,https://images.brickset.com/sets/images/76052-1.jpg,2016,269.99
42044,5,113,Thrill the crowds with the Display Team Jet!,Average,3,Batman™: Killer Croc™ Sewer Smash,4.3,DC Comics™ Super Heroes,https://images.brickset.com/sets/images/76055-1.jpg,2016,79.99
70912,20,1628,Break into Arkham Asylum with Batman™!,Average,3,Batman™: Scarecrow™ Harvest of Fear,4.6,DC Comics™ Super Heroes,https://images.brickset.com/sets/images/76054-1.jpg,2016,59.99
70917,18,1456,Divide the 4-in-1 Ultimate Batmobile and conquer the Super-Villains!,Average,3,Kryptonite Interception,4.6,DC Comics™ Super Heroes,https://images.brickset.com/sets/images/76045-1.jpg,2016,29.99
70909,23,1047,Protect the Batcave from The Penguin’s invasion!,Average,3,Wonder Woman™ Warrior Battle,4.7,DC Comics™ Super Heroes,https://images.brickset.com/sets/images/76075-1.jpg,2017,29.99
70916,4,1053,Patrol the sky above Gotham City in The Batwing!,Average,3,Green Lantern vs. Sinestro,4.8,DC Comics™ Super Heroes,https://images.brickset.com/sets/images/76025-1.jpg,2015,19.99
70923,9,643,Launch a space mission from the Batcave!,Average,3,Bumblebee™ Helicopter,4,DC Super Hero Girls,https://images.brickset.com/sets/images/41234-1.jpg,2017,14.99
70905,20,581,Pursue Man-Bat™ and the Kabuki Twins™ in the Batmobile with three driving modes!,Average,3,Clash of the Heroes,4.3,DC Comics™ Super Heroes,https://images.brickset.com/sets/images/76044-1.jpg,2016,12.99
70906,19,433,Team up with Batgirl™ to stop The Joker’s Notorious Lowrider!,Average,3,Batman™,4.9,BrickHeadz,https://images.brickset.com/sets/images/41585-1.jpg,2017,9.99
70921,5,425,Dodge Harley Quinn’s cannonball attacks!,Average,3,The Joker™,4.8,BrickHeadz,https://images.brickset.com/sets/images/41588-1.jpg,2017,9.99
70914,6,366,Protect Gotham City from Bane’s toxic attacks!,Average,3,Robin™,4.8,BrickHeadz,https://images.brickset.com/sets/images/41587-1.jpg,2017,9.99
70920,11,293,Join Batman™ in a comical food fight!,Average,3,Batgirl™ Batjet Chase,4.5,DC Super Hero Girls,https://images.brickset.com/sets/images/41230-1.jpg,2017,24.99
70910,8,204,Help Batman™ to stop Scarecrow™ delivering a special scare pizza!,Average,3,Lashina™ Tank,4,DC Super Hero Girls,https://images.brickset.com/sets/images/41233-1.jpg,2017,14.99
70908,15,775,Save the day with Batman™ and The Scuttler!,Average,3,Bumblebee™ Helicopter,4,DC Super Hero Girls,https://images.brickset.com/sets/images/41234-1.jpg,2017,14.99
70915,6,564,Don’t get on the wrong side of the Two-Face™ Excavator!,Average,3,LEGO® DIMENSIONS™ PLAYSTATION® 4 Starter Pack,4.3,DIMENSIONS™,https://images.brickset.com/sets/images/71171-1.jpg,2015,99.99
70904,13,448,Duel against the mighty Clayface™ with Batman™!,Average,3,The Powerpuff Girls™ Fun Pack,5,DIMENSIONS™,https://images.brickset.com/sets/images/71343-1.jpg,2017,14.99
70617,15,1403,Evade the traps inside the Temple!,Average,3,Beetlejuice™ Fun Pack,5,DIMENSIONS™,https://images.brickset.com/sets/images/71349-1.jpg,2017,14.99
70632,11,1202,Turn sound into a weapon with Cole’s Quake Mech!,Average,3,Teen Titans Go!™ Team Pack,4,DIMENSIONS™,https://images.brickset.com/sets/images/71255-1.jpg,2017,24.99
70656,9,830,Defend NINJAGO® City from Garmadon Shark Mech attack!,Average,3,Ghostbusters™ Story Pack,4.2,DIMENSIONS™,https://images.brickset.com/sets/images/71242-1.jpg,2016,49.99
70616,6,914,Take on the shark army with Zane’s Ice Tank!,Average,3,THE LEGO® BATMAN MOVIE Story Pack,4.5,DIMENSIONS™,https://images.brickset.com/sets/images/71264-1.jpg,2017,44.99
70614,8,876,Speed to the rescue with Jay’s Lightning Jet!,Average,3,Goonies™ Level Pack,5,DIMENSIONS™,https://images.brickset.com/sets/images/71267-1.jpg,2017,29.99
70631,7,521,Get all fired up at Garmadon’s Volcano Lair!,Average,3,Mission: Impossible™ Level Pack,4.5,DIMENSIONS™,https://images.brickset.com/sets/images/71248-1.jpg,2016,29.99
70612,29,544,Take on Garmadon with the Green Ninja Mech Dragon!,Average,3,DC Comics™ Team Pack,4,DIMENSIONS™,https://images.brickset.com/sets/images/71229-1.jpg,2016,24.99
70611,21,494,Smash the shark army out of the water with the Water Strider!,Average,3,Midway Arcade™ Level Pack,3.2,DIMENSIONS™,https://images.brickset.com/sets/images/71235-1.jpg,2016,24.99
70610,7,341,Take on the tentacular Flying Jelly Sub with Jay!,Average,3,Harry Potter™ Fun Pack,5,DIMENSIONS™,https://images.brickset.com/sets/images/71348-1.jpg,2017,14.99
21035,14,744,Recreate the Solomon R. Guggenheim Museum® with LEGO® Architecture!,Challenging,4,LEGO® City Fun Pack,5,DIMENSIONS™,https://images.brickset.com/sets/images/71266-1.jpg,2017,14.99
60166,8,415,Perform a daring helicopter rescue before the shark gets too close!,Challenging,4,Cyberman™ Fun Pack,4.6,DIMENSIONS™,https://images.brickset.com/sets/images/71238-1.jpg,2016,14.99
10260,62,2480,Discover a place where music is on the menu!,Challenging,4,LEGO® DIMENSIONS™ Gollum Fun Pack,4.3,DIMENSIONS™,https://images.brickset.com/sets/images/71218-1.jpg,2015,14.99
10255,99,4002,Celebrate ten years of Modular Building with the Assembly Square!,Challenging,4,LEGO® DIMENSIONS™ Eris Fun Pack,3.8,DIMENSIONS™,https://images.brickset.com/sets/images/71232-1.jpg,2015,14.99
10253,64,4163,Build the world’s best-known clock tower!,Challenging,4,The Disney Castle,4.7,Disney™,https://images.brickset.com/sets/images/71040-1.jpg,2016,349.99
10214,228,4295,Build London's famous Tower Bridge!,Challenging,4,Silent Mary,4.5,Disney™,https://images.brickset.com/sets/images/71042-1.jpg,2017,199.99
10257,53,2670,Discover the fairground’s star attraction with the Carousel!,Challenging,4,Moana’s Ocean Voyage,4.7,Disney™,https://images.brickset.com/sets/images/41150-1.jpg,2017,39.99
10247,91,2464,Experience the wonderful LEGO® Creator Ferris Wheel!,Challenging,4,Castle Interior Kit,5,Disney™,https://images.brickset.com/sets/images/40307-1.jpg,2018,9.99
10251,115,2382,Make a safe deposit at the Brick Bank!,Challenging,4,Captain Armando Salazar,5,BrickHeadz,https://images.brickset.com/sets/images/41594-1.jpg,2017,9.99
10243,202,2469,Have an unforgettable evening at the amazing Parisian Restaurant!,Challenging,4,Anna's Snow Adventure,5,Disney™,https://images.brickset.com/sets/images/41147-1.jpg,2017,19.99
10246,177,2262,Discover hidden clues and surprises at the Detective's Office!,Challenging,4,Captain Jack Sparrow,4.8,BrickHeadz,https://images.brickset.com/sets/images/41593-1.jpg,2017,9.99
10220,337,1334,Road trips will never be the same again with the iconic 1962 Volkswagen T1 Camper Van,Challenging,4,Belle,4.8,BrickHeadz,https://images.brickset.com/sets/images/41595-1.jpg,2017,9.99
70922,19,3444,Dare to enter The Joker™ Manor!,Challenging,4,Beast,5,BrickHeadz,https://images.brickset.com/sets/images/41596-1.jpg,2017,9.99
71040,171,4080,Welcome to the magical Disney Castle!,Challenging,4,Big Fair,5,DUPLO®,https://images.brickset.com/sets/images/10840-1.jpg,2017,79.99
41335,2,351,Climb up to the tree house and help Mia settle in!,Challenging,4,My First Train Set,4.7,DUPLO®,https://images.brickset.com/sets/images/10507-1.jpg,2013,44.99
75827,130,4634,Get ready to bust some ghosts at the Firehouse Headquarters!,Challenging,4,Number Train,5,DUPLO®,https://images.brickset.com/sets/images/10847-1.jpg,2017,19.99
21309,367,1969,Build the first rocket to land people on the Moon!,Challenging,4,My First Cars and Trucks,5,DUPLO®,https://images.brickset.com/sets/images/10816-1.jpg,2016,19.99
31313,38,601,Create and command robots that do what you want with LEGO® MINDSTORMS® EV3!,Challenging,4,LEGO® DUPLO® Green Baseplate,4,DUPLO®,https://images.brickset.com/sets/images/2304-1.jpg,1992,14.99
21135,1,717,Expand your LEGO® Minecraft™ universe!,Challenging,4,Family Pets,5,DUPLO®,https://images.brickset.com/sets/images/10838-1.jpg,2017,9.99
70317,17,1140,Roll into action with the NEXO KNIGHTS™ 2-in-1 battle castle!,Challenging,4,Airport,5,DUPLO®,https://images.brickset.com/sets/images/10590-1.jpg,2015,19.99
70321,2,516,Tower over the enemy with the monstrous Siege Machine of Doom!,Challenging,4,Rosalyn's Healing Hideout,4.3,Elves,https://images.brickset.com/sets/images/41187-1.jpg,2017,49.99
70618,52,2295,Join the ninja aboard Wu’s flying ship!,Challenging,4,Aira & the Song of the Wind Dragon,5,Elves,https://images.brickset.com/sets/images/41193-1.jpg,2018,39.99
70620,88,4867,Live the life of a ninja in NINJAGO® City!,Challenging,4,The Goblin King's Evil Dragon,4.3,Elves,https://images.brickset.com/sets/images/41183-1.jpg,2017,29.99
70641,4,552,Shoot on the go with Lloyd’s Ninja Nightcrawler!,Challenging,4,Naida & the Water Turtle Ambush,5,Elves,https://images.brickset.com/sets/images/41191-1.jpg,2018,19.99
75159,84,4016,Win the battle for the Empire with the awesome Death Star!,Challenging,4,Azari & the Goblin Forest Escape,5,Elves,https://images.brickset.com/sets/images/41186-1.jpg,2017,19.99
75060,201,1996,Lift off for bounty-hunting adventures in the Slave I!,Challenging,4,Emily Jones & the Eagle Getaway,5,Elves,https://images.brickset.com/sets/images/41190-1.jpg,2018,14.99
75189,33,1376,Stride into battle with the First Order Heavy Assault Walker!,Challenging,4,Naida's Gondola & the Goblin Thief,5,Elves,https://images.brickset.com/sets/images/41181-1.jpg,2017,9.99
75186,5,775,Go head to head with the Empire aboard The Arrowhead!,Challenging,4,Stephanie's House,4.1,Friends,https://images.brickset.com/sets/images/41314-1.jpg,2017,69.99
75185,6,557,Search out the Freemakers with Tracker I!,Challenging,4,Friendship House,4.1,Friends,https://images.brickset.com/sets/images/41340-1.jpg,2018,69.99
75177,9,554,Stomp into battle with the First Order Heavy Scout Walker!,Challenging,4,Mia's Tree House,5,Friends,https://images.brickset.com/sets/images/41335-1.jpg,2018,29.99
75144,86,1703,Build the ultimate LEGO® Snowspeeder!,Challenging,4,Heartlake Pizzeria,4.1,Friends,https://images.brickset.com/sets/images/41311-1.jpg,2017,29.99
75192,197,7541,Travel the LEGO® galaxy in the ultimate Millennium Falcon!,Challenging,4,Stephanie's Bedroom,5,Friends,https://images.brickset.com/sets/images/41328-1.jpg,2018,9.99
42070,45,1862,Harness the power of the mighty 6x6 All Terrain Tow Truck!,Challenging,4,Amusement Park Space Ride,4.5,Friends,https://images.brickset.com/sets/images/41128-1.jpg,2016,19.99
42056,143,2704,Discover the iconic Porsche 911 GT3 RS!,Challenging,4,Amusement Park Roller Coaster,4.8,Friends,https://images.brickset.com/sets/images/41130-1.jpg,2016,99.99
42055,75,3929,Experience the huge Bucket Wheel Excavator!,Challenging,4,Heartlake Performance School,2.8,Friends,https://images.brickset.com/sets/images/41134-1.jpg,2016,79.99
42066,7,1151,Prepare for vertical takeoffs and landings with the Air Race Jet!,Challenging,4,Heartlake Gift Delivery,4,Friends,https://images.brickset.com/sets/images/41310-1.jpg,2017,19.99
42071,2,171,Call in the powerful Dozer Compactor!,Challenging,4,Amusement Park Arcade,4.3,Friends,https://images.brickset.com/sets/images/41127-1.jpg,2016,14.99
42054,18,1977,Harness the awesome power of the CLAAS XERION 5000 TRAC VC,Challenging,4,Mia's Beach Scooter,4,Friends,https://images.brickset.com/sets/images/41306-1.jpg,2017,9.99
42052,19,1043,Airlift massive loads with the Heavy Lift Helicopter!,Challenging,4,Firehouse Headquarters,4.8,Ghostbusters™,https://images.brickset.com/sets/images/75827-1.jpg,2016,349.99
42039,23,1219,Scream around the circuit in the lightning-fast LEGO® Technic 24 Hours Race Car!,Challenging,4,Ecto-1 & 2,4.8,Ghostbusters™,https://images.brickset.com/sets/images/75828-1.jpg,2016,59.99
70922,19,3444,Dare to enter The Joker™ Manor!,Challenging,4,Ship in a Bottle,4.5,Ideas,https://images.brickset.com/sets/images/21313-1.jpg,2018,69.99
70618,52,2295,Join the ninja aboard Wu’s flying ship!,Challenging,4,TRON: Legacy,4.4,Ideas,https://images.brickset.com/sets/images/21314-1.jpg,2018,34.99
70620,88,4867,Live the life of a ninja in NINJAGO® City!,Challenging,4,Old Fishing Store,5,Ideas,https://images.brickset.com/sets/images/21310-1.jpg,2017,149.99
75821,11,74,Chase the piggy with lightning-fast Chuck and rescue the eggs!,Easy,2,LEGO® NASA Apollo Saturn V,4.9,Ideas,https://images.brickset.com/sets/images/21309-1.jpg,2017,119.99
21032,7,361,Celebrate Sydney with this LEGO® Architecture Skyline model!,Easy,2,Adventure Time™,3.3,Ideas,https://images.brickset.com/sets/images/21308-1.jpg,2017,49.99
41614,1,234,Train a raptor with LEGO® BrickHeadz™ Owen and Blue!,Easy,2,Women of NASA,4.6,Ideas,https://images.brickset.com/sets/images/21312-1.jpg,2017,24.99
41605,2,105,Feel the power of Infinity with LEGO® BrickHeadz Thanos!,Easy,2,Caterham Seven 620R,4.1,Ideas,https://images.brickset.com/sets/images/21307-1.jpg,2016,79.99
41606,1,113,Be a legendary outlaw with LEGO® BrickHeadz Star-Lord!,Easy,2,Demolition Site,5,Juniors,https://images.brickset.com/sets/images/10734-1.jpg,2017,29.99
40270,7,140,Say “I love you” with a LEGO® BrickHeadz™ Valentine's Bee!,Easy,2,Spider-Man vs. Scorpion Street Showdown,4,Juniors,https://images.brickset.com/sets/images/10754-1.jpg,2018,19.99
41599,5,143,Stand tall with LEGO® BrickHeadz Wonder Woman™!,Easy,2,Batman™ vs. Mr. Freeze™,4.5,Juniors,https://images.brickset.com/sets/images/10737-1.jpg,2017,14.99
41602,3,119,Feel the Force with a LEGO® BrickHeadz construction character featuring Rey!,Easy,2,Indoraptor Rampage at Lockwood Estate,5,Indoraptor Rampage at Lockwood Estate,https://images.brickset.com/sets/images/75930-1.jpg,2018,129.99
41601,2,108,Get an upgrade with LEGO® BrickHeadz Cyborg™,Easy,2,Carnotaurus Gyrosphere Escape,5,Carnotaurus Gyrosphere Escape,https://images.brickset.com/sets/images/75929-1.jpg,2018,79.99
41611,1,240,Travel back to the future with LEGO® BrickHeadz™ Marty McFly and Doc Brown!,Easy,2,Jurassic Park Velociraptor Chase,5,Jurassic Park Velociraptor Chase,https://images.brickset.com/sets/images/75932-1.jpg,2018,39.99
40271,4,126,Hop to it with a LEGO® BrickHeadz™ Easter Bunny!,Easy,2,Dilophosaurus Outpost Attack,4,Dilophosaurus Outpost Attack,https://images.brickset.com/sets/images/75931-1.jpg,2018,39.99
41590,8,96,Stand your ground with your own LEGO® BrickHeadz Iron Man!,Easy,2,Stygimoloch Breakout,5,Stygimoloch Breakout,https://images.brickset.com/sets/images/75927-1.jpg,2018,29.99
41593,9,109,Treasure your own LEGO® BrickHeadz construction character featuring Disney’s Captain Jack Sparrow!,Easy,2,Owen & Blue,5,BrickHeadz,https://images.brickset.com/sets/images/41614-1.jpg,2018,19.99
41592,8,93,Have a smashing time with LEGO® BrickHeadz The Hulk!,Easy,2,Pteranodon Chase,4,Pteranodon Chase,https://images.brickset.com/sets/images/75926-1.jpg,2018,19.99
41595,10,139,Add some Disney fairytale romance with a LEGO® BrickHeadz construction character featuring Belle!,Easy,2,The Hulkbuster: Ultron Edition,3.8,Marvel Super Heroes,https://images.brickset.com/sets/images/76105-1.jpg,2018,119.99
41588,12,151,Show off the evil trickster with LEGO® BrickHeadz The Joker™!,Easy,2,Sanctum Sanctorum Showdown,5,Marvel Super Heroes,https://images.brickset.com/sets/images/76108-1.jpg,2018,99.99
60141,10,894,Throw the crooks back in jail after they break out!,Easy,2,Thanos: Ultimate Battle,4.7,Marvel Super Heroes,https://images.brickset.com/sets/images/76107-1.jpg,2018,69.99
60140,9,561,Protect the bank and stop the crooks!,Easy,2,Corvus Glaive Thresher Attack,4,Marvel Super Heroes,https://images.brickset.com/sets/images/76103-1.jpg,2018,39.99
60154,16,337,"Hop on, there’s so much to see with the LEGO® City bus!",Easy,2,The Hulkbuster Smash-Up,4.8,Marvel Super Heroes,https://images.brickset.com/sets/images/76104-1.jpg,2018,29.99
60159,5,378,Defend the mission and dodge a surprise in the jungle!,Easy,2,Thor's Weapon Quest,4.4,Marvel Super Heroes,https://images.brickset.com/sets/images/76102-1.jpg,2018,19.99
60182,7,344,"Load up the Pickup & Caravan, it’s time for a vacation!",Easy,2,Outrider Dropship Attack,4.8,Marvel Super Heroes,https://images.brickset.com/sets/images/76101-1.jpg,2018,14.99
60183,7,310,Haul in the helicopter to handle the heavy lifting!,Easy,2,Thanos,5,BrickHeadz,https://images.brickset.com/sets/images/41605-1.jpg,2018,9.99
60107,11,214,Put out the burning oil barrel!,Easy,2,Star-Lord,5,BrickHeadz,https://images.brickset.com/sets/images/41606-1.jpg,2018,9.99
60150,35,249,Order a pizza to go!,Easy,2,Gamora,5,BrickHeadz,https://images.brickset.com/sets/images/41607-1.jpg,2018,9.99
7499,89,24,Get killer curves in your tracks!,Easy,2,Thor vs. Hulk: Arena Clash,4.3,Marvel Super Heroes,https://images.brickset.com/sets/images/76088-1.jpg,2017,59.99
60148,12,239,Gear up for the big race!,Easy,2,Hulk vs. Red Hulk,3.7,Marvel Super Heroes,https://images.brickset.com/sets/images/76078-1.jpg,2017,59.99
60179,6,190,Transport the mountain snowboarder to the hospital!,Easy,2,The Ultimate Battle for Asgard,4.3,Marvel Super Heroes,https://images.brickset.com/sets/images/76084-1.jpg,2017,49.99
60137,8,144,Catch the crook before he tows the safe away!,Easy,2,Beware the Vulture,4.6,Marvel Super Heroes,https://images.brickset.com/sets/images/76083-1.jpg,2017,39.99
60176,1,126,Speed after the crook on an exciting river chase!,Easy,2,Royal Talon Fighter Attack,4.7,Marvel Super Heroes,https://images.brickset.com/sets/images/76100-1.jpg,2018,29.99
60164,3,141,Fly in and save the stranded sailor before he floats away!,Easy,2,Iron Man: Detroit Steel Strikes,4.6,Marvel Super Heroes,https://images.brickset.com/sets/images/76077-1.jpg,2017,29.99
60177,2,87,Wow the crowds in the sleek Airshow Jet!,Easy,2,Rhino Face-Off by the Mine,4.7,Marvel Super Heroes,https://images.brickset.com/sets/images/76099-1.jpg,2018,19.99
60157,12,88,Cruise into the jungle and make a big discovery!,Easy,2,ATM Heist Battle,3.9,Marvel Super Heroes,https://images.brickset.com/sets/images/76082-1.jpg,2017,19.99
60178,1,78,Climb in the cockpit and set a new speed record!,Easy,2,Captain America Jet Pursuit,3.7,Marvel Super Heroes,https://images.brickset.com/sets/images/76076-1.jpg,2017,19.99
60156,5,53,Explore the depths of the jungle and find something amazing!,Easy,2,Spider-Man vs. Scorpion Street Showdown,4,Juniors,https://images.brickset.com/sets/images/10754-1.jpg,2018,19.99
60129,5,200,Keep the crook from escaping his boat ride to prison!,Easy,2,Mighty Micros: Thor vs. Loki,3.5,Marvel Super Heroes,https://images.brickset.com/sets/images/76091-1.jpg,2018,9.99
60123,3,330,Fly in the exploration gear and fly out the crystals!,Easy,2,Ayesha's Revenge,4.8,Marvel Super Heroes,https://images.brickset.com/sets/images/76080-1.jpg,2017,29.99
60119,14,301,Take the Ferry to your next adventure!,Easy,2,Tanker Truck Takedown,4.8,Marvel Super Heroes,https://images.brickset.com/sets/images/76067-1.jpg,2016,29.99
60155,8,248,Celebrate 24 fun days with the LEGO® City Advent Calendar!,Easy,2,Doctor Strange's Sanctum Sanctorum,4.5,Marvel Super Heroes,https://images.brickset.com/sets/images/76060-1.jpg,2016,29.99
60101,13,157,Load up the Cargo Plane and get ready to fly!,Easy,2,Ravager Attack,4.4,Marvel Super Heroes,https://images.brickset.com/sets/images/76079-1.jpg,2017,19.99
60121,6,175,Head off-road and make the big discoveries!,Easy,2,Iron Man vs. Ultron,4.5,Marvel Super Heroes,https://images.brickset.com/sets/images/76029-1.jpg,2015,12.99
60117,35,250,Pack up the gear; it’s time to go camping!,Easy,2,Mighty Micros: Iron Man vs. Thanos,4.4,Marvel Super Heroes,https://images.brickset.com/sets/images/76072-1.jpg,2017,9.99
60142,7,138,Catch the crook before she gets away with the safe!,Easy,2,Iron Man,4.9,BrickHeadz,https://images.brickset.com/sets/images/41590-1.jpg,2017,9.99
60136,8,80,Stop the crooks before they empty the ATM!,Easy,2,The Hulk,4.6,BrickHeadz,https://images.brickset.com/sets/images/41592-1.jpg,2017,9.99
60146,8,91,Strap in and jump some ramps!,Easy,2,Mighty Micros: Wolverine vs. Magneto,4,Marvel Super Heroes,https://images.brickset.com/sets/images/76073-1.jpg,2017,9.99
60120,7,83,Explore the volcano and make an exciting discovery!,Easy,2,LEGO® MINDSTORMS® EV3,4.3,MINDSTORMS®,https://images.brickset.com/sets/images/31313-1.jpg,2013,349.99
60106,11,90,Save the dockworker and put out the blaze!,Easy,2,The Waterfall Base,4.1,Minecraft™,https://images.brickset.com/sets/images/21134-1.jpg,2017,69.99
10692,7,221,Get creative with classic LEGO® bricks in 29 different colors!,Easy,2,The Crafting Box 2.0,5,Minecraft™,https://images.brickset.com/sets/images/21135-1.jpg,2017,59.99
10708,5,66,Unleash your imagination with the LEGO® Green Creativity Box!,Easy,2,The Farm Cottage,4.8,Minecraft™,https://images.brickset.com/sets/images/21144-1.jpg,2018,49.99
10709,3,60,Unleash your imagination with the LEGO® Orange Creativity Box!,Easy,2,The Nether Portal,5,Minecraft™,https://images.brickset.com/sets/images/21143-1.jpg,2018,39.99
10694,6,303,Build whatever your heart desires with LEGO® bricks in 20 different bright colors!,Easy,2,The Chicken Coop,4.5,Minecraft™,https://images.brickset.com/sets/images/21140-1.jpg,2018,19.99
31079,5,379,Enjoy seaside fun with the 3-in-1 Sunshine Surfer Van set!,Easy,2,The Zombie Cave,5,Minecraft™,https://images.brickset.com/sets/images/21141-1.jpg,2018,19.99
31066,12,285,Launch a satellite with the 3-in-1 Space Shuttle Explorer!,Easy,2,The Iron Golem,4.6,Minecraft™,https://images.brickset.com/sets/images/21123-1.jpg,2016,19.99
31075,1,225,Head into the wilds with the 3-in-1 Outback Adventures set!,Easy,2,The Mushroom Island,4.6,Minecraft™,https://images.brickset.com/sets/images/21129-1.jpg,2017,19.99
31058,27,174,Enjoy roaring adventures with the 3-in-1 Mighty Dinosaurs!,Easy,2,The Melon Farm,4.3,Minecraft™,https://images.brickset.com/sets/images/21138-1.jpg,2018,14.99
31073,5,223,Create a world of scary 3-in-1 Mythical Creatures!,Easy,2,The Nether Fortress,3.5,Minecraft™,https://images.brickset.com/sets/images/21122-1.jpg,2015,79.99
31056,6,122,Take an open-top drive in the cool 3-in-1 Green Cruiser!,Easy,2,The Jungle Tree House,4.7,Minecraft™,https://images.brickset.com/sets/images/21125-1.jpg,2016,69.99
31035,9,286,Enjoy summer adventures with the 3-in-1 Beach Hut!,Easy,2,The End Portal,5,Minecraft™,https://images.brickset.com/sets/images/21124-1.jpg,2016,59.99
31043,2,124,Not Available,Easy,2,The Wither,5,Minecraft™,https://images.brickset.com/sets/images/21126-1.jpg,2016,39.99
76098,6,271,Pursue Reverse Flash™ and grab the Energy Infuser!,Easy,2,The Dungeon,3.4,Minecraft™,https://images.brickset.com/sets/images/21119-1.jpg,2015,19.99
70919,5,267,Party on with Superman™ and friends!,Easy,2,Series 18: Party,4.6,Minifigures,https://images.brickset.com/sets/images/71021-15.jpg,2018,3.99
76085,9,197,Protect the precious Mother Box from the evil Parademon™!,Easy,2,People pack – Fun at the beach,4.1,City,https://images.brickset.com/sets/images/60153-1.jpg,2017,39.99
41599,5,143,Stand tall with LEGO® BrickHeadz Wonder Woman™!,Easy,2,THE LEGO® BATMAN MOVIE Series 2,4.8,Minifigures,https://images.brickset.com/sets/images/71020-12.jpg,2018,3.99
41601,2,108,Get an upgrade with LEGO® BrickHeadz Cyborg™,Easy,2,THE LEGO® NINJAGO® MOVIE™,4.3,Minifigures,https://images.brickset.com/sets/images/71019-13.jpg,2017,3.99
41230,4,206,Recover Batgirl’s ePad from the evil Kryptomite™!,Easy,2,Series 17,4.1,Minifigures,https://images.brickset.com/sets/images/71018-7.jpg,2017,3.99
76054,9,563,Help Batman™ rescue the farmer from Scarecrow™ and Killer Moth™!,Easy,2,Tech Wizard Showdown,5,NEXO KNIGHTS™,https://images.brickset.com/sets/images/72004-1.jpg,2018,39.99
76075,7,286,Help Wonder Woman™ defeat the villainous Ares™!,Easy,2,Twinfector,5,NEXO KNIGHTS™,https://images.brickset.com/sets/images/72002-1.jpg,2018,19.99
76025,32,174,Zoom into orbit and recover Green Lantern’s lantern!,Easy,2,Battle Suit Axl,4,NEXO KNIGHTS™,https://images.brickset.com/sets/images/70365-1.jpg,2017,9.99
76044,30,91,Get set for a Batman™ v Superman™ rooftop duel!,Easy,2,King's Guard Artillery,4,NEXO KNIGHTS™,https://images.brickset.com/sets/images/70347-1.jpg,2017,9.99
41588,12,151,Show off the evil trickster with LEGO® BrickHeadz The Joker™!,Easy,2,The Fortrex,4.9,NEXO KNIGHTS™,https://images.brickset.com/sets/images/70317-1.jpg,2016,99.99
41230,4,206,Recover Batgirl’s ePad from the evil Kryptomite™!,Easy,2,Axl's Tower Carrier,5,NEXO KNIGHTS™,https://images.brickset.com/sets/images/70322-1.jpg,2016,69.99
71343,1,56,"Save the world before bedtime in the LEGO® DIMENSIONS™ multiverse with Buttercup™, the toughest fighter!",Easy,2,Aaron's Rock Climber,5,NEXO KNIGHTS™,https://images.brickset.com/sets/images/70355-1.jpg,2017,59.99
71349,1,56,It’s showtime! Bring Beetlejuice™ to life in the LEGO® DIMENSIONS™ multiverse for an eerie adventure!,Easy,2,Axl's Rumble Maker,5,NEXO KNIGHTS™,https://images.brickset.com/sets/images/70354-1.jpg,2017,39.99
71255,2,105,Fight off villains with Raven and Beast Boy in the Teen Titans Go!™ Team Pack!,Easy,2,General Magmar's Siege Machine of Doom,5,NEXO KNIGHTS™,https://images.brickset.com/sets/images/70321-1.jpg,2016,49.99
71264,2,156,Fight crime with Batgirl™ and Robin™ in THE LEGO® BATMAN MOVIE!,Easy,2,Ruina's Lock & Roller,4.5,NEXO KNIGHTS™,https://images.brickset.com/sets/images/70349-1.jpg,2017,19.99
71248,6,76,Hang by a thread with Ethan on a Mission: Impossible™ level!,Easy,2,Lance's Twin Jouster,5,NEXO KNIGHTS™,https://images.brickset.com/sets/images/70348-1.jpg,2017,19.99
71229,2,92,Get devious with DC Comics' The Joker™ & Harley Quinn™!,Easy,2,Moltor’s Lava Smasher,4.7,NEXO KNIGHTS™,https://images.brickset.com/sets/images/70313-1.jpg,2016,19.99
71238,7,40,Set out on time-traveling adventures with Cyberman™ from Doctor Who!,Easy,2,Battle Suit Aaron,4,NEXO KNIGHTS™,https://images.brickset.com/sets/images/70364-1.jpg,2017,9.99
71218,3,39,Keep watch over the multiverse from the shadows with Gollum™ from The Lord of the Rings™!,Easy,2,Ultimate Flama,4,NEXO KNIGHTS™,https://images.brickset.com/sets/images/70339-1.jpg,2016,9.99
