num_reviews,piece_count,prod_desc,prod_id,review_difficulty,set_name,star_rating,theme_name
1.0,79,Begin a battle of the bugs with Spider-Man and Scorpion!,76071,Very Easy,Mighty Micros: Spider-Man vs. Scorpion,4.0,Marvel Super Heroes
12.0,323,Team up to take on Ayesha and save the galaxy!,76080,Average,Ayesha's Revenge,4.8,Marvel Super Heroes
14.0,330,Jump to the rescue and control the blaze with the Avengers and Spider-Man!,76067,Easy,Tanker Truck Takedown,4.8,Marvel Super Heroes
15.0,358,Banish the portal beast from Doctor Strange’s Sanctum Sanctorum!,76060,Average,Doctor Strange's Sanctum Sanctorum,4.5,Marvel Super Heroes
9.0,197,Team up with Mantis and Rocket and fight back against Taserface!,76079,Easy,Ravager Attack,4.4,Marvel Super Heroes
25.0,92,Take down the Ultron jet with super-jumping Iron Man!,76029,Very Easy,Iron Man vs. Ultron,4.5,Marvel Super Heroes
10.0,94,Thrust Iron Man into battle against evil Thanos!,76072,Very Easy,Mighty Micros: Iron Man vs. Thanos,4.4,Marvel Super Heroes
8.0,96,Stand your ground with your own LEGO® BrickHeadz Iron Man!,41590,Easy,Iron Man,4.9,BrickHeadz
8.0,93,Have a smashing time with LEGO® BrickHeadz The Hulk!,41592,Easy,The Hulk,4.6,BrickHeadz
4.0,85,Take a swipe at Magneto with the mighty Wolverine!,76073,Easy,Mighty Micros: Wolverine vs. Magneto,4.0,Marvel Super Heroes
4.0,143,Recruit your own elite agent with LEGO® BrickHeadz Black Widow!,41591,Easy,Black Widow,4.8,BrickHeadz
38.0,601,Create and command robots that do what you want with LEGO® MINDSTORMS® EV3!,31313,Challenging,LEGO® MINDSTORMS® EV3,4.3,MINDSTORMS®
1.0,1,Not Available,45500,Average,EV3 Intelligent Brick,4.0,MINDSTORMS®
6.0,1,Not Available,45501,Very Easy,EV3 Rechargeable DC Battery,4.3,MINDSTORMS®
1.0,1,Not Available,45506,Very Easy,EV3 Color Sensor,5.0,MINDSTORMS®
3.0,1,Not Available,45508,Average,EV3 Infrared Beacon,5.0,MINDSTORMS®
2.0,1,Not Available,45517,Very Easy,Transformer 10V DC,4.0,MINDSTORMS®
2.0,1,Not Available,45502,Not Available,EV3 Large Servo Motor,5.0,MINDSTORMS®
1.0,1,Not Available,45503,Easy,EV3 Medium Servo Motor,5.0,MINDSTORMS®
4.0,1,Not Available,45504,Challenging,EV3 Ultrasonic Sensor,3.5,MINDSTORMS®
11.0,2863,Experience the Mountain Cave!,21137,Challenging,The Mountain Cave,4.5,Minecraft™
2.0,1122,Unlock the treasures of the Ocean Monument!,21136,Easy,The Ocean Monument,5.0,Minecraft™
7.0,729,Build and defend the awesome Waterfall Base!,21134,Average,The Waterfall Base,4.1,Minecraft™
1.0,717,Expand your LEGO® Minecraft™ universe!,21135,Challenging,The Crafting Box 2.0,5.0,Minecraft™
4.0,549,Create a flourishing Farm Cottage!,21144,Easy,The Farm Cottage,4.8,Minecraft™
1.0,470,Board the minecart and journey through the Nether Portal!,21143,Average,The Nether Portal,5.0,Minecraft™
6.0,387,Ride The Nether Railway!,21130,Easy,The Nether Railway,4.7,Minecraft™
4.0,198,Enjoy Minecraft™ farming adventures with the Chicken Coop!,21140,Average,The Chicken Coop,4.5,Minecraft™
2.0,241,Enter the Zombie Cave at your peril!,21141,Average,The Zombie Cave,5.0,Minecraft™
16.0,208,Spring a surprise attack with The Iron Golem!,21123,Easy,The Iron Golem,4.6,Minecraft™
5.0,247,Discover The Mushroom Island!,21129,Average,The Mushroom Island,4.6,Minecraft™
4.0,69,Grow and trade your crops at the Melon Farm!,21138,Easy,The Melon Farm,4.3,Minecraft™
14.0,571,Battle the hostile mobs at The Nether Fortress!,21122,Easy,The Nether Fortress,3.5,Minecraft™
14.0,706,Build and defend The Jungle Tree House!,21125,Average,The Jungle Tree House,4.7,Minecraft™
6.0,559,Venture into the stronghold and activate the End portal!,21124,Average,The End Portal,5.0,Minecraft™
15.0,519,Prepare for battle at The Desert Outpost!,21121,Average,The Desert Outpost,4.8,Minecraft™
3.0,318,Prepare to battle the wither!,21126,Average,The Wither,5.0,Minecraft™
