SetID,Number,Variant,Theme,Subtheme,Year,Name,Minifigs,Pieces,USPrice,ImageURL,OwnedBy,WantedBy,Rating
27640,71020,6,Collectable Minifigures,The LEGO Batman Movie series 2,2018,Swimming Pool Batman,1,6,3.99,https://images.brickset.com/sets/images/71020-6.jpg,4307,700,
27524,41340,1,Friends,,2018,Friendship House,3,722,69.99,https://images.brickset.com/sets/images/41340-1.jpg,1281,470,
27513,21144,1,Minecraft,Minifig-scale,2018,The Farm Cottage ,3,549,49.99,https://images.brickset.com/sets/images/21144-1.jpg,701,502,
27519,60174,1,City,Mountain Police,2018,Mountain Police Headquarters,7,663,89.99,https://images.brickset.com/sets/images/60174-1.jpg,1694,956,
27529,42071,1,Technic,,2018,Dozer Compactor,,171,19.99,https://images.brickset.com/sets/images/42071-1.jpg,1668,365,
27610,42074,1,Technic,,2018,Racing Yacht,,330,39.99,https://images.brickset.com/sets/images/42074-1.jpg,2659,685,
27611,60179,1,City,Medical,2018,Ambulance Helicopter,3,190,19.99,https://images.brickset.com/sets/images/60179-1.jpg,2831,853,
27599,41193,1,Elves,,2018,Aira & the Song of the Wind Dragon,3,451,39.99,https://images.brickset.com/sets/images/41193-1.jpg,1103,358,
27668,30380,1,Star Wars,The Last Jedi,2018,Kylo Ren's Shuttle,,33,,https://images.brickset.com/sets/images/30380-1.jpg,2887,598,
27961,71021,3,Collectable Minifigures,Series 18,2018,Brick Suit Girl,1,5,3.99,https://images.brickset.com/sets/images/71021-3.jpg,5753,556,
27882,76111,1,DC Comics Super Heroes,Batman,2018,Batman: Brother Eye Takedown,3,269,29.99,https://images.brickset.com/sets/images/76111-1.jpg,2010,775,
27797,75218,1,Star Wars,Episode IV,2018,X-wing Starfighter,4,731,79.99,https://images.brickset.com/sets/images/75218-1.jpg,6163,2528,
27853,60193,1,City,Arctic,2018,Arctic Air Transport,2,277,39.99,https://images.brickset.com/sets/images/60193-1.jpg,2941,895,
27436,76103,1,Marvel Super Heroes,Avengers: Infinity War,2018,Corvus Glaive Thresher Attack,5,416,39.99,https://images.brickset.com/sets/images/76103-1.jpg,4372,1166,
27440,75926,1,Jurassic World,Fallen Kingdom,2018,Pteranodon Chase,2,126,19.99,https://images.brickset.com/sets/images/75926-1.jpg,2800,689,
28078,30547,1,Ninjago,Hunted,2018,Dragon Hunter,1,61,,https://images.brickset.com/sets/images/30547-1.jpg,1354,362,
28068,30360,1,City,Arctic,2018,Arctic Ice Saw,1,43,,https://images.brickset.com/sets/images/30360-1.jpg,1989,544,
27454,10401,1,Classic,Building Bigger Thinking,2018,Rainbow Fun,,85,4.99,https://images.brickset.com/sets/images/10401-1.jpg,2695,252,
27450,75202,1,Star Wars,The Last Jedi,2018,Defense of Crait,5,746,84.99,https://images.brickset.com/sets/images/75202-1.jpg,3305,1661,
27468,31075,1,Creator,,2018,Outback Adventures,1,225,19.99,https://images.brickset.com/sets/images/31075-1.jpg,1666,855,
27464,31076,1,Creator,,2018,Daredevil Stunt Plane,1,200,19.99,https://images.brickset.com/sets/images/31076-1.jpg,1988,721,
27494,75195,1,Star Wars,MicroFighters,2018,Ski Speeder vs. First Order Walker Microfighters,2,216,19.99,https://images.brickset.com/sets/images/75195-1.jpg,5100,1060,
27305,76096,1,DC Comics Super Heroes,Justice League,2018,Superman & Krypto Team-Up,2,199,19.99,https://images.brickset.com/sets/images/76096-1.jpg,2591,880,
27424,70641,1,Ninjago,Sons of Garmadon,2018,Ninja Nightcrawler,3,552,39.99,https://images.brickset.com/sets/images/70641-1.jpg,1446,504,
27307,76098,1,DC Comics Super Heroes,Justice League,2018,Speed Force Freeze Pursuit,4,271,29.99,https://images.brickset.com/sets/images/76098-1.jpg,2309,1004,
27690,41601,1,BrickHeadz,DC Comics Super Heroes,2018,Cyborg,,108,9.99,https://images.brickset.com/sets/images/41601-1.jpg,3036,502,
27679,30531,1,Ninjago,Sons of Garmadon,2018,Sons of Garmadon,1,33,,https://images.brickset.com/sets/images/30531-1.jpg,1874,298,
27600,41191,1,Elves,,2018,Naida & The Water Turtle Ambush,2,205,19.99,https://images.brickset.com/sets/images/41191-1.jpg,1364,299,
27847,60191,1,City,Arctic,2018,Arctic Exploration Team,3,70,9.99,https://images.brickset.com/sets/images/60191-1.jpg,4216,702,
27835,30359,1,City,Mountain Police,2018,Police Water Plane,1,48,,https://images.brickset.com/sets/images/30359-1.jpg,1665,354,
27759,40270,1,BrickHeadz,Seasonal,2018,Valentine's Bee,,140,9.99,https://images.brickset.com/sets/images/40270-1.jpg,4915,460,
27907,21042,1,Architecture,Landmark Series,2018,Statue of Liberty,,1685,119.99,https://images.brickset.com/sets/images/21042-1.jpg,4315,2076,
28008,75931,1,Jurassic World,Fallen Kingdom,2018,Dilophosaurus Outpost Attack,3,289,39.99,https://images.brickset.com/sets/images/75931-1.jpg,1883,904,
27447,75197,1,Star Wars,The Last Jedi,2018,First Order Specialists Battle Pack,4,108,14.99,https://images.brickset.com/sets/images/75197-1.jpg,6677,1393,
27449,75201,1,Star Wars,The Last Jedi,2018,First Order AT-ST,4,370,39.99,https://images.brickset.com/sets/images/75201-1.jpg,2953,1234,
27491,75194,1,Star Wars,Microfighters,2018,First Order TIE Fighter Microfighter,1,91,9.99,https://images.brickset.com/sets/images/75194-1.jpg,5823,930,
27514,76099,1,Marvel Super Heroes,Black Panther,2018,Rhino Face-Off by the Mine,3,229,19.99,https://images.brickset.com/sets/images/76099-1.jpg,4379,897,
27692,42075,1,Technic,,2018,First Responder,,513,49.99,https://images.brickset.com/sets/images/42075-1.jpg,1751,441,
27781,70654,1,Ninjago,Hunted,2018,Dieselnaut,7,1179,109.99,https://images.brickset.com/sets/images/70654-1.jpg,1180,701,
28237,30498,1,Star Wars,Solo,2018,Imperial AT-Hauler,,49,,https://images.brickset.com/sets/images/30498-1.jpg,1513,504,
28341,75987,1,Overwatch,Miscellaneous,2018,Omnic Bastion,,182,25,https://images.brickset.com/sets/images/75987-1.jpg,833,450,
28163,30617,1,DC Comics Super Heroes,Justice League,2018,Green Lantern Jessica Cruz,1,4,,https://images.brickset.com/sets/images/30617-1.jpg,1194,793,
28154,71022,23,Collectable Minifigures,Wizarding World,2018,LEGO Minifigures - Harry Potter and Fantastic Beasts Series 1 - Complete,22,189,,https://images.brickset.com/sets/images/71022-23.jpg,2581,496,
28197,71022,5,Collectable Minifigures,Wizarding World,2018,Luna Lovegood,1,10,,https://images.brickset.com/sets/images/71022-5.jpg,4100,554,
28118,40313,1,Xtra,,2018,Bicycles,,21,3.99,https://images.brickset.com/sets/images/40313-1.jpg,2402,603,
28121,40311,1,Xtra,,2018,Traffic Lights,,46,3.99,https://images.brickset.com/sets/images/40311-1.jpg,2668,674,
28128,21047,1,Architecture,Skylines,2018,Las Vegas,,501,39.99,https://images.brickset.com/sets/images/21047-1.jpg,3115,1005,
28059,41775,10,Unikitty,Blind bags series 1,2018,Sleepy Unikitty,1,15,3.99,https://images.brickset.com/sets/images/41775-10.jpg,1179,216,
28092,75221,1,Star Wars,Episode IV,2018,Imperial Landing Craft,5,636,89.99,https://images.brickset.com/sets/images/75221-1.jpg,2188,2147,
28529,951810,1,City,Magazine Gift,2018,Arctic Explorer with Snowmobile,1,,,https://images.brickset.com/sets/images/CITY951810-1.jpg,563,176,
27772,40307,1,Disney,Miscellaneous,2018,Castle Interior Kit,,115,9.99,https://images.brickset.com/sets/images/40307-1.jpg,837,354,
27749,40235,1,Seasonal,Chinese New Year,2018,Year of the Dog,,156,,https://images.brickset.com/sets/images/40235-1.jpg,2291,515,
27696,60184,1,City,Mining,2018,Mining Team,4,82,9.99,https://images.brickset.com/sets/images/60184-1.jpg,3488,641,
27707,10867,1,Duplo,,2018,Farmers' Market,3,26,19.99,https://images.brickset.com/sets/images/10867-1.jpg,245,63,
27734,75886,1,Speed Champions,Ferrari,2018,Ferrari 488 GT3 Scuderia Corsa,1,179,14.99,https://images.brickset.com/sets/images/75886-1.jpg,5240,846,
27716,41335,1,Friends,,2018,Mia's Tree House,2,351,29.99,https://images.brickset.com/sets/images/41335-1.jpg,1655,312,
27798,75219,1,Star Wars,Solo,2018,Imperial AT-Hauler,5,829,99.99,https://images.brickset.com/sets/images/75219-1.jpg,2960,1427,
27799,75220,1,Star Wars,Episode IV,2018,Sandcrawler,6,1239,139.99,https://images.brickset.com/sets/images/75220-1.jpg,2713,1907,
27815,31083,1,Creator,,2018,Cruising Adventures,3,597,59.99,https://images.brickset.com/sets/images/31083-1.jpg,1778,1009,
27786,41615,1,BrickHeadz,Wizarding World,2018,Harry Potter & Hedwig,,180,14.99,https://images.brickset.com/sets/images/41615-1.jpg,4204,1028,
27791,41625,1,BrickHeadz,Disney,2018,Minnie Mouse,,129,9.99,https://images.brickset.com/sets/images/41625-1.jpg,2713,1097,
27778,70650,1,Ninjago,Hunted,2018,Destiny's Wing,2,181,19.99,https://images.brickset.com/sets/images/70650-1.jpg,1289,369,
27848,60192,1,City,Arctic,2018,Arctic Ice Crawler,1,200,24.99,https://images.brickset.com/sets/images/60192-1.jpg,2271,703,
27831,76105,1,Marvel Super Heroes,Avengers: Age of Ultron,2018,The Hulkbuster: Ultron Edition,1,1363,119.99,https://images.brickset.com/sets/images/76105-1.jpg,4253,1981,
27852,60198,1,City,Trains,2018,Cargo Train,6,1226,229.99,https://images.brickset.com/sets/images/60198-1.jpg,2591,1971,
27873,40272,1,BrickHeadz,Seasonal,2018,Halloween Witch,,151,9.99,https://images.brickset.com/sets/images/40272-1.jpg,3247,590,
27864,5005230,1,Ninjago,Sons of Garmadon,2018,Zane's Kendo Training Pod,1,25,,https://images.brickset.com/sets/images/5005230-1.jpg,2080,370,
27989,891834,1,Ninjago,Magazine Gift,2018,Spinjitzu Lloyd,1,8,,https://images.brickset.com/sets/images/NIN891834-1.jpg,663,122,
27973,71021,15,Collectable Minifigures,Series 18,2018,Cowboy Costume Guy,1,5,3.99,https://images.brickset.com/sets/images/71021-15.jpg,5105,637,
27967,71021,9,Collectable Minifigures,Series 18,2018,Spider Suit Boy,1,6,3.99,https://images.brickset.com/sets/images/71021-9.jpg,4786,466,
28047,70658,1,Ninjago,Hunted,2018,Oni Titan,4,522,49.99,https://images.brickset.com/sets/images/70658-1.jpg,828,725,
28018,40188,1,Miscellaneous,Desk Accessory,2018,Pencil Pot,1,187,12.99,https://images.brickset.com/sets/images/40188-1.jpg,1338,436,
27902,4000030,1,Classic,,2018,Truck,,44,,https://images.brickset.com/sets/images/4000030-1.jpg,303,367,
27895,42083,1,Technic,,2018,Bugatti Chiron,,3599,349.99,https://images.brickset.com/sets/images/42083-1.jpg,4282,2369,
27928,10882,1,Duplo,Trains,2018,Train Tracks,,23,19.99,https://images.brickset.com/sets/images/10882-1.jpg,390,103,
27694,60176,1,City,Mountain Police,2018,Wild River Escape,2,126,19.99,https://images.brickset.com/sets/images/60176-1.jpg,2218,636,
27646,71020,12,Collectable Minifigures,The LEGO Batman Movie series 2,2018,Killer Moth,1,6,3.99,https://images.brickset.com/sets/images/71020-12.jpg,3611,508,
27511,21142,1,Minecraft,Minifig-scale,2018,The Polar Igloo,2,278,29.99,https://images.brickset.com/sets/images/21142-1.jpg,835,395,
27601,41190,1,Elves,,2018,Emily Jones & The Eagle Getaway,2,149,14.99,https://images.brickset.com/sets/images/41190-1.jpg,1278,287,
27480,41602,1,BrickHeadz,Star Wars,2018,Rey,,119,9.99,https://images.brickset.com/sets/images/41602-1.jpg,4146,506,
27483,41609,1,BrickHeadz,Star Wars,2018,Chewbacca,,149,9.99,https://images.brickset.com/sets/images/41609-1.jpg,4489,760,
27463,31081,1,Creator,Modular,2018,Modular Skate House,2,422,39.99,https://images.brickset.com/sets/images/31081-1.jpg,2152,1239,
27460,31079,1,Creator,,2018,Sunshine Surfer Van,2,379,34.99,https://images.brickset.com/sets/images/31079-1.jpg,4531,1481,
27476,72004,1,Nexo Knights,Season 5,2018,Tech Wizard Showdown,3,506,39.99,https://images.brickset.com/sets/images/72004-1.jpg,872,426,
27452,10760,1,Juniors,Incredibles 2,2018,Underminer's Bank Heist,3,149,24.99,https://images.brickset.com/sets/images/10760-1.jpg,1286,456,
27453,10761,1,Juniors,Incredibles 2,2018,The Great Home Escape,4,178,29.99,https://images.brickset.com/sets/images/10761-1.jpg,1335,492,
27404,76091,1,Marvel Super Heroes,Mighty Micros,2018,Mighty Micros: Thor vs. Loki,2,79,9.99,https://images.brickset.com/sets/images/76091-1.jpg,2154,594,
27414,41599,1,BrickHeadz,DC Comics Super Heroes,2018,Wonder Woman,,143,9.99,https://images.brickset.com/sets/images/41599-1.jpg,3986,562,
27451,10759,1,Juniors,Incredibles 2,2018,Elastigirl's Rooftop Pursuit,2,95,19.99,https://images.brickset.com/sets/images/10759-1.jpg,1113,407,
27432,70919,1,The LEGO Batman Movie,,2018,The Justice League Anniversary Party,4,267,29.99,https://images.brickset.com/sets/images/70919-1.jpg,3319,1169,
27500,75210,1,Star Wars,Solo,2018,Moloch's Landspeeder,2,464,39.99,https://images.brickset.com/sets/images/75210-1.jpg,4276,1225,
27507,21138,1,Minecraft,Minifig-scale,2018,The Melon Farm,3,69,14.99,https://images.brickset.com/sets/images/21138-1.jpg,1262,476,
27676,30405,1,Friends,,2018,Stephanie's Hockey Practice,1,35,,https://images.brickset.com/sets/images/30405-1.jpg,776,196,
27924,10872,1,Duplo,Trains,2018,Train Bridge and Tracks,1,26,24.99,https://images.brickset.com/sets/images/10872-1.jpg,420,101,
28050,41775,12,Unikitty,Blind bags series 1,2018,Dessert Puppycorn,1,15,3.99,https://images.brickset.com/sets/images/41775-12.jpg,1109,199,
27769,853759,1,Ninjago,Sons of Garmadon,2018,Cole's Kendo Training Pod,1,28,8.99,https://images.brickset.com/sets/images/853759-1.jpg,900,319,
28252,121802,1,Jurassic World,Magazine Gift,2018,Owen and lookout post,1,,,https://images.brickset.com/sets/images/JW121802-1.jpg,713,221,
27502,75212,1,Star Wars,Solo,2018,Kessel Run Millennium Falcon,7,1414,169.99,https://images.brickset.com/sets/images/75212-1.jpg,4658,2176,
27399,75206,1,Star Wars,Episode II,2018,Jedi and Clone Troopers Battle Pack,4,102,14.99,https://images.brickset.com/sets/images/75206-1.jpg,7446,1499,
27522,60178,1,City,Great Vehicles,2018,Speed Record Car,1,78,9.99,https://images.brickset.com/sets/images/60178-1.jpg,2391,488,
27851,60197,1,City,Trains,2018,Passenger Train,4,677,159.99,https://images.brickset.com/sets/images/60197-1.jpg,3414,1938,
28235,853744,1,DC Comics Super Heroes,,2018,Knightmare Batman Accessory Set ,3,46,12.99,https://images.brickset.com/sets/images/853744-1.jpg,2046,589,
28119,40312,1,Xtra,,2018,Streetlamps,,34,3.99,https://images.brickset.com/sets/images/40312-1.jpg,3162,719,
27169,41328,1,Friends,,2018,Stephanie's Bedroom,1,95,9.99,https://images.brickset.com/sets/images/41328-1.jpg,940,229,
27837,30532,1,Ninjago,Sons of Garmadon,2018,Turbo,1,61,,https://images.brickset.com/sets/images/30532-1.jpg,1271,274,
27875,40274,1,BrickHeadz,Seasonal,2018,Mr. & Mrs. Claus,,341,19.99,https://images.brickset.com/sets/images/40274-1.jpg,5141,821,
27770,40298,1,Star Wars,The Last Jedi,2018,DJ,1,22,,https://images.brickset.com/sets/images/40298-1.jpg,4850,1117,
27775,70647,1,Ninjago,Dragon Masters,2018,Kai - Dragon Master,1,92,14.99,https://images.brickset.com/sets/images/70647-1.jpg,514,194,
27776,70648,1,Ninjago,Dragon Masters,2018,Zane - Dragon Master,1,92,14.99,https://images.brickset.com/sets/images/70648-1.jpg,459,190,
27735,75889,1,Speed Champions,Ferrari,2018,Ferrari Ultimate Garage,7,841,99.99,https://images.brickset.com/sets/images/75889-1.jpg,2304,1377,
27702,10876,1,Duplo,Spider-Man,2018,Spider-Man & Hulk Adventures,3,38,29.99,https://images.brickset.com/sets/images/10876-1.jpg,221,65,
27699,60188,1,City,Mining,2018,Mining Experts Site,6,883,99.99,https://images.brickset.com/sets/images/60188-1.jpg,1412,938,
28055,41775,9,Unikitty,Blind bags series 1,2018,Alien Puppycorn,1,14,3.99,https://images.brickset.com/sets/images/41775-9.jpg,1094,188,
28058,41775,3,Unikitty,Blind bags series 1,2018,Shades Puppycorn,1,14,3.99,https://images.brickset.com/sets/images/41775-3.jpg,1141,177,
28024,30615,1,Juniors,Incredibles 2,2018,Edna Mode,1,4,,https://images.brickset.com/sets/images/30615-1.jpg,934,638,
28031,40288,1,Star Wars,Promotional,2018,BB-8,,48,,https://images.brickset.com/sets/images/40288-1.jpg,5288,1153,
27665,10713,1,Classic,,2018,Creative Suitcase,,213,19.99,https://images.brickset.com/sets/images/10713-1.jpg,845,180,
27673,30358,1,City,Traffic,2018,Dragster,1,40,,https://images.brickset.com/sets/images/30358-1.jpg,2714,380,
27674,30403,1,Friends,,2018,Olivia's Remote Control Boat,1,25,,https://images.brickset.com/sets/images/30403-1.jpg,1114,195,
27678,30530,1,Ninjago,Sons of Garmadon,2018,WU-CRU Target Training,2,46,,https://images.brickset.com/sets/images/30530-1.jpg,1264,441,
27682,30552,1,Disney,The Little Mermaid,2018,Ariel's Underwater Symphony,1,51,,https://images.brickset.com/sets/images/30552-1.jpg,1016,383,
27392,75534,1,Star Wars,Buildable Figures,2018,Darth Vader,,168,39.99,https://images.brickset.com/sets/images/75534-1.jpg,2621,1195,
27417,70636,1,Ninjago,Spinjitzu Masters,2018,Zane - Spinjitzu Master,1,69,9.99,https://images.brickset.com/sets/images/70636-1.jpg,790,193,
27407,41605,1,BrickHeadz,Marvel Super Heroes,2018,Thanos,,105,9.99,https://images.brickset.com/sets/images/41605-1.jpg,3519,707,
28065,31078,1,Creator,,2018,Tree House Treasures ,2,260,29.99,https://images.brickset.com/sets/images/31078-1.jpg,2039,1109,
28291,5005255,1,Jurassic World,Promotional,2018,Jurassic World Minifigure Collection,3,18,,https://images.brickset.com/sets/images/5005255-1.jpg,1693,741,
28210,71022,12,Collectable Minifigures,Wizarding World,2018,Cedric Diggory,1,8,,https://images.brickset.com/sets/images/71022-12.jpg,4570,371,
27465,31071,1,Creator,,2018,Drone Explorer,,109,9.99,https://images.brickset.com/sets/images/31071-1.jpg,2381,429,
27516,60170,1,City,Mountain Police,2018,Off-Road Chase,2,37,6.99,https://images.brickset.com/sets/images/60170-1.jpg,3205,490,
27510,21141,1,Minecraft,Minifig-scale,2018,The Zombie Cave,3,241,19.99,https://images.brickset.com/sets/images/21141-1.jpg,1373,371,
27525,41336,1,Friends,,2018,Emma's Art Café,2,378,32.99,https://images.brickset.com/sets/images/41336-1.jpg,854,334,
27526,41338,1,Friends,,2018,Stephanie's Sports Arena,2,460,44.99,https://images.brickset.com/sets/images/41338-1.jpg,399,265,
27527,41339,1,Friends,Summer,2018,Mia's Camper Van,2,488,54.99,https://images.brickset.com/sets/images/41339-1.jpg,1324,544,
27528,42073,1,Technic,,2018,BASH!,,139,19.99,https://images.brickset.com/sets/images/42073-1.jpg,1835,290,
27521,60175,1,City,Mountain Police,2018,Mountain River Heist,4,387,49.99,https://images.brickset.com/sets/images/60175-1.jpg,613,808,
27518,60172,1,City,Mountain Police,2018,Dirt Road Pursuit,3,297,39.99,https://images.brickset.com/sets/images/60172-1.jpg,1549,576,
27530,42072,1,Technic,,2018,WHACK!,,135,19.99,https://images.brickset.com/sets/images/42072-1.jpg,1740,285,
27602,41194,1,Elves,,2018,Noctura's Tower & the Earth Fox Rescue ,4,646,59.99,https://images.brickset.com/sets/images/41194-1.jpg,966,384,
27607,60181,1,City,Great Vehicles,2018,Forest Tractor,1,174,19.99,https://images.brickset.com/sets/images/60181-1.jpg,5457,1042,
27598,41192,1,Elves,,2018,Azari & The Fire Lion Capture,3,360,29.99,https://images.brickset.com/sets/images/41192-1.jpg,1051,303,
27683,30326,6,Duplo,,2018,Farm - Chicken,,4,,https://images.brickset.com/sets/images/30326-1.jpg,40,35,
27684,30326,2,Duplo,,2018,Farm - Girl,,4,,https://images.brickset.com/sets/images/30326-1.jpg,35,26,
27685,30326,3,Duplo,,2018,Farm - Goat,,4,,https://images.brickset.com/sets/images/30326-1.jpg,45,36,
27686,30326,4,Duplo,,2018,Farm - Boy,,4,,https://images.brickset.com/sets/images/30326-1.jpg,39,24,
27687,30326,5,Duplo,,2018,Farm - Calf,,4,,https://images.brickset.com/sets/images/30326-1.jpg,41,30,
27689,41600,1,BrickHeadz,DC Comics Super Heroes,2018,Aquaman,,135,9.99,https://images.brickset.com/sets/images/41600-1.jpg,3507,490,
27680,30540,1,Creator,,2018,Yellow Flyer,,43,,https://images.brickset.com/sets/images/30540-1.jpg,585,357,
27670,30339,1,Juniors,City,2018,Traffic Light Patrol,1,30,,https://images.brickset.com/sets/images/30339-1.jpg,839,155,
27641,71020,7,Collectable Minifigures,The LEGO Batman Movie series 2,2018,Tropical Joker,1,8,3.99,https://images.brickset.com/sets/images/71020-7.jpg,4116,691,
27642,71020,8,Collectable Minifigures,The LEGO Batman Movie series 2,2018,Vacation Robin,1,7,3.99,https://images.brickset.com/sets/images/71020-8.jpg,3595,580,
27643,71020,9,Collectable Minifigures,The LEGO Batman Movie series 2,2018,Vacation Batgirl,1,7,3.99,https://images.brickset.com/sets/images/71020-9.jpg,3532,484,
27644,71020,10,Collectable Minifigures,The LEGO Batman Movie series 2,2018,Vacation Alfred,1,7,3.99,https://images.brickset.com/sets/images/71020-10.jpg,3527,505,
27627,10748,1,Juniors,Friends,2018,Emma's Pet Party,1,67,9.99,https://images.brickset.com/sets/images/10748-1.jpg,438,115,
27628,10749,1,Juniors,Friends,2018,Mia's Organic Food Market,1,115,19.99,https://images.brickset.com/sets/images/10749-1.jpg,352,143,
27629,10750,1,Juniors,City,2018,Road Repair Truck,1,73,9.99,https://images.brickset.com/sets/images/10750-1.jpg,1113,272,
27636,71020,2,Collectable Minifigures,The LEGO Batman Movie series 2,2018,Friends are Family Alfred,1,7,3.99,https://images.brickset.com/sets/images/71020-2.jpg,3483,557,
27637,71020,3,Collectable Minifigures,The LEGO Batman Movie series 2,2018,Clock King,1,6,3.99,https://images.brickset.com/sets/images/71020-3.jpg,3919,558,
27638,71020,4,Collectable Minifigures,The LEGO Batman Movie series 2,2018,Professor Hugo Strange,1,6,3.99,https://images.brickset.com/sets/images/71020-4.jpg,3651,655,
27639,71020,5,Collectable Minifigures,The LEGO Batman Movie series 2,2018,Mermaid Batman,1,5,3.99,https://images.brickset.com/sets/images/71020-5.jpg,3639,555,
27633,71020,21,Collectable Minifigures,The LEGO Batman Movie series 2,2018,LEGO Minifigures - The LEGO Batman Movie Series 2 - Complete,20,131,,https://images.brickset.com/sets/images/71020-21.jpg,2187,399,
27647,71020,13,Collectable Minifigures,The LEGO Batman Movie series 2,2018,Wonder Twin (Jayna),1,7,3.99,https://images.brickset.com/sets/images/71020-13.jpg,3586,569,
27648,71020,14,Collectable Minifigures,The LEGO Batman Movie series 2,2018,Wonder Twin (Zan),1,8,3.99,https://images.brickset.com/sets/images/71020-14.jpg,3549,524,
27649,71020,15,Collectable Minifigures,The LEGO Batman Movie series 2,2018,Apache Chief,1,5,3.99,https://images.brickset.com/sets/images/71020-15.jpg,3591,568,
27650,71020,16,Collectable Minifigures,The LEGO Batman Movie series 2,2018,Jor-El,1,7,3.99,https://images.brickset.com/sets/images/71020-16.jpg,4184,660,
27651,71020,17,Collectable Minifigures,The LEGO Batman Movie series 2,2018,General Zod,1,5,3.99,https://images.brickset.com/sets/images/71020-17.jpg,3628,623,
27652,71020,18,Collectable Minifigures,The LEGO Batman Movie series 2,2018,Doctor Phosphorus,1,5,3.99,https://images.brickset.com/sets/images/71020-18.jpg,3719,646,
27653,71020,19,Collectable Minifigures,The LEGO Batman Movie series 2,2018,Black Canary,1,8,3.99,https://images.brickset.com/sets/images/71020-19.jpg,3867,675,
27654,71020,20,Collectable Minifigures,The LEGO Batman Movie series 2,2018,Black Vulcan,1,6,3.99,https://images.brickset.com/sets/images/71020-20.jpg,3585,577,
27659,41151,1,Disney,Miscellaneous,2018,Mulan's Training Day,1,104,14.99,https://images.brickset.com/sets/images/41151-1.jpg,1268,310,
27660,41152,1,Disney,Sleeping Beauty,2018,Sleeping Beauty's Fairytale Castle,3,322,39.99,https://images.brickset.com/sets/images/41152-1.jpg,847,387,
27661,41153,1,Disney,The Little Mermaid,2018,Ariel's Royal Celebration Boat,2,380,49.99,https://images.brickset.com/sets/images/41153-1.jpg,811,371,
27662,41154,1,Disney,Cinderella,2018,Cinderella's Dream Castle,2,585,69.99,https://images.brickset.com/sets/images/41154-1.jpg,774,435,
27663,41155,1,Disney,Frozen,2018,Elsa's Market Adventure,2,125,19.99,https://images.brickset.com/sets/images/41155-1.jpg,870,276,
27461,31080,1,Creator,Modular,2018,Modular Winter Vacation,2,374,34.99,https://images.brickset.com/sets/images/31080-1.jpg,2040,1148,
27477,72005,1,Nexo Knights,Season 5,2018,Aaron's X-bow,4,569,49.99,https://images.brickset.com/sets/images/72005-1.jpg,581,305,
27478,72006,1,Nexo Knights,Season 5,2018,Axl's Rolling Arsenal,4,604,59.99,https://images.brickset.com/sets/images/72006-1.jpg,509,385,
27469,10879,1,Duplo,Jurassic World: Fallen Kingdom,2018,Gentle Giants Petting Zoo,1,24,19.99,https://images.brickset.com/sets/images/10879-1.jpg,539,147,
27470,10880,1,Duplo,Jurassic World: Fallen Kingdom,2018,T. rex Tower,1,22,29.99,https://images.brickset.com/sets/images/10880-1.jpg,399,137,
27471,10756,1,Juniors,Jurassic World: Fallen Kingdom,2018,Pteranodon Escape,2,84,19.99,https://images.brickset.com/sets/images/10756-1.jpg,1101,347,
27472,10757,1,Juniors,Jurassic World: Fallen Kingdom,2018,Raptor Rescue Truck,2,85,24.99,https://images.brickset.com/sets/images/10757-1.jpg,1391,433,
27473,10758,1,Juniors,Jurassic World: Fallen Kingdom,2018,T. Rex Breakout,3,150,49.99,https://images.brickset.com/sets/images/10758-1.jpg,1583,561,
27474,72001,1,Nexo Knights,Season 5,2018,Lance's Hover Jouster,3,217,19.99,https://images.brickset.com/sets/images/72001-1.jpg,707,289,
27481,41603,1,BrickHeadz,Star Wars,2018,Kylo Ren,,130,9.99,https://images.brickset.com/sets/images/41603-1.jpg,4280,522,
27482,41608,1,BrickHeadz,Star Wars,2018,Han Solo,,141,9.99,https://images.brickset.com/sets/images/41608-1.jpg,4574,626,
27467,31074,1,Creator,,2018,Rocket Rally Car,,241,19.99,https://images.brickset.com/sets/images/31074-1.jpg,1343,384,
27445,21038,1,Architecture,Skylines,2018,Las Vegas,,487,39.99,https://images.brickset.com/sets/images/21038-1.jpg,363,1171,
27456,10403,1,Classic,Building Bigger Thinking,2018,World Fun,2,295,19.99,https://images.brickset.com/sets/images/10403-1.jpg,1718,348,
27418,70637,1,Ninjago,Spinjitzu Masters,2018,Cole - Spinjitzu Master,1,73,9.99,https://images.brickset.com/sets/images/70637-1.jpg,731,177,
27419,70633,1,Ninjago,Spinjitzu Masters,2018,Kai - Spinjitzu Master,1,61,9.99,https://images.brickset.com/sets/images/70633-1.jpg,985,180,
27420,10755,1,Juniors,Ninjago,2018,Zane's Ninja Boat Pursuit,2,131,19.99,https://images.brickset.com/sets/images/10755-1.jpg,542,169,
27422,10753,1,Juniors,DC Comics Super Heroes,2018,The Joker Batcave Attack,3,151,24.99,https://images.brickset.com/sets/images/10753-1.jpg,710,285,
27405,76089,1,Marvel Super Heroes,Mighty Micros,2018,Mighty Micros: Scarlet Spider vs. Sandman,2,89,9.99,https://images.brickset.com/sets/images/76089-1.jpg,1750,542,
27406,41604,1,BrickHeadz,Marvel Super Heroes,2018,Iron Man MK50,,101,9.99,https://images.brickset.com/sets/images/41604-1.jpg,3197,737,
