SetID,Number,Variant,Theme,Subtheme,Year,Name,Minifigs,Pieces,USPrice,ImageURL,OwnedBy,WantedBy,Rating
28911,71023,14,Collectable Minifigures,The LEGO Movie 2: The Second Part,2019,Vest Friend Rex,1,6,3.99,https://images.brickset.com/sets/images/71023-9.jpg,4052,485,
28941,10768,1,Toy Story,Toy Story 4,2019,Buzz and Bo Peep's Playground Adventure,3,139,24.99,https://images.brickset.com/sets/images/10768-1.jpg,808,413,
28945,30533,1,Ninjago,Legacy,2019,Sam-X,,56,,https://images.brickset.com/sets/images/30533-1.jpg,738,212,
28946,30363,1,City,,2019,Race Boat,1,34,,https://images.brickset.com/sets/images/30363-1.jpg,1322,385,
28952,30573,1,Creator,Seasonal,2019,Santa,,67,,https://images.brickset.com/sets/images/30573-1.jpg,1791,387,
28973,853874,1,The Lego Movie 2: The Second Part,Miscellaneous,2019,Emmet Pod,1,27,8.99,https://images.brickset.com/sets/images/853874-1.jpg,712,343,
29252,40333,1,Star Wars,Promotional,2019,Battle of Hoth - 20th Anniversary Edition,,195,,https://images.brickset.com/sets/images/40333-1.jpg,5136,1104,
29212,951904,1,City,Magazine Gift,2019,Police Officer with Jetpack,1,,,https://images.brickset.com/sets/images/951904-1.jpg,310,137,
29290,60229,1,City,Space,2019, Rocket Assembly &Transport,8,1055,149.99,https://images.brickset.com/sets/images/60229-1.jpg,728,1510,
29336,21153,1,Minecraft,Minifig-scale,2019,The Wool Farm,1,260,19.99,https://images.brickset.com/sets/images/21153-1.jpg,402,229,
29334,30410,1,Friends,,2019,Mia's Water Fun,1,,,https://images.brickset.com/sets/images/30410-1.jpg,430,124,
29385,911949,1,Star Wars,Magazine Gift,2019,Millennium Falcon,,32,,https://images.brickset.com/sets/images/911949-1.jpg,713,235,
29497,951907,1,City,Magazine Gift,2019,Police Buggy,1,,,https://images.brickset.com/sets/images/951907-1.jpg,339,89,
29568,951908,1,City,Magazine Gift,2019,Astronaut,2,,,https://images.brickset.com/sets/images/951908-1.jpg,458,211,
29546,911950,1,Star Wars,Magazine Gift,2019,B-Wing,,52,,https://images.brickset.com/sets/images/911950-1.jpg,524,266,
29508,71025,2,Collectable Minifigures,Series 19,2019,Shower Guy,1,8,3.99,https://images.brickset.com/sets/images/71025-2.jpg,2704,601,
29603,951909,1,City,Magazine Gift,2019,Pizza Delivery Biker,1,,,https://images.brickset.com/sets/images/951909-1.jpg,427,145,
29619,911952,1,Star Wars,Magazine Gift,2019,Jedi Interceptor,,30,,https://images.brickset.com/sets/images/911952-1.jpg,495,196,
29596,75232,1,BrickHeadz,Star Wars,2019,Kylo Ren & Sith Trooper,,240,19.99,https://images.brickset.com/sets/images/75232-1.jpg,1748,467,
29572,40352,1,BrickHeadz,Seasonal,2019,Thanksgiving Scarecrow,,177,9.99,https://images.brickset.com/sets/images/40352-1.jpg,1728,503,
29812,111904,2,Ninjago,Magazine Gift,2019,Jay vs. Lasha,2,,,https://images.brickset.com/sets/images/111904-2.jpg,77,49,
29651,40434,1,Creator,Seasonal,2019,Reindeer,,77,,https://images.brickset.com/sets/images/40434-1.jpg,1607,176,
29666,791902,1,Hidden Side,Magazine Gift,2019,Possessed Pizza Delivery Man,1,,,https://images.brickset.com/sets/images/791902-1.jpg,452,190,
29741,911954,1,Star Wars,Magazine Gift,2019,Kylo Ren's TIE Silencer,,33,,https://images.brickset.com/sets/images/911954-1.jpg,336,207,
28947,30572,1,Creator,,2019,Race Car,,68,,https://images.brickset.com/sets/images/30572-1.jpg,1247,141,
28912,71023,16,Collectable Minifigures,The LEGO Movie 2: The Second Part,2019,Dorothy Gale & Toto,1,7,3.99,https://images.brickset.com/sets/images/71023-10.jpg,4799,697,
28597,30340,1,The Lego Movie 2: The Second Part,,2019,Emmet's 'Piece' Offering,1,44,,https://images.brickset.com/sets/images/30340-1.jpg,3657,457,
29123,70423,1,Hidden Side,,2019,Paranormal Intercept Bus 3000,5,689,59.99,https://images.brickset.com/sets/images/70423-1.jpg,1915,1235,
28148,76117,1,DC Comics Super Heroes,Batman,2019,Batman Mech vs. Poison Ivy Mech ,4,375,39.99,https://images.brickset.com/sets/images/76117-1.jpg,1277,950,
28430,60212,1,City,Fire,2019,Barbecue Burn Out,2,64,9.99,https://images.brickset.com/sets/images/60212-1.jpg,1241,328,
28363,76114,1,Marvel Super Heroes,Spider-Man,2019,Spider-Man's Spider Crawler ,4,418,39.99,https://images.brickset.com/sets/images/76114-1.jpg,1930,992,
28340,76113,1,Marvel Super Heroes,Spider-Man,2019,Spider-Man Bike Rescue,3,235,19.99,https://images.brickset.com/sets/images/76113-1.jpg,2046,928,
29034,42099,1,Technic,,2019,4x4 X-Treme Off-Roader,,958,249.99,https://images.brickset.com/sets/images/42099-1.jpg,1147,1330,
28601,30527,1,The Lego Movie 2: The Second Part,,2019,Lucy vs. Alien Invader,1,44,,https://images.brickset.com/sets/images/30527-1.jpg,2366,550,
28435,42092,1,Technic,,2019,Rescue Helicopter,,325,39.99,https://images.brickset.com/sets/images/42092-1.jpg,800,347,
27929,40186,1,Seasonal,Chinese New Year,2019,Year of the Pig,,152,,https://images.brickset.com/sets/images/40186-1.jpg,2286,482,
28441,70824,1,The Lego Movie 2: The Second Part,,2019,Introducing Queen Watevra Wa'Nabi,4,115,19.99,https://images.brickset.com/sets/images/70824-1.jpg,3209,529,
28410,75247,1,Star Wars,4 Plus,2019,Rebel A-wing Starfighter,2,62,14.99,https://images.brickset.com/sets/images/75247-1.jpg,1551,733,
28451,70821,1,The Lego Movie 2: The Second Part,,2019,Emmet and Benny's 'Build and Fix' Workshop!,2,117,19.99,https://images.brickset.com/sets/images/70821-1.jpg,2371,631,
28371,75971,1,Overwatch,,2019,Hanzo vs. Genji,3,197,19.99,https://images.brickset.com/sets/images/75971-1.jpg,1855,644,
28474,60209,1,City,Sky Police,2019,Diamond Heist,4,400,59.99,https://images.brickset.com/sets/images/60209-1.jpg,694,582,
28490,41356,1,Friends,,2019,Stephanie's Heart Box,1,85,7.99,https://images.brickset.com/sets/images/41356-1.jpg,584,121,
28541,30535,1,Ninjago,Legacy,2019,Fire Flight,1,54,,https://images.brickset.com/sets/images/30535-1.jpg,694,347,
29033,42097,1,Technic,,2019,Compact Crawler Crane,,920,99.99,https://images.brickset.com/sets/images/42097-1.jpg,674,747,
29131,75937,1,Jurassic World,Legend of Isla Nublar,2019,Triceratops Rampage,4,447,59.99,https://images.brickset.com/sets/images/75937-1.jpg,899,1166,
29064,60235,1,City,Seasonal,2019,City Advent Calendar,8,234,29.99,https://images.brickset.com/sets/images/60235-1.jpg,2103,372,
29102,10771,1,Toy Story,Toy Story 4,2019,Carnival Thrill Coaster,2,98,19.99,https://images.brickset.com/sets/images/10771-1.jpg,1063,466,
29271,41385,1,Friends,,2019,Emma's Summer Heart Box,1,86,7.99,https://images.brickset.com/sets/images/41385-1.jpg,321,93,
29356,75256,1,Star Wars,The Rise of Skywalker,2019,Kylo Ren's Shuttle,6,1005,129.99,https://images.brickset.com/sets/images/75256-1.jpg,2000,1993,
29303,40343,1,Marvel Super Heroes,Spider-Man: Far From Home,2019,Spider-Man and the Museum Break-In,3,49,14.99,https://images.brickset.com/sets/images/40343-1.jpg,2030,1173,
29607,791901,1,Hidden Side,Magazine Gift,2019,Jack,1,,,https://images.brickset.com/sets/images/791901-1.jpg,513,147,
29500,951906,1,City,Magazine Gift,2019,Diver,1,,,https://images.brickset.com/sets/images/951906-1.jpg,289,147,
29856,951912,1,City,Magazine Gift,2019,Lumberjack,1,,,https://images.brickset.com/sets/images/951912-1.jpg,213,84,
28365,76123,1,Marvel Super Heroes,Avengers: Endgame,2019,Captain America: Outriders Attack,4,167,19.99,https://images.brickset.com/sets/images/76123-1.jpg,2789,931,
28369,76131,1,Marvel Super Heroes,Avengers: Endgame,2019,Avengers Compound Battle,7,699,99.99,https://images.brickset.com/sets/images/76131-1.jpg,2084,1524,
28362,76134,1,Marvel Super Heroes,Spider-Man,2019,Spider-Man: Doc Ock Diamond Heist,3,150,29.99,https://images.brickset.com/sets/images/76134-1.jpg,621,514,
28319,81000,1,FORMA,,2019,Koi,,293,,https://images.brickset.com/sets/images/81000-1.jpg,571,621,
28321,81002,1,FORMA,,2019,Splash Koi Skin,,33,,https://images.brickset.com/sets/images/81002-1.jpg,395,433,
28381,21150,1,Minecraft,Bigfigs,2019,Minecraft Skeleton BigFig with Magma Cube,,142,14.99,https://images.brickset.com/sets/images/21150-1.jpg,725,273,
28382,21151,1,Minecraft,Minifig-scale,2019,The End Battle,2,222,19.99,https://images.brickset.com/sets/images/21151-1.jpg,918,342,
28374,75974,1,Overwatch,,2019,Bastion,,602,49.99,https://images.brickset.com/sets/images/75974-1.jpg,1439,840,
28375,75975,1,Overwatch,,2019,Watchpoint: Gibraltar,4,730,89.99,https://images.brickset.com/sets/images/75975-1.jpg,1285,861,
28379,21148,1,Minecraft,Bigfigs,2019,Minecraft Steve BigFig with Parrot,,159,14.99,https://images.brickset.com/sets/images/21148-1.jpg,810,257,
28393,70663,1,Ninjago,Spinjitzu,2019,Spinjitzu Nya & Wu,2,227,19.99,https://images.brickset.com/sets/images/70663-1.jpg,402,247,
28394,70664,1,Ninjago,Spinjitzu,2019,Spinjitzu Lloyd vs. Garmadon,2,208,19.99,https://images.brickset.com/sets/images/70664-1.jpg,675,291,
28390,70659,1,Ninjago,Spinjitzu,2019,Spinjitzu Kai,1,97,9.99,https://images.brickset.com/sets/images/70659-1.jpg,570,219,
28388,70669,1,Ninjago,Legacy,2019,Cole's Earth Driller ,4,587,49.99,https://images.brickset.com/sets/images/70669-1.jpg,725,536,
28396,60217,1,City,Fire,2019,Fire Plane,3,363,59.99,https://images.brickset.com/sets/images/60217-1.jpg,499,574,
28397,60214,1,City,Fire,2019,Burger Bar Fire Rescue,3,327,39.99,https://images.brickset.com/sets/images/60214-1.jpg,2140,1118,
28398,60210,1,City,Sky Police,2019,Air Base,6,529,89.99,https://images.brickset.com/sets/images/60210-1.jpg,439,661,
28399,60216,1,City,Fire,2019,Downtown Fire Brigade,7,943,99.99,https://images.brickset.com/sets/images/60216-1.jpg,869,957,
28465,75894,1,Speed Champions,Mini,2019,1967 Mini Cooper S Rally and 2018 MINI John Cooper Works Buggy,4,481,49.99,https://images.brickset.com/sets/images/75894-1.jpg,2838,1578,
28454,70820,1,The Lego Movie 2: The Second Part,Miscellaneous,2019,LEGO Movie Maker,6,482,49.99,https://images.brickset.com/sets/images/70820-1.jpg,912,428,
28450,10895,1,Duplo,,2019,Emmet and Lucy's Visitors from the DUPLO Planet,2,53,29.99,https://images.brickset.com/sets/images/10895-1.jpg,483,147,
28448,70835,1,The Lego Movie 2: The Second Part,,2019,Rex's Rexplorer!,2,1187,119.99,https://images.brickset.com/sets/images/70835-1.jpg,1150,1004,
28473,60236,1,City,Town,2019,Straight & T-Junction ,,2,14.99,https://images.brickset.com/sets/images/60236-1.jpg,990,629,
28477,60206,1,City,Sky Police,2019,Jet Patrol,2,54,9.99,https://images.brickset.com/sets/images/60206-1.jpg,893,302,
28478,42088,1,Technic,,2019,Cherry Picker,,155,9.99,https://images.brickset.com/sets/images/42088-1.jpg,1307,239,
28479,41369,1,Friends,,2019,Mia's House,3,715,69.99,https://images.brickset.com/sets/images/41369-1.jpg,546,323,
28480,41368,1,Friends,,2019,Andrea's Talent Show,2,492,49.99,https://images.brickset.com/sets/images/41368-1.jpg,242,189,
28481,41367,1,Friends,,2019,Stephanie's Obstacle Course,2,337,39.99,https://images.brickset.com/sets/images/41367-1.jpg,314,185,
28482,41366,1,Friends,,2019,Olivia's Cupcake Cafe,2,335,29.99,https://images.brickset.com/sets/images/41366-1.jpg,540,245,
28483,41364,1,Friends,,2019,Stephanie's Buggy & Trailer ,1,166,19.99,https://images.brickset.com/sets/images/41364-1.jpg,371,142,
28484,41363,1,Friends,,2019,Mia's Forest Adventures ,1,134,14.99,https://images.brickset.com/sets/images/41363-1.jpg,399,176,
28485,41361,1,Friends,,2019,Mia's Foal Stable ,1,118,19.99,https://images.brickset.com/sets/images/41361-1.jpg,401,165,
28486,41360,1,Friends,,2019,Emma's Mobile Veterinary Clinic ,1,50,9.99,https://images.brickset.com/sets/images/41360-1.jpg,549,136,
28487,41359,1,Friends,,2019,Heart Box Friendship Pack,2,199,19.99,https://images.brickset.com/sets/images/41359-1.jpg,487,181,
28488,41358,1,Friends,,2019,Mia's Heart Box,1,83,7.99,https://images.brickset.com/sets/images/41358-1.jpg,619,122,
28489,41357,1,Friends,,2019,Olivia's Heart Box,2,85,7.99,https://images.brickset.com/sets/images/41357-1.jpg,576,127,
28411,75237,1,Star Wars,4 Plus,2019,TIE Fighter Attack,2,77,19.99,https://images.brickset.com/sets/images/75237-1.jpg,1645,862,
28416,10893,1,Duplo,Marvel Super Hero Adventures,2019,Spider-Man vs. Electro,2,29,19.99,https://images.brickset.com/sets/images/10893-1.jpg,99,49,
28419,70832,1,The Lego Movie 2: The Second Part,,2019,Emmet's Builder Box!,1,125,29.99,https://images.brickset.com/sets/images/70832-1.jpg,540,389,
28420,70833,1,The Lego Movie 2: The Second Part,,2019,Lucy's Builder Box!,2,141,29.99,https://images.brickset.com/sets/images/70833-1.jpg,575,387,
28422,60218,1,City,Great Vehicles,2019,Desert Rally Racer,1,75,9.99,https://images.brickset.com/sets/images/60218-1.jpg,2163,597,
28413,75223,1,Star Wars,MicroFighters,2019,Naboo Starfighter Microfighter,1,62,9.99,https://images.brickset.com/sets/images/75223-1.jpg,3396,836,
28440,42096,1,Technic,,2019,Porsche 911 RSR,,1580,149.99,https://images.brickset.com/sets/images/42096-1.jpg,2481,1552,
28446,70836,1,The Lego Movie 2: The Second Part,,2019,Battle-Ready Batman and MetalBeard,2,168,19.99,https://images.brickset.com/sets/images/70836-1.jpg,3333,788,
28438,41365,1,Friends,,2019,Emma's Art Studio,2,235,24.99,https://images.brickset.com/sets/images/41365-1.jpg,693,319,
28432,42090,1,Technic,,2019,Getaway Truck,,128,19.99,https://images.brickset.com/sets/images/42090-1.jpg,727,246,
28433,42089,1,Technic,,2019,Power Boat,,174,14.99,https://images.brickset.com/sets/images/42089-1.jpg,1026,314,
28429,60213,1,City,Fire,2019,Dock Side Fire,2,97,19.99,https://images.brickset.com/sets/images/60213-1.jpg,954,364,
29087,70678,1,Ninjago,Secrets of the Forbidden Spinjitzu,2019,Castle of the Forsaken Emperor,7,1218,99.99,https://images.brickset.com/sets/images/70678-1.jpg,409,678,
29092,41634,1,BrickHeadz,The LEGO Movie 2: The Second Part,2019,Emmet,,113,14.99,https://images.brickset.com/sets/images/41634-1.jpg,625,897,
29098,41635,1,BrickHeadz,The LEGO Movie 2: The Second Part,2019,Wyldstyle,,134,14.99,https://images.brickset.com/sets/images/41635-1.jpg,621,859,
29099,41636,1,BrickHeadz,The LEGO Movie 2: The Second Part,2019,Benny,,103,9.99,https://images.brickset.com/sets/images/41636-1.jpg,522,1077,
29100,41637,1,BrickHeadz,The LEGO Movie 2: The Second Part,2019,Sweet Mayhem,,137,9.99,https://images.brickset.com/sets/images/41637-1.jpg,501,884,
29079,70848,1,The Lego Movie 2: The Second Part,,2019,Systar Party Crew,2,196,19.99,https://images.brickset.com/sets/images/70848-1.jpg,1091,767,
29080,70849,1,The Lego Movie 2: The Second Part,,2019,Wyld-Mayhem Star Fighter,4,405,49.99,https://images.brickset.com/sets/images/70849-1.jpg,410,518,
29081,70837,1,The Lego Movie 2: The Second Part,,2019,Shimmer & Shine Sparkle Spa!,8,691,69.99,https://images.brickset.com/sets/images/70837-1.jpg,943,523,
29082,70838,1,The Lego Movie 2: The Second Part,,2019,Queen Watevra's ‘So-Not-Evil' Space Palace,5,995,99.99,https://images.brickset.com/sets/images/70838-1.jpg,1015,586,
29083,70671,1,Ninjago,Secrets of the Forbidden Spinjitzu,2019,Lloyd's Journey,2,81,14.99,https://images.brickset.com/sets/images/70671-1.jpg,1693,685,
29132,75938,1,Jurassic World,Legend of Isla Nublar,2019,T. rex vs Dino-Mech Battle,4,716,89.99,https://images.brickset.com/sets/images/75938-1.jpg,553,1105,
29129,75934,1,Jurassic World,Legend of Isla Nublar,2019,Dilophosaurus on the Loose,3,168,19.99,https://images.brickset.com/sets/images/75934-1.jpg,1249,1000,
29130,75935,1,Jurassic World,Legend of Isla Nublar,2019,Baryonyx Face-Off: The Treasure Hunt,4,434,59.99,https://images.brickset.com/sets/images/75935-1.jpg,825,1055,
29125,70421,1,Hidden Side,,2019,El Fuego's Stunt Truck,4,428,39.99,https://images.brickset.com/sets/images/70421-1.jpg,984,888,
29121,70425,1,Hidden Side,,2019,Newbury Haunted High School,8,1474,129.99,https://images.brickset.com/sets/images/70425-1.jpg,1353,1399,
29122,70424,1,Hidden Side,,2019,Ghost Train Express,6,698,79.99,https://images.brickset.com/sets/images/70424-1.jpg,1194,1290,
29106,GANYMEDE,1,Overwatch,Miscellaneous,2019,Ganymede,,38,,https://images.brickset.com/sets/images/GANYMEDE-1.jpg,80,213,
29173,71024,3,Collectable Minifigures,Disney Series 2,2019,Huey,1,6,3.99,https://images.brickset.com/sets/images/71024-4.jpg,3058,580,
29174,71024,4,Collectable Minifigures,Disney Series 2,2019,Dewey,1,6,3.99,https://images.brickset.com/sets/images/71024-5.jpg,3092,585,
29178,71024,12,Collectable Minifigures,Disney Series 2,2019,Jasmine,1,5,3.99,https://images.brickset.com/sets/images/71024-9.jpg,3414,448,
29179,71024,11,Collectable Minifigures,Disney Series 2,2019,Jafar,1,7,3.99,https://images.brickset.com/sets/images/71024-10.jpg,3539,471,
29188,71024,19,Collectable Minifigures,Disney Series 2,2019,LEGO Minifigures - The Disney Series 2 - Complete,18,111,,https://images.brickset.com/sets/images/71024-19.jpg,1953,377,
29190,75227,1,Star Wars,Promotional,2019,Darth Vader Bust,,327,39.99,https://images.brickset.com/sets/images/75227-1.jpg,952,1631,
29149,561902,1,Friends,Magazine gift,2019,Shop with Costumes,,30,,https://images.brickset.com/sets/images/FR561902-1.jpg,122,79,
29150,853958,1,Seasonal,Easter,2019,Chicken Skater Pod,1,36,,https://images.brickset.com/sets/images/853958-1.jpg,3028,495,
29152,853922,1,Friends,Accessories,2019,Creative Rings,,43,8.99,https://images.brickset.com/sets/images/853922-1.jpg,26,127,
29162,471906,1,The Lego Movie 2: The Second Part,Magazine Gift,2019,Rex with Jetpack,1,,,https://images.brickset.com/sets/images/TLM471906-1.jpg,414,164,
29135,40360,1,Friends,,2019,Name Sign,,91,9.99,https://images.brickset.com/sets/images/40360-1.jpg,136,171,
29035,42100,1,Technic,,2019,Liebherr R 9800,,4108,449.99,https://images.brickset.com/sets/images/42100-1.jpg,917,1863,
28993,70839,1,The Lego Movie 2: The Second Part,,2019,The Rexcelsior!,4,1826,149.99,https://images.brickset.com/sets/images/70839-1.jpg,978,1192,
29014,891946,1,Ninjago,Magazine Gift,2019,Jay,1,,,https://images.brickset.com/sets/images/NIN891946-1.jpg,406,93,
29066,41376,1,Friends,,2019,Turtles Rescue Mission,2,225,19.99,https://images.brickset.com/sets/images/41376-1.jpg,660,346,
29067,41380,1,Friends,,2019,Lighthouse Rescue Centre,2,602,59.99,https://images.brickset.com/sets/images/41380-1.jpg,410,421,
29068,41378,1,Friends,,2019,Dolphins Rescue Mission,2,363,39.99,https://images.brickset.com/sets/images/41378-1.jpg,570,450,
29069,41381,1,Friends,,2019,Rescue Mission Boat,4,908,89.99,https://images.brickset.com/sets/images/41381-1.jpg,393,451,
29070,41362,1,Friends,,2019,Heartlake City Supermarket,2,140,29.99,https://images.brickset.com/sets/images/41362-1.jpg,155,216,
29071,41337,1,Friends,,2019,Underwater Loop,2,389,29.99,https://images.brickset.com/sets/images/41337-1.jpg,322,360,
29072,41371,1,Friends,,2019,Mia's Horse Trailer,2,216,29.99,https://images.brickset.com/sets/images/41371-1.jpg,235,159,
29073,41372,1,Friends,,2019,Stephanie's Gymnastics Show,2,241,29.99,https://images.brickset.com/sets/images/41372-1.jpg,189,172,
29074,41374,1,Friends,,2019,Andrea's Pool Party,2,468,49.99,https://images.brickset.com/sets/images/41374-1.jpg,180,252,
29075,41375,1,Friends,,2019,Heartlake City Amusement Pier,7,1251,129.99,https://images.brickset.com/sets/images/41375-1.jpg,341,629,
29058,76118,1,DC Comics Super Heroes,Batman,2019,Mr. Freeze Batcycle Battle,3,200,19.99,https://images.brickset.com/sets/images/76118-1.jpg,1127,958,
29060,76120,1,DC Comics Super Heroes,Batman,2019,Batwing and The Riddler Heist,4,489,49.99,https://images.brickset.com/sets/images/76120-1.jpg,1187,1035,
29061,76137,1,DC Comics Super Heroes,Batman,2019,Batman vs. The Riddler Robbery,2,59,9.99,https://images.brickset.com/sets/images/76137-1.jpg,708,446,
29062,76138,1,DC Comics Super Heroes,Batman,2019,Batman and The Joker Escape,4,171,39.99,https://images.brickset.com/sets/images/76138-1.jpg,336,580,
29043,60231,1,City,Fire,2019,Fire Chief Response Truck,2,201,29.99,https://images.brickset.com/sets/images/60231-1.jpg,1030,749,
29044,60232,1,City,Town,2019,Garage Centre,4,234,49.99,https://images.brickset.com/sets/images/60232-1.jpg,229,473,
29045,60234,1,City,Town,2019,People Pack - Fun Fair,14,183,39.99,https://images.brickset.com/sets/images/60234-1.jpg,2760,1884,
29049,31096,1,Creator,,2019,Twin-Rotor Helicopter,1,569,59.99,https://images.brickset.com/sets/images/31096-1.jpg,324,467,
29050,31095,1,Creator,,2019,Fairground Carousel,3,595,49.99,https://images.brickset.com/sets/images/31095-1.jpg,1560,1311,
29047,75977,1,Overwatch,,2019,Junkrat & Roadhog,2,380,49.99,https://images.brickset.com/sets/images/75977-1.jpg,681,925,
29055,75238,1,Star Wars,Episode VI,2019,Action Battle Endor Assault,2,193,29.99,https://images.brickset.com/sets/images/75238-1.jpg,1286,761,
29056,75239,1,Star Wars,Episode V,2019,Hoth Generator Attack,2,235,29.99,https://images.brickset.com/sets/images/75239-1.jpg,1013,632,
28516,10884,1,Duplo,,2019,My First Balancing Animals,,15,14.99,https://images.brickset.com/sets/images/10884-1.jpg,131,44,
28517,10883,1,Duplo,,2019,My First Tow Truck,,11,9.99,https://images.brickset.com/sets/images/10883-1.jpg,142,21,
28509,10902,1,Duplo,,2019,Police Station,3,38,29.99,https://images.brickset.com/sets/images/10902-1.jpg,86,44,
28510,10901,1,Duplo,,2019,Fire Truck,2,21,19.99,https://images.brickset.com/sets/images/10901-1.jpg,234,45,
28511,10900,1,Duplo,,2019,Police Bike,1,8,9.99,https://images.brickset.com/sets/images/10900-1.jpg,224,31,
28512,10898,1,Duplo,,2019,My First Mickey Build,,9,9.99,https://images.brickset.com/sets/images/10898-1.jpg,240,42,
28513,10897,1,Duplo,,2019,My First Minnie Build,,10,9.99,https://images.brickset.com/sets/images/10897-1.jpg,223,36,
28491,41355,1,Friends,,2019,Emma's Heart Box,1,85,7.99,https://images.brickset.com/sets/images/41355-1.jpg,598,135,
28492,41354,1,Friends,,2019,Andrea's Heart Box,1,84,7.99,https://images.brickset.com/sets/images/41354-1.jpg,563,127,
28493,41163,1,Disney,Tangled,2019,Rapunzel's Small Tower,1,44,9.99,https://images.brickset.com/sets/images/41163-1.jpg,398,161,
28494,41162,1,Disney,Miscellaneous,2019,"Ariel, Aurora, and Tiana's Royal Celebration",3,282,39.99,https://images.brickset.com/sets/images/41162-1.jpg,375,265,
28495,41161,1,Disney,Aladdin,2019,Aladdin's and Jasmine's Palace Adventures,2,193,29.99,https://images.brickset.com/sets/images/41161-1.jpg,597,315,
28496,41160,1,Disney,The Little Mermaid,2019,Ariel's Castle,1,115,24.99,https://images.brickset.com/sets/images/41160-1.jpg,309,191,
28497,41159,1,Disney,Cinderella,2019,Cinderella's Carriage Ride,1,91,19.99,https://images.brickset.com/sets/images/41159-1.jpg,390,198,
28498,41158,1,Disney,Aladdin,2019,Jasmine's Petite Tower,1,49,9.99,https://images.brickset.com/sets/images/41158-1.jpg,558,191,
28499,31094,1,Creator,,2019,Race Plane,1,333,29.99,https://images.brickset.com/sets/images/31094-1.jpg,812,594,
28475,60208,1,City,Sky Police,2019,Parachute Arrest,4,218,39.99,https://images.brickset.com/sets/images/60208-1.jpg,710,497,
28503,21043,1,Architecture,Skylines,2019,San Francisco,,565,49.99,https://images.brickset.com/sets/images/21043-1.jpg,3040,1499,
28504,11003,1,Classic,,2019,Bricks and Eyes ,,451,29.99,https://images.brickset.com/sets/images/11003-1.jpg,214,171,
28505,11002,1,Classic,,2019,Basic Brick Set ,,300,19.99,https://images.brickset.com/sets/images/11002-1.jpg,308,121,
28506,11001,1,Classic,,2019,Bricks and Ideas,,123,9.99,https://images.brickset.com/sets/images/11001-1.jpg,560,122,
28507,10908,1,Duplo,,2019,Plane,1,12,9.99,https://images.brickset.com/sets/images/10908-1.jpg,150,31,
28594,75252,1,Star Wars,Ultimate Collector Series,2019,Imperial Star Destroyer,2,4784,699.99,https://images.brickset.com/sets/images/75252-1.jpg,1290,3177,
28595,71044,1,Disney,Disney Parks,2019,Disney Train and Station,5,2925,329.99,https://images.brickset.com/sets/images/71044-1.jpg,2213,1736,
28551,41383,1,Friends,,2019,Olivia's Hamster Playground,1,81,9.99,https://images.brickset.com/sets/images/41383-1.jpg,786,174,
28558,60215,1,City,Fire,2019,Fire Station,4,509,69.99,https://images.brickset.com/sets/images/60215-1.jpg,1154,660,
28569,40351,1,BrickHeadz,Seasonal,2019,Halloween Ghost,,136,9.99,https://images.brickset.com/sets/images/40351-1.jpg,2018,1098,
28570,40353,1,BrickHeadz,Seasonal,2019,"Reindeer, Elf and Elfie",,281,19.99,https://images.brickset.com/sets/images/40353-1.jpg,2234,740,
28571,40359,1,Miscellaneous,Photo Frames,2019,LEGO Store Picture Frame,,170,14.99,https://images.brickset.com/sets/images/40359-1.jpg,589,610,
28572,40341,1,Xtra,,2019,Sea Accessories,,24,3.99,https://images.brickset.com/sets/images/40341-1.jpg,1775,671,
28573,88006,1,Powered Up,,2019,Boost Hub,,1,79.99,https://images.brickset.com/sets/images/88006-1.jpg,34,133,
28574,88007,1,Powered Up,,2019,Distance Sensor,,1,13.99,https://images.brickset.com/sets/images/88007-1.jpg,51,126,
28575,88008,1,Powered Up,,2019,Motor,,1,16.99,https://images.brickset.com/sets/images/88008-1.jpg,52,139,
28576,88009,1,Powered Up,,2019,Hub,,1,49.99,https://images.brickset.com/sets/images/88009-1.jpg,124,193,
28577,88010,1,Powered Up,,2019,Remote Control,,1,22.99,https://images.brickset.com/sets/images/88010-1.jpg,122,168,
28578,88011,1,Powered Up,,2019,Train motor,,7,13.99,https://images.brickset.com/sets/images/88011-1.jpg,164,202,
28579,30528,1,The Lego Movie 2: The Second Part,,2019,Mini Master-Building MetalBeard,1,42,,https://images.brickset.com/sets/images/30528-1.jpg,3727,519,
28586,30620,1,The Lego Movie 2: The Second Part,,2019,Star-Stuck Emmet,1,41,,https://images.brickset.com/sets/images/30620-1.jpg,751,1065,
28902,71023,2,Collectable Minifigures,The LEGO Movie 2: The Second Part,2019,Battle-Ready Lucy,1,8,3.99,https://images.brickset.com/sets/images/71023-2.jpg,3718,402,
28903,71023,10,Collectable Minifigures,The LEGO Movie 2: The Second Part,2019,Swamp Creature,1,6,3.99,https://images.brickset.com/sets/images/71023-3.jpg,3590,372,
28904,71023,5,Collectable Minifigures,The LEGO Movie 2: The Second Part,2019,Crayon Girl,1,6,3.99,https://images.brickset.com/sets/images/71023-4.jpg,4090,386,
28603,11005,1,Classic,,2019,Creative Fun,,900,39.99,https://images.brickset.com/sets/images/11005-1.jpg,613,146,
28604,30534,1,Ninjago,Legacy,2019,Ninja Workout,1,31,,https://images.brickset.com/sets/images/30534-1.jpg,356,349,
