setid,number,theme,subtheme,year,name,pieces,price,image_url,owned_by,wanted_by,rating
27423,70640-1,Ninjago,Sons of Garmadon,2018,S.O.G. Headquarters,530.0,39.99,https://images.brickset.com/sets/images/70640-1.jpg,776,298,4.3
27398,75208-1,Star Wars,Episode V,2018,Yoda's Hut,229.0,29.99,https://images.brickset.com/sets/images/75208-1.jpg,9727,2049,4.3
27391,75533-1,Star Wars,Buildable Figures,2018,Boba Fett,144.0,29.99,https://images.brickset.com/sets/images/75533-1.jpg,3686,1399,4.3
27337,30609-1,The LEGO Ninjago Movie,Promotional,2017,Lloyd,6.0,0.48,https://images.brickset.com/sets/images/30609-1.jpg,3897,375,4.3
27520,60173-1,City,Mountain Police,2018,Mountain Arrest,303.0,59.99,https://images.brickset.com/sets/images/60173-1.jpg,1667,896,4.3
27523,60180-1,City,Great Vehicles,2018,Monster Truck,192.0,19.99,https://images.brickset.com/sets/images/60180-1.jpg,3640,667,4.3
28120,40310-1,Xtra,Not Available,2018,Botanical Accessories,24.0,3.99,https://images.brickset.com/sets/images/40310-1.jpg,2843,690,4.3
29136,30383-1,Star Wars,Episode I,2019,Naboo Starfighter,48.0,3.84,https://images.brickset.com/sets/images/30383-1.jpg,2605,515,4.3
29078,70847-1,The Lego Movie 2: The Second Part,Not Available,2019,Good Morning Sparkle Babies!,50.0,9.99,https://images.brickset.com/sets/images/70847-1.jpg,1627,813,4.3
5726,8920-1,Bionicle,Barraki,2007,Ehlek,54.0,9.99,https://images.brickset.com/sets/images/8920-1.jpg,2170,459,3.9
5555,8272-1,Technic,Not Available,2007,Snowmobile,331.0,29.99,https://images.brickset.com/sets/images/8272-1.jpg,1725,742,4.0
8543,4641-1,City,Harbour,2011,Speedboat,34.0,4.99,https://images.brickset.com/sets/images/4641-1.jpg,6305,1120,4.0
10248,10232-1,Creator Expert,Modular Buildings,2013,Palace Cinema,2196.0,149.99,https://images.brickset.com/sets/images/10232-1.jpg,20790,6085,4.0
9159,9461-1,Monster Fighters,Not Available,2012,The Swamp Creature,70.0,6.99,https://images.brickset.com/sets/images/9461-1.jpg,8767,1287,4.0
284,1393-1,Bionicle,Matoran,2001,Matoro,8.0,2.0,https://images.brickset.com/sets/images/1393-1.jpg,1254,499,4.0
2298,4706-1,Harry Potter,Philosopher's Stone,2001,Forbidden Corridor,238.0,30.0,https://images.brickset.com/sets/images/4706-1.jpg,3476,1559,4.0
4363,8561-1,Bionicle,Bohrok,2002,Nuhvok,41.0,8.0,https://images.brickset.com/sets/images/8561-1.jpg,3242,471,4.0
3918,7411-1,Adventurers,Orient Expedition,2003,Tygurah's Roar,94.0,10.0,https://images.brickset.com/sets/images/7411-1.jpg,2668,735,4.0
3854,7240-1,City,Fire,2005,Fire Station,260.0,30.0,https://images.brickset.com/sets/images/7240-1.jpg,2176,1075,4.0
3647,6833-1,Space,M-Tron,1990,Beacon Tracer,40.0,3.0,https://images.brickset.com/sets/images/6833-1.jpg,5144,685,4.0
3629,6814-1,Space,Ice Planet 2002,1993,Ice Tunnelator,25.0,3.0,https://images.brickset.com/sets/images/6814-1.jpg,5629,580,4.0
3056,6094-1,Castle,Knights' Kingdom I,2000,Guarded Treasure,103.0,15.0,https://images.brickset.com/sets/images/6094-1.jpg,1979,715,4.0
3100,6244-1,Pirates,Imperial Armada,1996,Armada Sentry,71.0,8.75,https://images.brickset.com/sets/images/6244-1.jpg,1965,891,4.0
8579,7187-1,Castle,Kingdoms,2011,Escape from the Dragon's Prison,185.0,19.99,https://images.brickset.com/sets/images/7187-1.jpg,3072,1691,4.0
8010,8683-9,Collectable Minifigures,Series 01,2010,Magician,6.0,1.99,https://images.brickset.com/sets/images/8683-9.jpg,6014,2073,4.0
5784,7787-1,Batman,Not Available,2007,The Bat-Tank: The Riddler and Bane's Hideout,645.0,49.99,https://images.brickset.com/sets/images/7787-1.jpg,1058,1881,4.0
6908,8969-1,Agents,Not Available,2009,4-Wheeling Pursuit,320.0,29.99,https://images.brickset.com/sets/images/8969-1.jpg,1445,801,4.0
6818,8120-1,Racers,Tiny Turbos,2009,Rally Sprinter,47.0,4.99,https://images.brickset.com/sets/images/8120-1.jpg,1565,250,4.5
6980,6752-1,Creator,Not Available,2009,Fire Rescue,771.0,59.99,https://images.brickset.com/sets/images/6752-1.jpg,1763,1049,4.5
6994,5595-1,Duplo,LEGO Ville,2009,Airport,59.0,89.99,https://images.brickset.com/sets/images/5595-1.jpg,243,150,4.5
6407,8694-1,Bionicle,Mistika,2008,Krika,40.0,12.99,https://images.brickset.com/sets/images/8694-1.jpg,1606,523,3.9
6239,7583-1,Belville,Not Available,2008,Playful Puppy,83.0,12.99,https://images.brickset.com/sets/images/7583-1.jpg,802,98,4.5
6174,615-2,LEGOLAND,Vehicle,1975,Forklift,21.0,14.95,https://images.brickset.com/sets/images/615-2.jpg,751,115,4.5
5787,8107-1,Exo-Force,Golden City,2007,Fight for the Golden Tower,571.0,49.99,https://images.brickset.com/sets/images/8107-1.jpg,960,637,4.0
6024,390-2,Hobby Set,Not Available,1975,1913 Cadillac,200.0,16.0,https://images.brickset.com/sets/images/390-2.jpg,546,338,4.5
6028,394-1,Hobby Set,Not Available,1976,Harley-Davidson 1000cc,143.0,11.44,https://images.brickset.com/sets/images/394-1.jpg,422,242,4.5
6029,395-1,Hobby Set,Not Available,1976,1909 Rolls-Royce,281.0,22.48,https://images.brickset.com/sets/images/395-1.jpg,366,359,4.5
5886,6935-1,Bionicle,Not Available,2006,Bad Guy,16.0,1.28,https://images.brickset.com/sets/images/6935-1.jpg,233,308,4.5
5699,8141-1,Racers,Power Racers,2007,Off Road Power,201.0,19.99,https://images.brickset.com/sets/images/8141-1.jpg,529,166,4.5
5460,7785-1,Batman,Not Available,2006,Arkham Asylum,860.0,79.99,https://images.brickset.com/sets/images/7785-1.jpg,1659,2175,3.9
5396,7609-1,Creator,Not Available,2006,Rescue Chopper,27.0,2.16,https://images.brickset.com/sets/images/7609-1.jpg,179,206,4.5
5321,8813-1,Castle,Knights' Kingdom II,2006,Battle at the Pass,381.0,40.0,https://images.brickset.com/sets/images/8813-1.jpg,642,955,4.5
5311,4893-1,Creator,Not Available,2006,Revvin' Riders,360.0,20.0,https://images.brickset.com/sets/images/4893-1.jpg,778,330,4.5
5111,8283-1,Technic,Not Available,2006,Telehandler,323.0,29.99,https://images.brickset.com/sets/images/8283-1.jpg,1161,560,4.5
5115,8670-1,Racers,Power Racers,2006,Jump Master,105.0,10.0,https://images.brickset.com/sets/images/8670-1.jpg,677,123,4.5
5123,8703-1,Castle,Knights' Kingdom II,2006,Sir Kentis,43.0,10.0,https://images.brickset.com/sets/images/8703-1.jpg,668,193,4.5
5131,7704-1,Exo-Force,Original,2006,Sonic Phantom,215.0,20.0,https://images.brickset.com/sets/images/7704-1.jpg,1938,565,4.0
5171,4960-1,Duplo,LEGO Ville,2006,Giant Zoo,126.0,69.99,https://images.brickset.com/sets/images/4960-1.jpg,195,75,4.5
5173,4962-1,Duplo,LEGO Ville,2006,Baby Zoo,18.0,9.99,https://images.brickset.com/sets/images/4962-1.jpg,1363,58,4.5
5157,7902-1,City,Medical,2006,Doctor's Car,66.0,5.99,https://images.brickset.com/sets/images/7902-1.jpg,4973,1332,4.0
5231,760-2,LEGOLAND,Not Available,1975,London Bus,110.0,8.8,https://images.brickset.com/sets/images/760-2.jpg,294,190,4.5
7919,30061-1,Castle,Kingdoms,2010,Attack Wagon,36.0,2.88,https://images.brickset.com/sets/images/30061-1.jpg,920,1281,4.5
8089,8684-14,Collectable Minifigures,Series 02,2010,Karate Master,7.0,1.99,https://images.brickset.com/sets/images/8684-14.jpg,7425,1709,4.0
8237,5932-1,Bricks and More,Not Available,2011,My First LEGO Set,231.0,14.99,https://images.brickset.com/sets/images/5932-1.jpg,829,143,4.5
8256,5765-1,Creator,Not Available,2011,Transport Truck,276.0,19.99,https://images.brickset.com/sets/images/5765-1.jpg,2283,568,4.5
8338,21007-1,Architecture,Architect Series,2011,Rockefeller Center,240.0,39.99,https://images.brickset.com/sets/images/21007-1.jpg,2522,1902,4.5
8280,3854-1,Games,Not Available,2011,Frog Rush,107.0,14.99,https://images.brickset.com/sets/images/3854-1.jpg,1355,365,4.5
8576,7065-1,Space,Alien Conquest,2011,Alien Mothership,416.0,59.99,https://images.brickset.com/sets/images/7065-1.jpg,3282,1164,4.0
8603,8484-1,Cars,Not Available,2011,Ultimate Build Lightning McQueen,242.0,29.99,https://images.brickset.com/sets/images/8484-1.jpg,1712,536,4.5
8711,3858-1,Games,Heroica,2011,Waldurk Forest,225.0,19.99,https://images.brickset.com/sets/images/3858-1.jpg,2113,489,4.5
8713,3860-1,Games,Heroica,2011,Castle Fortaan,304.0,29.99,https://images.brickset.com/sets/images/3860-1.jpg,2560,481,4.5
8607,8639-1,Cars,Cars 2,2011,Big Bentley Bust Out,743.0,69.99,https://images.brickset.com/sets/images/8639-1.jpg,1792,570,4.5
8610,8679-1,Cars,Cars 2,2011,Tokyo International Circuit,842.0,89.99,https://images.brickset.com/sets/images/8679-1.jpg,1013,639,4.5
8644,88000-1,Power Functions,Accessories,2011,AAA Battery Box,1.0,12.99,https://images.brickset.com/sets/images/88000-1.jpg,3148,432,4.5
8524,2183-1,HERO Factory,Not Available,2011,Stringer 3.0,30.0,7.99,https://images.brickset.com/sets/images/2183-1.jpg,1178,365,4.5
8519,2144-1,HERO Factory,Not Available,2011,Nex 3.0,29.0,7.99,https://images.brickset.com/sets/images/2144-1.jpg,1183,333,4.5
8473,4193-1,Pirates of the Caribbean,On Stranger Tides,2011,The London Escape,462.0,49.99,https://images.brickset.com/sets/images/4193-1.jpg,3620,2144,4.0
8355,331-1,System,Vehicle,1967,Dump Truck,57.0,4.5600000000000005,https://images.brickset.com/sets/images/331-1.jpg,236,80,4.5
7104,8879-1,Power Functions,Accessories,2009,IR Speed Remote Control,1.0,12.99,https://images.brickset.com/sets/images/8879-1.jpg,2747,433,4.5
7248,8196-1,Racers,Tiny Turbos,2010,Chopper Jump,141.0,14.99,https://images.brickset.com/sets/images/8196-1.jpg,801,326,4.5
7250,8198-1,Racers,Tiny Turbos,2010,Ramp Crash,145.0,14.99,https://images.brickset.com/sets/images/8198-1.jpg,677,332,4.5
7251,8199-1,Racers,Tiny Turbos,2010,Security Smash,135.0,14.99,https://images.brickset.com/sets/images/8199-1.jpg,868,316,4.5
7201,852747-1,Pirates,Accessories,2009,Pirates Battle Pack,37.0,14.99,https://images.brickset.com/sets/images/852747-1.jpg,516,821,4.5
7879,9311-1,Education,Not Available,2010,City Buildings Set,822.0,65.76,https://images.brickset.com/sets/images/9311-1.jpg,57,471,4.5
7487,617-1,LEGOLAND,Not Available,1976,Cowboys,42.0,3.36,https://images.brickset.com/sets/images/617-1.jpg,429,79,4.5
7589,5508-1,Bricks and More,Not Available,2010,LEGO Deluxe Brick Box,704.0,49.99,https://images.brickset.com/sets/images/5508-1.jpg,963,217,4.5
7590,5507-1,Duplo,Not Available,2010,Duplo Deluxe Brick Box,102.0,49.99,https://images.brickset.com/sets/images/5507-1.jpg,273,38,4.5
7607,8863-1,World Racers,Not Available,2010,Blizzard's Peak,504.0,59.99,https://images.brickset.com/sets/images/8863-1.jpg,798,539,4.5
9153,4201-1,City,Mining,2012,Loader and Tipper,139.0,17.99,https://images.brickset.com/sets/images/4201-1.jpg,7286,1697,4.5
9173,6223-1,HERO Factory,Not Available,2012,BULK,61.0,12.99,https://images.brickset.com/sets/images/6223-1.jpg,985,368,4.5
9208,9509-1,Star Wars,Seasonal,2012,Star Wars Advent Calendar,234.0,49.99,https://images.brickset.com/sets/images/9509-1.jpg,7989,1650,4.5
9227,6231-1,HERO Factory,Not Available,2012,SPEEDA DEMON,192.0,34.99,https://images.brickset.com/sets/images/6231-1.jpg,796,441,4.5
9189,3186-1,Friends,Not Available,2012,Emma's Horse Trailer,218.0,24.99,https://images.brickset.com/sets/images/3186-1.jpg,2987,833,4.5
9200,9591-1,Ninjago,Spinners,2012,Weapon Pack,73.0,19.99,https://images.brickset.com/sets/images/9591-1.jpg,1289,595,4.5
9239,3874-1,Games,Heroica,2012,Heroica Ilrion,240.0,19.99,https://images.brickset.com/sets/images/3874-1.jpg,1109,535,4.5
9354,TRU02-1,Friends,Promotional,2012,Lemonade Stand,14.0,1.12,https://images.brickset.com/sets/images/TRU02-1.jpg,208,503,4.5
9554,40057-1,Seasonal,Fall,2013,Fall Scene,72.0,7.99,https://images.brickset.com/sets/images/40057-1.jpg,3414,1145,4.5
9546,40049-1,Miscellaneous,Not Available,2012,Sopwith Camel,65.0,0.0,https://images.brickset.com/sets/images/40049-1.jpg,2843,467,4.5
9342,21102-1,Ideas,Licensed,2012,Minecraft Micro World: The Forest,480.0,34.99,https://images.brickset.com/sets/images/21102-1.jpg,4863,1139,4.5
9347,21016-1,Architecture,Landmark Series,2012,Sungnyemun,325.0,34.99,https://images.brickset.com/sets/images/21016-1.jpg,1663,2189,4.5
8943,9483-1,Cars,Cars 2,2012,Agent Mater's Escape,144.0,14.99,https://images.brickset.com/sets/images/9483-1.jpg,1130,396,4.5
8944,9480-1,Cars,Cars 2,2012,Finn McMissile,52.0,6.99,https://images.brickset.com/sets/images/9480-1.jpg,1608,404,4.5
8957,6203-1,HERO Factory,Not Available,2012,BLACK PHANTOM,124.0,19.99,https://images.brickset.com/sets/images/6203-1.jpg,1299,454,4.5
9084,3300002-1,Seasonal,Christmas,2011,Holiday Set 2 of 2 ,117.0,9.36,https://images.brickset.com/sets/images/3300002-1.jpg,2457,1209,4.5
9087,853345-1,Seasonal,Christmas,2011,Holiday Bauble with Gold Bricks,40.0,7.99,https://images.brickset.com/sets/images/853345-1.jpg,1717,276,4.5
8909,7291-1,Creator,Not Available,2012,Street Rebel,196.0,19.99,https://images.brickset.com/sets/images/7291-1.jpg,1535,475,4.5
8898,3935-1,Friends,Not Available,2012,Stephanie's Pet Patrol,73.0,9.99,https://images.brickset.com/sets/images/3935-1.jpg,2673,585,4.5
8922,5883-1,Dino,Not Available,2012,Tower Takedown,136.0,19.99,https://images.brickset.com/sets/images/5883-1.jpg,3153,1022,4.0
8885,9489-1,Star Wars,Episode VI,2012,Endor Rebel Trooper & Imperial Trooper Battle Pack,77.0,12.99,https://images.brickset.com/sets/images/9489-1.jpg,13483,2915,3.9
8874,9444-1,Ninjago,Rise of the Snakes,2012,Cole's Tread Assault,286.0,39.99,https://images.brickset.com/sets/images/9444-1.jpg,2988,1138,4.5
8859,9579-1,Ninjago,Spinners,2012,Starter Set,62.0,19.99,https://images.brickset.com/sets/images/9579-1.jpg,1224,542,4.5
8741,2856197-1,Star Wars,Minifig Pack,2011,Shadow ARF Trooper,5.0,0.0,https://images.brickset.com/sets/images/2856197-1.jpg,2198,2736,4.5
8784,853219-1,Pirates of the Caribbean,Not Available,2011,Pirates of the Caribbean Battle Pack,30.0,14.99,https://images.brickset.com/sets/images/853219-1.jpg,1156,978,4.5
8830,ISBN0756682762-1,Books,Dorling Kindersley,2011,LEGO Ninjago: Brickmaster,0.0,0.0,https://images.brickset.com/sets/images/ISBN0756682762-1.jpg,925,201,4.5
10225,75018-1,Star Wars,Original Content,2013,JEK-14's Stealth Starfighter,550.0,69.99,https://images.brickset.com/sets/images/75018-1.jpg,4795,2827,4.5
10125,3300014-1,Seasonal,Christmas,2012,Christmas Set,109.0,14.99,https://images.brickset.com/sets/images/3300014-1.jpg,3791,1900,4.5
10144,70401-1,Castle,Not Available,2013,Gold Getaway,199.0,19.99,https://images.brickset.com/sets/images/70401-1.jpg,4107,1178,4.5
9790,8833-14,Collectable Minifigures,Series 08,2012,Actor,7.0,2.99,https://images.brickset.com/sets/images/8833-14.jpg,6050,1955,4.5
9891,70002-1,Legends of Chima,Not Available,2013,Lennox' Lion Attack,230.0,24.99,https://images.brickset.com/sets/images/70002-1.jpg,2670,481,4.5
9867,75011-1,Star Wars,Planet Set,2013,Tantive IV & Planet Alderaan,102.0,9.99,https://images.brickset.com/sets/images/75011-1.jpg,4029,3000,4.5
10298,44008-1,HERO Factory,Not Available,2013,SURGE,66.0,12.99,https://images.brickset.com/sets/images/44008-1.jpg,822,312,4.5
10261,41006-1,Friends,Not Available,2013,Downtown Bakery,253.0,29.99,https://images.brickset.com/sets/images/41006-1.jpg,3609,926,4.5
10262,41009-1,Friends,Not Available,2013,Andrea's Bedroom,75.0,9.99,https://images.brickset.com/sets/images/41009-1.jpg,2209,643,4.5
10325,30251-1,Legends of Chima,Not Available,2013,Winzar's Pack Patrol,38.0,3.04,https://images.brickset.com/sets/images/30251-1.jpg,2334,379,4.5
22939,70124-1,Legends of Chima,Legend Beasts,2014,Eagle Legend Beast,104.0,9.99,https://images.brickset.com/sets/images/70124-1.jpg,2746,579,4.5
22948,70133-1,Legends of Chima,Outlands,2014,Spinlyn's Cavern,407.0,39.99,https://images.brickset.com/sets/images/70133-1.jpg,944,602,4.5
22987,60058-1,City,Great Vehicles,2014,SUV with Watercraft,219.0,19.99,https://images.brickset.com/sets/images/60058-1.jpg,4622,1524,4.5
22973,75046-1,Star Wars,The Clone Wars,2014,Coruscant Police Gunship,481.0,49.99,https://images.brickset.com/sets/images/75046-1.jpg,3153,3196,4.5
22976,31019-1,Creator,Not Available,2014,Forest Animals,272.0,19.99,https://images.brickset.com/sets/images/31019-1.jpg,4821,785,4.5
23088,41037-1,Friends,Summer,2014,Stephanie's Beach House,369.0,39.99,https://images.brickset.com/sets/images/41037-1.jpg,3092,1020,4.5
22634,71001-7,Collectable Minifigures,Series 10,2013,Bumblebee Girl,7.0,2.99,https://images.brickset.com/sets/images/71001-7.jpg,5863,1953,4.5
22853,88003-1,Power Functions,Accessories,2013,L-Motor,1.0,13.99,https://images.brickset.com/sets/images/88003-1.jpg,716,270,4.5
23825,10692-1,Classic,Not Available,2015,Creative Bricks,221.0,16.99,https://images.brickset.com/sets/images/10692-1.jpg,2466,265,4.5
23832,41062-1,Disney,Frozen,2015,Elsa's Sparkling Ice Castle,292.0,39.99,https://images.brickset.com/sets/images/41062-1.jpg,5519,861,4.5
23807,75908-1,Speed Champions,Ferrari,2015,458 Italia GT2,153.0,14.99,https://images.brickset.com/sets/images/75908-1.jpg,5635,1760,4.5
23884,60069-1,City,Swamp Police,2015,Swamp Police Station,707.0,89.99,https://images.brickset.com/sets/images/60069-1.jpg,2288,1357,4.5
23871,70750-1,Ninjago,Tournament of Elements,2015,Ninja DB X,756.0,79.99,https://images.brickset.com/sets/images/70750-1.jpg,1230,810,4.5
23875,70755-1,Ninjago,Tournament of Elements,2015,Jungle Raider ,188.0,19.99,https://images.brickset.com/sets/images/70755-1.jpg,2148,582,4.5
23903,71007-15,Collectable Minifigures,Series 12,2014,Genie Girl,6.0,3.99,https://images.brickset.com/sets/images/71007-15.jpg,6157,932,4.5
23899,71007-14,Collectable Minifigures,Series 12,2014,Piggy Guy,6.0,3.99,https://images.brickset.com/sets/images/71007-14.jpg,7631,1227,4.5
23631,21115-1,Minecraft,Minifig-scale,2014,The First Night,408.0,39.99,https://images.brickset.com/sets/images/21115-1.jpg,3632,968,4.5
23632,21114-1,Minecraft,Minifig-scale,2014,The Farm,262.0,29.99,https://images.brickset.com/sets/images/21114-1.jpg,3754,907,4.5
23728,40109-1,Creator,Not Available,2014,MINI Cooper Mini Model,59.0,4.72,https://images.brickset.com/sets/images/40109-1.jpg,5394,1528,4.5
23576,71005-9,Collectable Minifigures,The Simpsons,2014,Milhouse Van Houten,5.0,3.99,https://images.brickset.com/sets/images/71005-9.jpg,5857,798,4.5
23376,30301-1,DC Comics Super Heroes,Batman,2014,Batwing,45.0,4.99,https://images.brickset.com/sets/images/30301-1.jpg,3811,924,4.5
23377,30282-1,The LEGO Movie,Promotional,2014,Super Secret Police Enforcer ,40.0,4.99,https://images.brickset.com/sets/images/30282-1.jpg,3926,1078,4.5
23356,44024-1,HERO Factory,Not Available,2014,TUNNELER Beast vs. SURGE,59.0,9.99,https://images.brickset.com/sets/images/44024-1.jpg,565,277,4.5
23288,40114-1,Friends,Not Available,2014,Buildable Jewellery Box,201.0,14.99,https://images.brickset.com/sets/images/40114-1.jpg,760,386,4.5
23309,70163-1,Ultra Agents,Not Available,2014,Toxikita's Toxic Meltdown,429.0,39.99,https://images.brickset.com/sets/images/70163-1.jpg,2121,678,4.5
23162,71004-9,Collectable Minifigures,The LEGO Movie,2014,Gail the Construction Worker,5.0,2.99,https://images.brickset.com/sets/images/71004-9.jpg,4952,1405,4.5
23101,41054-1,Disney,Tangled,2014,Rapunzel's Creativity Tower,299.0,39.99,https://images.brickset.com/sets/images/41054-1.jpg,3301,876,4.5
23194,41502-1,Mixels,Series 1,2014,Zorch,45.0,4.99,https://images.brickset.com/sets/images/41502-1.jpg,3399,464,4.5
23196,41505-1,Mixels,Series 1,2014,Shuff,51.0,4.99,https://images.brickset.com/sets/images/41505-1.jpg,3127,481,4.5
23256,76018-1,Marvel Super Heroes,Avengers Assemble,2014,Avengers: Hulk Lab Smash,398.0,49.99,https://images.brickset.com/sets/images/76018-1.jpg,5187,1963,4.5
3090,6204-1,Pirates,Accessories,1997,Buccaneers,36.0,6.0,https://images.brickset.com/sets/images/6204-1.jpg,427,993,4.5
3140,6289-1,Pirates,Not Available,1996,Red Beard Runner,703.0,99.0,https://images.brickset.com/sets/images/6289-1.jpg,1380,1530,4.0
3210,6359-1,Town,Leisure,1986,Horse Trailer,141.0,12.75,https://images.brickset.com/sets/images/6359-1.jpg,1290,484,4.5
3193,6342-1,Town,Coastguard,1993,Beach Rescue Chopper,147.0,17.5,https://images.brickset.com/sets/images/6342-1.jpg,2209,496,4.5
3161,6313-1,Town,Accessories,1986,"Road Plates, Cross",2.0,5.75,https://images.brickset.com/sets/images/6313-1.jpg,1348,236,4.5
2998,6030-1,Castle,Black Falcons,1984,Catapult,83.0,6.0,https://images.brickset.com/sets/images/6030-1.jpg,3766,803,4.0
2543,515-1,Basic,Not Available,1990,"Basic Building Set, 5+",111.0,8.88,https://images.brickset.com/sets/images/515-1.jpg,404,49,4.5
2688,5294-1,Service Packs,Technic,1998,Toggle Joints and Connectors,60.0,4.0,https://images.brickset.com/sets/images/5294-1.jpg,23,49,4.5
3672,6874-1,Space,Classic,1986,Moon Rover,66.0,5.28,https://images.brickset.com/sets/images/6874-1.jpg,1472,542,4.5
3652,6841-1,Space,Classic,1980,Mineral Detector,44.0,3.52,https://images.brickset.com/sets/images/6841-1.jpg,2683,619,4.5
3702,6905-1,Space,Insectoids,1998,Bi-Wing Blaster,114.0,15.0,https://images.brickset.com/sets/images/6905-1.jpg,753,447,4.5
3634,6820-1,Space,Classic,1986,Starfire I,34.0,2.72,https://images.brickset.com/sets/images/6820-1.jpg,3003,530,4.5
3533,6679-2,Town,Vehicles,1980,Exxon Tow Truck,79.0,6.32,https://images.brickset.com/sets/images/6679-2.jpg,588,353,4.5
3521,6667-1,Town,Maintenance,1993,Pothole Patcher,97.0,9.25,https://images.brickset.com/sets/images/6667-1.jpg,2832,641,4.5
3545,6690-1,Town,Fire,1980,Snorkel Pumper,91.0,7.28,https://images.brickset.com/sets/images/6690-1.jpg,1923,305,4.5
3494,6641-1,Town,Vehicles,1987,4-Wheelin' Truck,81.0,6.5,https://images.brickset.com/sets/images/6641-1.jpg,2816,378,4.5
3474,6617-1,Town,Race,2000,Tough Truck Rally,383.0,50.0,https://images.brickset.com/sets/images/6617-1.jpg,400,212,4.5
3456,6600-2,Town,City,2000,Highway Construction,317.0,80.0,https://images.brickset.com/sets/images/6600-2.jpg,893,818,4.0
3440,6582-1,Town,Extreme Team,1998,Daredevil Flight Squad,287.0,30.0,https://images.brickset.com/sets/images/6582-1.jpg,580,441,4.5
3406,6547-1,Town,Paradisa,1997,Fun Fair,193.0,27.5,https://images.brickset.com/sets/images/6547-1.jpg,279,557,4.5
3328,6477-1,Town,City,2000,Fire Fighters' Lift Truck,114.0,20.0,https://images.brickset.com/sets/images/6477-1.jpg,1073,311,4.5
3350,6501-1,Town,Vehicles,1987,Sport Convertible,30.0,2.4,https://images.brickset.com/sets/images/6501-1.jpg,2338,397,4.5
3269,6414-1,Town,Paradisa,1995,Dolphin Point,207.0,33.0,https://images.brickset.com/sets/images/6414-1.jpg,825,828,4.5
3275,642-1,Town,Classic,1978,Tow Truck and Car,44.0,3.52,https://images.brickset.com/sets/images/642-1.jpg,844,211,4.5
3881,7303-1,Space,Life On Mars,2001,Jet Scooter,24.0,1.92,https://images.brickset.com/sets/images/7303-1.jpg,480,279,4.5
3895,733-1,Basic,Not Available,1980,"Universal Building Set, 7+",533.0,39.0,https://images.brickset.com/sets/images/733-1.jpg,487,134,4.5
4104,8034-1,Technic,Universal,1989,Universal Set,187.0,14.96,https://images.brickset.com/sets/images/8034-1.jpg,1284,209,4.5
4042,7860-1,Trains,4.5/12 V,1980,Remote Controlled Signal 12 V,24.0,1.92,https://images.brickset.com/sets/images/7860-1.jpg,808,233,4.5
3999,7730-1,Trains,4.5/12 V,1980,Electric Goods Train Set,512.0,40.96,https://images.brickset.com/sets/images/7730-1.jpg,345,500,4.5
4015,7819-1,Trains,4.5/12 V,1983,Postal Container Wagon,183.0,14.64,https://images.brickset.com/sets/images/7819-1.jpg,554,652,4.5
4017,7821-1,Trains,4.5/12 V,1983,Track & Lighting Maintenance Wagon,90.0,7.2,https://images.brickset.com/sets/images/7821-1.jpg,555,502,4.5
4018,7822-1,Trains,4.5/12 V,1980,Railway Station,384.0,30.72,https://images.brickset.com/sets/images/7822-1.jpg,610,675,4.5
4364,8562-1,Bionicle,Bohrok,2002,Gahlok,41.0,8.0,https://images.brickset.com/sets/images/8562-1.jpg,3217,462,4.0
4397,8594-1,Bionicle,Warriors,2003,Jaller and Gukko,172.0,20.0,https://images.brickset.com/sets/images/8594-1.jpg,1025,635,4.5
4382,858-1,Technic,Not Available,1980,Auto Engines,242.0,19.36,https://images.brickset.com/sets/images/858-1.jpg,115,429,4.5
4262,8437-1,Technic,Not Available,1997,Future Car,419.0,54.0,https://images.brickset.com/sets/images/8437-1.jpg,797,261,4.5
4256,8431-1,Technic,Not Available,2002,Pneumatic Crane Truck,862.0,85.0,https://images.brickset.com/sets/images/8431-1.jpg,506,445,4.5
4264,8439-1,Technic,Not Available,2004,Front End Loader,582.0,70.0,https://images.brickset.com/sets/images/8439-1.jpg,674,525,4.5
4239,8385-1,Racers,Drome Racers,2004,Exo Stealth,81.0,10.0,https://images.brickset.com/sets/images/8385-1.jpg,628,126,4.5
4274,8451-1,Technic,Not Available,2003,Dump Truck,183.0,20.0,https://images.brickset.com/sets/images/8451-1.jpg,879,351,4.5
4328,8525-1,Bionicle,Accessories,2001,Masks,6.0,2.0,https://images.brickset.com/sets/images/8525-1.jpg,517,334,4.5
4153,8223-1,Technic,Not Available,1996,Hydrofoil 7,124.0,9.92,https://images.brickset.com/sets/images/8223-1.jpg,1226,208,4.5
4147,8216-1,Technic,Not Available,1997,Turbo 1,97.0,10.0,https://images.brickset.com/sets/images/8216-1.jpg,1339,170,4.5
4236,8382-1,Racers,Drome Racers,2004,Hot Buster,67.0,10.0,https://images.brickset.com/sets/images/8382-1.jpg,717,132,4.5
4246,8412-1,Technic,Not Available,1995,Nighthawk,286.0,29.75,https://images.brickset.com/sets/images/8412-1.jpg,1172,273,4.5
4214,8356-1,Racers,Drome Racers,2003,Jungle Monster,116.0,15.0,https://images.brickset.com/sets/images/8356-1.jpg,572,174,4.5
4755,8758-1,Bionicle,Playsets,2005,Tower of Toa,401.0,50.0,https://images.brickset.com/sets/images/8758-1.jpg,751,363,4.5
4796,8715-1,Bionicle,Accessories,2005,BIONICLE Exclusive Accessories,401.0,20.0,https://images.brickset.com/sets/images/8715-1.jpg,255,310,4.5
