setid,number,theme,subtheme,year,name,pieces,price,image_url,owned_by,wanted_by,rating
28402,75225-1,Star Wars,The Last Jedi,2019,Elite Praetorian Guard Battle Pack,109.0,14.99,https://images.brickset.com/sets/images/75225-1.jpg,5950,1443,3.5
6963,8400-1,Space,Space Police 3,2009,Space Speeder,14.0,3.49,https://images.brickset.com/sets/images/8400-1.jpg,2725,743,3.3
8451,8803-11,Collectable Minifigures,Series 03,2011,Race Car Driver,7.0,2.99,https://images.brickset.com/sets/images/8803-11.jpg,7713,1298,3.4
9970,76006-1,Marvel Super Heroes,Iron Man 3,2013,Iron Man: Extremis Sea Port Battle ,195.0,19.99,https://images.brickset.com/sets/images/76006-1.jpg,9081,1795,3.4
591,1793-1,Space,Unitron,1995,Space Station Zenon,346.0,27.68,https://images.brickset.com/sets/images/1793-1.jpg,421,807,3.4
8009,8683-8,Collectable Minifigures,Series 01,2010,Demolition Dummy,6.0,1.99,https://images.brickset.com/sets/images/8683-8.jpg,6713,2395,3.3
8007,8683-6,Collectable Minifigures,Series 01,2010,Skater,8.0,1.99,https://images.brickset.com/sets/images/8683-6.jpg,5926,1928,3.4
8021,20017-1,Prince of Persia,Not Available,2010,BrickMaster - Prince of Persia,52.0,4.16,https://images.brickset.com/sets/images/20017-1.jpg,1259,674,4.0
7956,460-1,LEGOLAND,Not Available,1973,Rescue Units,42.0,3.36,https://images.brickset.com/sets/images/460-1.jpg,244,82,4.0
7981,723-2,Trains,4.5/12 V,1974,Diesel Locomotive with DB sticker,98.0,7.84,https://images.brickset.com/sets/images/723-2.jpg,81,110,4.0
7951,383-1,LEGOLAND,Not Available,1973,Truck with Excavator,112.0,8.96,https://images.brickset.com/sets/images/383-1.jpg,189,106,4.0
7958,900-1,Basic,Not Available,1973,Universal Motor Set,32.0,2.56,https://images.brickset.com/sets/images/900-1.jpg,80,50,4.0
8101,20018-1,Star Wars,Episode V,2010,AT-AT Walker,83.0,6.640000000000001,https://images.brickset.com/sets/images/20018-1.jpg,1604,1615,4.0
8056,3300000-1,Promotional,LEGO brand store opening set,2010,The Brick Apple,133.0,9.99,https://images.brickset.com/sets/images/3300000-1.jpg,594,344,4.0
8265,5685-1,Duplo,Not Available,2011,Vet,4.0,4.99,https://images.brickset.com/sets/images/5685-1.jpg,549,56,4.0
8282,3852-1,Games,Not Available,2011,Sunblock,80.0,9.99,https://images.brickset.com/sets/images/3852-1.jpg,1021,295,4.0
8276,2194-1,HERO Factory,Not Available,2011,Nitroblast,57.0,12.99,https://images.brickset.com/sets/images/2194-1.jpg,1027,385,3.4
8343,111-2,Trains,4.5V,1966,Starter Train Set without Motor,123.0,9.84,https://images.brickset.com/sets/images/111-2.jpg,71,88,4.0
8344,114-2,Trains,4.5V,1966,Small Train Set,88.0,7.04,https://images.brickset.com/sets/images/114-2.jpg,41,93,4.0
8129,40009-1,Seasonal,Christmas,2010,Holiday Building Set,85.0,4.99,https://images.brickset.com/sets/images/40009-1.jpg,868,355,4.0
8217,55001-1,Miscellaneous,LEGO Universe,2010,Universe Rocket,55.0,9.99,https://images.brickset.com/sets/images/55001-1.jpg,603,385,4.0
8460,MINNEAPOLIS-2,Promotional,LEGO brand store opening set,2010,{Robot},125.0,10.0,https://images.brickset.com/sets/images/MINNEAPOLIS-2.jpg,22,154,4.0
8463,21100-1,Ideas,Licensed,2010,Shinkai 6500 Submarine,412.0,32.96,https://images.brickset.com/sets/images/21100-1.jpg,373,1553,4.0
8498,7696-1,City,Airport,2011,Commuter Jet,108.0,8.64,https://images.brickset.com/sets/images/7696-1.jpg,622,1559,4.0
8521,2174-1,Ninjago,Spinners,2011,Kruncha,24.0,9.99,https://images.brickset.com/sets/images/2174-1.jpg,1835,538,4.0
8404,329-1,System,Vehicle,1967,Antique Car,124.0,9.92,https://images.brickset.com/sets/images/329-1.jpg,152,116,4.0
8380,103-1,Universal Building Set,Supplemental,1969,4.5V Motor Set with Rubber Tracks,32.0,2.56,https://images.brickset.com/sets/images/103-1.jpg,177,58,4.0
8385,138-1,Trains,4.5V,1969,Electronic Train,111.0,8.88,https://images.brickset.com/sets/images/138-1.jpg,27,99,4.0
8564,5828-1,Duplo,Cars,2011,Big Bentley,67.0,39.99,https://images.brickset.com/sets/images/5828-1.jpg,272,104,4.0
8669,40018-1,Seasonal,Easter,2011,Easter Bunny,95.0,4.99,https://images.brickset.com/sets/images/40018-1.jpg,643,345,4.0
8712,3859-1,Games,Heroica,2011,Caverns of Nathuz,217.0,19.99,https://images.brickset.com/sets/images/3859-1.jpg,1989,491,4.0
8714,3861-1,Games,Not Available,2011,LEGO Champion,216.0,34.99,https://images.brickset.com/sets/images/3861-1.jpg,770,313,4.0
8618,30052-1,Star Wars,Episode I,2011,AAT,46.0,3.99,https://images.brickset.com/sets/images/30052-1.jpg,1402,1337,4.0
8612,9348-1,Education,Not Available,2011,Community Minifigure Set,256.0,49.99,https://images.brickset.com/sets/images/9348-1.jpg,961,852,4.0
8622,30026-1,Creator,Not Available,2011,Panda,62.0,4.96,https://images.brickset.com/sets/images/30026-1.jpg,737,528,4.0
7088,7801-1,Racers,Tiny Turbos,2009,Rally Racer,42.0,3.36,https://images.brickset.com/sets/images/7801-1.jpg,644,218,4.0
7089,7802-1,Racers,Tiny Turbos,2009,Le Mans Racer,29.0,2.99,https://images.brickset.com/sets/images/7802-1.jpg,1052,255,4.0
7031,5642-1,City,Construction,2009,Tipper Truck,27.0,2.16,https://images.brickset.com/sets/images/5642-1.jpg,655,1306,4.0
7095,7808-1,Creator,Not Available,2009,Yellow Airplane,34.0,2.72,https://images.brickset.com/sets/images/7808-1.jpg,1501,337,4.0
7278,7591-1,Toy Story,Not Available,2010,Construct-a-Zurg,118.0,24.99,https://images.brickset.com/sets/images/7591-1.jpg,2691,777,3.4
7244,7971-1,Racers,Power Racers,2010,Bad,72.0,12.99,https://images.brickset.com/sets/images/7971-1.jpg,551,168,4.0
7241,7967-1,Racers,Power Racers,2010,Fast,69.0,12.99,https://images.brickset.com/sets/images/7967-1.jpg,657,163,4.0
7242,7968-1,Racers,Power Racers,2010,Strong,91.0,12.99,https://images.brickset.com/sets/images/7968-1.jpg,688,157,4.0
7338,620-2,LEGOLAND,Vehicle,1970,Fire Truck,40.0,3.2,https://images.brickset.com/sets/images/620-2.jpg,245,105,4.0
7323,5647-1,Duplo,Farm,2010,Big Tractor,12.0,19.99,https://images.brickset.com/sets/images/5647-1.jpg,635,74,4.0
7305,66318-1,Technic,Product Collection,2009,Super Pack 4 in 1,984.0,78.72,https://images.brickset.com/sets/images/66318-1.jpg,138,439,4.0
7283,40000-1,Seasonal,Christmas,2009,Cool Santa Set,152.0,9.99,https://images.brickset.com/sets/images/40000-1.jpg,343,210,4.0
7379,376-1,LEGOLAND,Vehicle,1971,Low loader with Excavator,92.0,7.36,https://images.brickset.com/sets/images/376-1.jpg,118,88,4.0
7441,365-1,LEGOLAND,Not Available,1975,Wild West,602.0,48.160000000000004,https://images.brickset.com/sets/images/365-1.jpg,175,175,4.0
7833,1039-1,Dacta,Not Available,1986,Manual Control Set 1,46.0,3.68,https://images.brickset.com/sets/images/1039-1.jpg,44,74,4.0
7873,2853588-1,Games,Not Available,2010,Promo Goldener Würfel (Golden dice),7.0,0.56,https://images.brickset.com/sets/images/2853588-1.jpg,99,437,4.0
7883,9333-1,Education,Not Available,2010,Vehicles Set,934.0,74.72,https://images.brickset.com/sets/images/9333-1.jpg,48,361,4.0
7588,3848-1,Games,Not Available,2010,Pirate Plank,122.0,14.99,https://images.brickset.com/sets/images/3848-1.jpg,1530,464,4.0
7592,5651-1,Duplo,Construction,2010,Dump Truck,10.0,19.99,https://images.brickset.com/sets/images/5651-1.jpg,413,101,4.0
7627,5653-1,Duplo,Construction,2010,Stone Quarry,48.0,59.99,https://images.brickset.com/sets/images/5653-1.jpg,304,121,4.0
7500,214-1,Building Set with People,Not Available,1977,Road repair crew,68.0,5.44,https://images.brickset.com/sets/images/214-1.jpg,176,72,4.0
7501,215-1,Building Set with People,Not Available,1977,Red Indians,93.0,7.44,https://images.brickset.com/sets/images/215-1.jpg,260,102,4.0
7466,2-7,Universal Building Set,Not Available,1973,Basic Set,184.0,14.72,https://images.brickset.com/sets/images/2-7.jpg,73,62,4.0
7468,4-3,Universal Building Set,Not Available,1973,Basic Set,230.0,18.400000000000002,https://images.brickset.com/sets/images/4-3.jpg,52,54,4.0
7508,699-1,LEGOLAND,Not Available,1977,Photo Safari,130.0,10.4,https://images.brickset.com/sets/images/699-1.jpg,263,121,4.0
7547,66308-1,Star Wars,Product Collection,2009,3 in 1 Superpack,414.0,33.12,https://images.brickset.com/sets/images/66308-1.jpg,205,768,4.0
6950,5516-1,Duplo,Not Available,2007,XXL Cannister,215.0,17.2,https://images.brickset.com/sets/images/5516-1.jpg,36,17,4.0
6831,5636-1,Duplo,LEGO Ville,2009,Bus,14.0,24.99,https://images.brickset.com/sets/images/5636-1.jpg,781,77,4.0
6763,8164-1,Racers,Power Racers,2009,Extreme Wheelie,87.0,12.99,https://images.brickset.com/sets/images/8164-1.jpg,457,153,4.0
6764,8165-1,Racers,Power Racers,2009,Monster Jumper,91.0,12.99,https://images.brickset.com/sets/images/8165-1.jpg,523,164,4.0
6699,684-1,LEGOLAND,Vehicle,1972,Low-Loader Truck with Forklift,53.0,4.24,https://images.brickset.com/sets/images/684-1.jpg,205,91,4.0
6517,256-1,Building Set with People,Not Available,1976,Police Officers and Motorcycle,86.0,6.88,https://images.brickset.com/sets/images/256-1.jpg,345,82,4.0
6547,8026-1,Bionicle,Not Available,2004,Kraatu,20.0,1.6,https://images.brickset.com/sets/images/8026-1.jpg,73,305,4.0
6568,4037-1,Creator,Designer Set,2004,Helicopter,9.0,0.72,https://images.brickset.com/sets/images/4037-1.jpg,20,106,4.0
6574,6968-1,Star Wars,Episode III,2005,Wookiee Attack,48.0,3.84,https://images.brickset.com/sets/images/6968-1.jpg,235,1089,4.0
6494,7611-1,Racers,Tiny Turbos,2008,Police Car,35.0,2.8000000000000003,https://images.brickset.com/sets/images/7611-1.jpg,685,294,4.0
6483,357-1,LEGOLAND,Not Available,1973,Legoland Fire House,239.0,19.12,https://images.brickset.com/sets/images/357-1.jpg,423,148,4.0
6500,6127-1,Bionicle,Not Available,2008,Bad Guy 2008,29.0,2.32,https://images.brickset.com/sets/images/6127-1.jpg,65,345,4.0
6507,5544-1,Duplo,Thomas the Tank Engine,2008,Thomas Starter Set,82.0,49.99,https://images.brickset.com/sets/images/5544-1.jpg,228,99,4.0
6460,6118-1,Bricks and More,Not Available,2008,Wheels and Tyres,106.0,12.99,https://images.brickset.com/sets/images/6118-1.jpg,1007,249,4.0
6463,66237-1,Bricks and More,Product Collection,2008,Build & Play Value Pack,1021.0,81.68,https://images.brickset.com/sets/images/66237-1.jpg,44,88,4.0
6438,8154-1,Racers,Tiny Turbos,2008,Brick Street Customs,1021.0,69.99,https://images.brickset.com/sets/images/8154-1.jpg,547,515,4.0
6397,8885-1,Power Functions,Accessories,2008,IR Remote Control,1.0,9.49,https://images.brickset.com/sets/images/8885-1.jpg,1318,298,4.0
6332,656-1,LEGOLAND,Not Available,1974,Car and Caravan,52.0,4.16,https://images.brickset.com/sets/images/656-1.jpg,527,160,4.0
6395,8883-1,Power Functions,Accessories,2008,M-Motor,1.0,7.49,https://images.brickset.com/sets/images/8883-1.jpg,2622,341,4.0
6267,5601-1,Duplo,LEGO Ville,2008,Fire Station,72.0,59.99,https://images.brickset.com/sets/images/5601-1.jpg,434,89,4.0
6268,5602-1,Duplo,LEGO Ville,2008,Police Station,28.0,39.99,https://images.brickset.com/sets/images/5602-1.jpg,341,56,4.0
6328,614-1,LEGOLAND,Not Available,1974,Digger,31.0,2.48,https://images.brickset.com/sets/images/614-2.jpg,554,100,4.0
6335,688-1,LEGOLAND,Not Available,1973,Shell Tanker,63.0,5.04,https://images.brickset.com/sets/images/688-1.jpg,359,132,4.0
6202,7178-1,Make and Create,Not Available,2007,Chef,5.0,0.4,https://images.brickset.com/sets/images/7178-1.jpg,85,121,4.0
6203,3885-1,Exo-Force,Golden City,2007,Mini Jet Fighter,22.0,1.76,https://images.brickset.com/sets/images/3885-1.jpg,235,369,4.0
6173,605-2,LEGOLAND,Vehicle,1971,Taxi,19.0,1.52,https://images.brickset.com/sets/images/605-2.jpg,525,104,4.0
6179,3886-1,Exo-Force,Golden City,2007,Green Exo Fighter,19.0,1.52,https://images.brickset.com/sets/images/3886-1.jpg,268,361,4.0
6244,5597-1,Duplo,Dino,2008,Dino Trap,28.0,24.99,https://images.brickset.com/sets/images/5597-1.jpg,197,93,4.0
5221,354-1,LEGOLAND,Town,1972,Police Heliport,168.0,13.44,https://images.brickset.com/sets/images/354-1.jpg,447,143,4.0
5244,190-1,Building Set with People,Not Available,1975,Farm Set,526.0,42.08,https://images.brickset.com/sets/images/190-1.jpg,140,99,4.0
5233,435-1,LEGOLAND,Not Available,1976,Tipper Truck,17.0,1.36,https://images.brickset.com/sets/images/435-1.jpg,585,94,4.0
5114,8669-1,Racers,Power Racers,2006,Fire Spinner 360,113.0,10.0,https://images.brickset.com/sets/images/8669-1.jpg,742,137,4.0
5384,4971-1,Duplo,LEGO Ville,2006,Zoo Vehicles,37.0,24.99,https://images.brickset.com/sets/images/4971-1.jpg,148,67,4.0
5385,5965-1,Exo-Force,Original,2006,Silver Bad Guy,24.0,1.92,https://images.brickset.com/sets/images/5965-1.jpg,79,362,4.0
5386,5966-1,Exo-Force,Original,2006,White Good Guy,22.0,1.76,https://images.brickset.com/sets/images/5966-1.jpg,369,378,4.0
5342,8894-1,Bionicle,Playsets,2006,Piraka Stronghold,648.0,74.99,https://images.brickset.com/sets/images/8894-1.jpg,670,383,4.0
5273,445-1,LEGOLAND,Not Available,1976,Police Units,49.0,3.92,https://images.brickset.com/sets/images/445-1.jpg,356,95,4.0
5300,712-1,LEGOLAND,Not Available,1977,Sea Plane,115.0,9.200000000000001,https://images.brickset.com/sets/images/712-1.jpg,140,113,4.0
5294,192-1,Building Set with People,Not Available,1977,Policemen,86.0,6.88,https://images.brickset.com/sets/images/192-1.jpg,181,70,4.0
6020,126-1,Trains,4.5v,1970,Steam Locomotive (Push),60.0,4.8,https://images.brickset.com/sets/images/126-1.jpg,315,135,4.0
6059,5518-1,Duplo,Not Available,2007,Duplo Creative Building,74.0,5.92,https://images.brickset.com/sets/images/5518-1.jpg,24,16,4.0
6033,2284-1,Duplo,Not Available,1999,Clown Go Round,14.0,6.0,https://images.brickset.com/sets/images/2284-1.jpg,60,23,4.0
6089,8925-1,Bionicle,Playsets,2007,Barraki Deepsea Patrol ,228.0,29.99,https://images.brickset.com/sets/images/8925-1.jpg,478,393,4.0
5855,9324-1,Education,Not Available,2007,Micro Building Set,1641.0,131.28,https://images.brickset.com/sets/images/9324-1.jpg,18,200,4.0
5766,5417-1,Duplo,Not Available,2007,Duplo Deluxe Brick Box,95.0,49.99,https://images.brickset.com/sets/images/5417-1.jpg,88,19,4.0
5615,8145-1,Racers,Ferrari,2007,Ferrari 599 GTB Fiorano 1:10,1327.0,109.99,https://images.brickset.com/sets/images/8145-1.jpg,1163,1306,3.4
5545,6112-1,Make and Create,Not Available,2006,"LEGO World of Bricks - 1,000 Elements",1000.0,20.0,https://images.brickset.com/sets/images/6112-1.jpg,95,98,4.0
9981,31008-1,Creator,Not Available,2013,Thunder Wings,235.0,19.99,https://images.brickset.com/sets/images/31008-1.jpg,2746,702,4.0
9931,10553-1,Duplo,Not Available,2013,Toddler Build and Play Cubes,17.0,12.99,https://images.brickset.com/sets/images/10553-1.jpg,395,50,4.0
9992,10657-1,Bricks and More,Not Available,2013,My First LEGO Set,148.0,14.99,https://images.brickset.com/sets/images/10657-1.jpg,514,189,4.0
9990,10655-1,Bricks and More,Not Available,2013,LEGO Monster Trucks,197.0,19.99,https://images.brickset.com/sets/images/10655-1.jpg,688,226,4.0
10011,66428-1,City,Product Collection,2012,City Police Super Pack 4-in-1,965.0,77.2,https://images.brickset.com/sets/images/66428-1.jpg,150,298,4.0
9821,850426-1,Miscellaneous,Desk accessory,2012,Pencil Holder,157.0,14.99,https://images.brickset.com/sets/images/850426-1.jpg,1180,343,4.0
9903,44002-1,HERO Factory,Not Available,2013,ROCKA,43.0,9.99,https://images.brickset.com/sets/images/44002-1.jpg,1193,287,4.0
9896,70013-1,Legends of Chima,Not Available,2013,Equila's Ultra Striker,339.0,39.99,https://images.brickset.com/sets/images/70013-1.jpg,1225,693,4.0
9890,70012-2,Legends of Chima,Not Available,2013,Razar's CHI Raider,412.0,39.99,https://images.brickset.com/sets/images/70012-2.jpg,1360,590,4.0
9907,44006-1,HERO Factory,Not Available,2013,BREEZ,49.0,9.99,https://images.brickset.com/sets/images/44006-1.jpg,1037,271,4.0
9688,30193-1,Racers,Ferrari,2012,250 GT Berlinetta,25.0,2.0,https://images.brickset.com/sets/images/30193-1.jpg,3680,405,4.0
9689,30194-1,Racers,Ferrari,2012,458 Italia,33.0,2.64,https://images.brickset.com/sets/images/30194-1.jpg,3650,413,4.0
9702,30191-1,Racers,Ferrari,2012,Scuderia Ferrari Truck,41.0,3.2800000000000002,https://images.brickset.com/sets/images/30191-1.jpg,3667,386,4.0
9769,4473-1,City,Police,2012,Police Helicopter,112.0,17.99,https://images.brickset.com/sets/images/4473-1.jpg,807,1067,4.0
10068,79102-1,Teenage Mutant Ninja Turtles,TV Series,2013,Stealth Shell in Pursuit,162.0,19.99,https://images.brickset.com/sets/images/79102-1.jpg,3169,809,4.0
10161,70011-1,Legends of Chima,Speedorz,2013,Eagles' Castle,369.0,39.99,https://images.brickset.com/sets/images/70011-1.jpg,990,479,4.0
10071,79101-1,Teenage Mutant Ninja Turtles,TV Series,2013,Shredder's Dragon Bike,198.0,24.99,https://images.brickset.com/sets/images/79101-1.jpg,4204,842,4.0
10128,ISBN075669812X-1,Books,Dorling Kindersley,2012,LEGO Ninjago: Character Encyclopedia,5.0,0.4,https://images.brickset.com/sets/images/ISBN075669812X-1.jpg,1383,226,4.0
10059,10515-1,Duplo,Disney Princess,2013,Ariel's Undersea Castle,39.0,29.99,https://images.brickset.com/sets/images/10515-1.jpg,592,129,4.0
10254,60023-1,City,Town,2013,LEGO City Starter Set,272.0,29.99,https://images.brickset.com/sets/images/60023-1.jpg,3868,1247,4.0
10214,70202-1,Legends of Chima,Constraction,2013,CHI Gorzan,59.0,14.99,https://images.brickset.com/sets/images/70202-1.jpg,858,321,4.0
10215,70203-1,Legends of Chima,Constraction,2013,CHI Cragger,65.0,14.99,https://images.brickset.com/sets/images/70203-1.jpg,1098,335,4.0
10212,70200-1,Legends of Chima,Constraction,2013,CHI Laval,55.0,14.99,https://images.brickset.com/sets/images/70200-1.jpg,1117,313,4.0
10194,71000-8,Collectable Minifigures,Series 09,2013,Roller Derby Girl,7.0,2.99,https://images.brickset.com/sets/images/71000-8.jpg,4781,1300,4.0
10205,70107-1,Legends of Chima,Speedorz,2013,Skunk Attack,97.0,14.99,https://images.brickset.com/sets/images/70107-1.jpg,1787,378,4.0
10208,70110-1,Legends of Chima,Speedorz,2013,Tower Target,92.0,14.99,https://images.brickset.com/sets/images/70110-1.jpg,1039,346,4.0
10200,70007-1,Legends of Chima,Not Available,2013,Eglor's Twin Bike,223.0,24.99,https://images.brickset.com/sets/images/70007-1.jpg,1871,571,4.0
10181,71000-16,Collectable Minifigures,Series 09,2013,Plumber,6.0,2.99,https://images.brickset.com/sets/images/71000-16.jpg,5262,1892,4.0
10190,71000-12,Collectable Minifigures,Series 09,2013,Mermaid,6.0,2.99,https://images.brickset.com/sets/images/71000-12.jpg,7001,1475,4.0
10191,71000-15,Collectable Minifigures,Series 09,2013,Forest Maiden,7.0,2.99,https://images.brickset.com/sets/images/71000-15.jpg,5656,2137,4.0
10192,71000-2,Collectable Minifigures,Series 09,2013,Cyclops,6.0,2.99,https://images.brickset.com/sets/images/71000-2.jpg,8710,1400,4.0
9539,3300003-1,Promotional,LEGO brand store opening set,2012,LEGO Brand Retail Store,280.0,0.0,https://images.brickset.com/sets/images/3300003-1.jpg,1531,1444,4.0
9542,40032-1,Seasonal,Halloween,2012,Witch,71.0,4.99,https://images.brickset.com/sets/images/40032-1.jpg,1805,260,4.0
9562,41004-1,Friends,Not Available,2013,Rehearsal Stage,198.0,19.99,https://images.brickset.com/sets/images/41004-1.jpg,3016,581,4.0
9557,40076-1,Monster Fighters,Promotional,2012,Zombie Car,60.0,4.8,https://images.brickset.com/sets/images/40076-1.jpg,3187,1457,4.0
9548,40051-1,Seasonal,Valentine's Day,2013,Valentine's Day Heart Box,54.0,4.99,https://images.brickset.com/sets/images/40051-1.jpg,1286,378,4.0
9551,40054-1,Seasonal,Summer,2013,Summer Scene,40.0,4.99,https://images.brickset.com/sets/images/40054-1.jpg,2589,1197,4.0
9459,PROMOSW007-1,Star Wars,Promotional,2011,Star Wars Miniland Figures (Toy Fair 2011 Collector's Party) ,140.0,11.200000000000001,https://images.brickset.com/sets/images/PROMOSW007-1.jpg,29,518,4.0
9423,20206-1,Master Builder Academy,Not Available,2012,The Lost Village,229.0,18.32,https://images.brickset.com/sets/images/20206-1.jpg,437,714,4.0
9228,9447-1,Ninjago,Search for the Fang Blades,2012,Lasha's Bite Cycle,250.0,24.99,https://images.brickset.com/sets/images/9447-1.jpg,2514,849,4.0
9229,6760-1,Duplo,Not Available,2012,Let's Go! Wroom!,12.0,12.99,https://images.brickset.com/sets/images/6760-1.jpg,256,33,4.0
9197,9573-1,Ninjago,Spinners,2012,Slithraa,20.0,9.99,https://images.brickset.com/sets/images/9573-1.jpg,930,537,4.0
9190,3189-1,Friends,Not Available,2012,Heartlake Stables,401.0,49.99,https://images.brickset.com/sets/images/3189-1.jpg,2390,910,4.0
9254,30170-1,Games,Heroica,2012,Ganrash,55.0,4.4,https://images.brickset.com/sets/images/30170-1.jpg,235,731,4.0
9224,3937-1,Friends,Not Available,2012,Olivia's Speedboat,65.0,9.99,https://images.brickset.com/sets/images/3937-1.jpg,2682,579,4.0
9233,9554-1,Ninjago,Booster pack,2012,Zane ZX,37.0,4.99,https://images.brickset.com/sets/images/9554-1.jpg,1104,559,4.0
8905,4527-1,DC Comics Super Heroes,Constraction,2012,The Joker,57.0,14.99,https://images.brickset.com/sets/images/4527-1.jpg,2067,610,4.0
8906,4526-1,DC Comics Super Heroes,Constraction,2012,Batman,40.0,14.99,https://images.brickset.com/sets/images/4526-1.jpg,2207,665,4.0
8929,4637-1,Bricks and More,Not Available,2012,Safari Building Set,152.0,9.99,https://images.brickset.com/sets/images/4637-1.jpg,1561,207,4.0
8919,5888-1,Dino,Not Available,2012,Ocean Interceptor,222.0,34.99,https://images.brickset.com/sets/images/5888-1.jpg,1107,1195,4.0
8762,21000-2,Architecture,Landmark Series,2011,Willis Tower,69.0,19.99,https://images.brickset.com/sets/images/21000-2.jpg,1979,1330,4.0
8793,40024-1,Seasonal,Christmas,2011,Christmas Tree,77.0,4.99,https://images.brickset.com/sets/images/40024-1.jpg,1275,626,4.0
9103,TORQUE-1,Cars,Promotional,2011,Rod 'Torque' Redline,29.0,2.32,https://images.brickset.com/sets/images/TORQUE-1.jpg,189,297,4.0
9122,6156-1,Duplo,Zoo,2012,Photo Safari,67.0,59.99,https://images.brickset.com/sets/images/6156-1.jpg,636,166,4.0
9092,9677-1,Star Wars,Planet Set,2012,X-wing Starfighter & Yavin 4,77.0,9.99,https://images.brickset.com/sets/images/9677-1.jpg,8690,2073,3.4
9086,853344-1,Seasonal,Christmas,2011,Holiday Bauble with Red Bricks,30.0,7.99,https://images.brickset.com/sets/images/853344-1.jpg,909,209,4.0
9128,8827-11,Collectable Minifigures,Series 06,2012,Surgeon,7.0,2.99,https://images.brickset.com/sets/images/8827-11.jpg,7132,2110,3.4
8945,9481-1,Cars,Cars 2,2012,Jeff Gorvette,54.0,6.99,https://images.brickset.com/sets/images/9481-1.jpg,1635,378,4.0
8951,9094-1,Racers,Not Available,2012,Star Striker,88.0,9.99,https://images.brickset.com/sets/images/9094-1.jpg,978,214,4.0
8952,9095-1,Racers,Not Available,2012,Nitro Predator,87.0,9.99,https://images.brickset.com/sets/images/9095-1.jpg,962,217,4.0
8966,3865-1,Games,Not Available,2012,City Alarm,247.0,19.99,https://images.brickset.com/sets/images/3865-1.jpg,1470,400,4.0
8958,6228-1,HERO Factory,Not Available,2012,THORNRAXX,44.0,12.99,https://images.brickset.com/sets/images/6228-1.jpg,1016,354,4.0
8949,9092-1,Racers,Not Available,2012,Crazy Demon,86.0,9.99,https://images.brickset.com/sets/images/9092-1.jpg,925,220,4.0
9002,3818-1,SpongeBob SquarePants,Not Available,2012,Bikini Bottom Undersea Party,471.0,49.99,https://images.brickset.com/sets/images/3818-1.jpg,1530,1056,4.0
9003,6784-1,Duplo,Not Available,2012,Creative Sorter,23.0,19.99,https://images.brickset.com/sets/images/6784-1.jpg,296,42,4.0
22945,70130-1,Legends of Chima,Outlands,2014,Sparratus' Spider Stalker,292.0,24.99,https://images.brickset.com/sets/images/70130-1.jpg,1550,504,4.0
22949,70134-1,Legends of Chima,Outlands,2014,Lavertus' Outland Base,684.0,59.99,https://images.brickset.com/sets/images/70134-1.jpg,584,551,4.0
22940,70125-1,Legends of Chima,Legend Beasts,2014,Gorilla Legend Beast,106.0,9.99,https://images.brickset.com/sets/images/70125-1.jpg,2883,529,4.0
22966,75039-1,Star Wars,Episode III,2014,V-Wing Starfighter,201.0,24.99,https://images.brickset.com/sets/images/75039-1.jpg,4942,2586,4.0
22971,75044-1,Star Wars,Episode III,2014,Droid Tri-Fighter,262.0,29.99,https://images.brickset.com/sets/images/75044-1.jpg,3222,2581,4.0
22980,11905-1,Star Wars,The Clone Wars,2013,Brickmaster Star Wars: Battle for the Stolen Crystals parts,189.0,15.120000000000001,https://images.brickset.com/sets/images/11905-1.jpg,617,692,4.0
22984,60055-1,City,Great Vehicles,2014,Monster Truck,78.0,9.99,https://images.brickset.com/sets/images/60055-1.jpg,6109,949,4.0
23028,40083-1,Seasonal,Christmas,2013,Christmas Tree Truck,118.0,9.44,https://images.brickset.com/sets/images/40083-1.jpg,4958,1517,4.0
23034,5001622-1,Promotional,LEGO brand stores,2013,LEGO Store Employee,5.0,0.4,https://images.brickset.com/sets/images/5001622-1.jpg,2863,690,4.0
23014,60041-1,City,Police,2014,Crook Pursuit,38.0,6.99,https://images.brickset.com/sets/images/60041-1.jpg,6389,881,4.0
23079,41043-1,Friends,Animals series 4,2014,Penguin's Playground,46.0,3.99,https://images.brickset.com/sets/images/41043-1.jpg,3559,822,4.0
23082,41046-1,Friends,Animals series 5,2014,Brown Bear's River,37.0,3.99,https://images.brickset.com/sets/images/41046-1.jpg,2760,794,4.0
23084,41027-1,Friends,Not Available,2014,Mia's Lemonade Stand,112.0,9.99,https://images.brickset.com/sets/images/41027-1.jpg,4081,759,4.0
23063,44017-1,HERO Factory,Not Available,2014,STORMER Freeze Machine,88.0,14.99,https://images.brickset.com/sets/images/44017-1.jpg,844,326,4.0
23064,44018-1,HERO Factory,Not Available,2014,FURNO Jet Machine,79.0,14.99,https://images.brickset.com/sets/images/44018-1.jpg,885,328,4.0
23069,10665-1,Juniors,Marvel Super Heroes,2014,Spider-Man: Spider-Car Pursuit,55.0,12.99,https://images.brickset.com/sets/images/10665-1.jpg,2772,577,4.0
23066,44020-1,HERO Factory,Not Available,2014,FLYER Beast vs. BREEZ,91.0,14.99,https://images.brickset.com/sets/images/44020-1.jpg,677,293,4.0
10330,30166-1,DC Comics Super Heroes,Batman,2013,Robin and Redbird Cycle,40.0,4.99,https://images.brickset.com/sets/images/30166-1.jpg,1884,1809,4.0
