num_reviews,piece_count,play_star_rating,prod_desc,prod_id,review_difficulty,set_name,star_rating,theme_name,val_star_rating,country
2,603,5,Jump aboard the luxury Sunshine Catamaran with friends!,41317,Challenging,Sunshine Catamaran,4.5,Friends,5,BE
8,722,4.6,Plot mission after mission together at the Friendship House!,41340,Average,Friendship House,4,Friends,4,BE
5,575,5,Train for the next big horse show at the Heartlake Riding Club!,41126,Average,Heartlake Riding Club,5,Friends,5,BE
,488,,Set up camp with Mia’s luxury camper van!,41339,,Mia's Camper Van,,Friends,,BE
3,585,3.3,Get into winter sports with friends at the snow resort!,41324,Average,Snow Resort Ski Lift,3.7,Friends,3.7,BE
6,589,4.8,Enjoy swimming in the sunshine at the Heartlake Summer Pool!,41313,Easy,Heartlake Summer Pool,4.5,Friends,4,BE
4,402,5,Stay cozy and warm in the beautiful log cabin!,41323,Average,Snow Resort Chalet,5,Friends,4.5,BE
,370,,Chill out with frozen yogurt at Heartlake’s coolest hangout!,41320,,Heartlake Frozen Yogurt Shop,,Friends,,BE
3,326,4,Have fun playing at Heartlake City Playground with Mia and Sienna!,41325,Challenging,Heartlake City Playground,3.7,Friends,3,BE
1,460,4,Show off your sporting prowess at the Sports Arena!,41338,Average,Stephanie's Sports Arena,4,Friends,1,BE
2,351,5,Climb up to the tree house and help Mia settle in!,41335,Challenging,Mia's Tree House,5,Friends,5,BE
3,378,4.7,Get inspired with Emma at her favorite Art Café!,41336,Average,Emma's Art Café,2.7,Friends,3.3,BE
1,229,5,Put on a show in the park with Andrea and Pepper!,41334,Average,Andrea's Park Performance,5,Friends,5,BE
2,307,5,Glide across the ice and show off your skills!,41322,Average,Snow Resort Ice Rink,4.5,Friends,4.5,BE
1,309,5,Cruise in style to the hottest beach party in town!,41316,Easy,Andrea's Speedboat Transporter,5,Friends,5,BE
7,289,3.8,Enjoy pizza with friends at Heartlake’s Italian restaurant!,41311,Easy,Heartlake Pizzeria,4.1,Friends,3.7,BE
3,246,5,Keep warm with delicious hot chocolate from the van!,41319,Easy,Snow Resort Hot Chocolate Van,4,Friends,4,BE
1,223,5,Drive to the rescue in Heartlake City with Olivia and Zobo.,41333,,Olivia's Mission Vehicle,5,Friends,5,BE
,210,,Spend a day painting in the park with Emma and Chico!,41332,,Emma's Art Stand,,Friends,,BE
,115,,Pick up some tasty organic goodies from Mia and Twister!,10749,,Mia's Organic Food Market,,Juniors,,BE
4,186,5,Get ready for a day of watersports action at the Surf Shop!,41315,Easy,Heartlake Surf Shop,4.5,Friends,4.8,BE
1,163,5,Work on Olivia’s latest invention in her hi-tech bedroom!,41329,Easy,Olivia's Deluxe Bedroom,4,Friends,2,BE
,119,,Score goal after goal with Stephanie and Dash!,41330,,Stephanie's Soccer Practice,,Friends,,BE
2,249,5,Keep things safe inside this cute buildable hedgehog!,40171,Average,LEGO® Friends Buildable Hedgehog Storage,5,Friends,5,BE
2,67,5,Join Emma and her cat for a fun party in the park!,10748,Very Easy,Emma's Pet Party,5,Juniors,4,BE
2,95,4.5,Stephanie is always on the go… even at home in her bedroom!,41328,Easy,Stephanie's Bedroom,5,Friends,5,BE
3,86,2.3,Explore Mia’s bedroom and discover her personality!,41327,Average,Mia's Bedroom,3,Friends,2.7,BE
130,4634,4.7,Get ready to bust some ghosts at the Firehouse Headquarters!,75827,Challenging,Firehouse Headquarters,4.8,Ghostbusters™,4.7,BE
83,962,3.7,,21313,Average,Ship in a Bottle,4.5,Ideas,4.2,BE
79,2049,4.8,Prepare for the ultimate fishing trip!,21310,Average,Old Fishing Store,5,Ideas,4.7,BE
367,1969,4.6,Build the first rocket to land people on the Moon!,21309,Challenging,LEGO® NASA Apollo Saturn V,4.9,Ideas,4.9,BE
23,496,3.6,What time is it? It’s LEGO® Adventure Time™!,21308,Easy,Adventure Time™,3.3,Ideas,2.7,BE
33,231,4.4,"Build, play and learn from inspiring women of NASA!",21312,Easy,Women of NASA,4.6,Ideas,4.5,BE
31,230,4.1,Reimagine Disney’s TRON: Legacy movie scenes with LEGO® bricks!,21314,Easy,TRON: Legacy,4.4,Ideas,3.7,BE
,150,,Defend the baby dinosaur and eggs from the angry T. rex!,10758,,T. rex Breakout,,Juniors,,BE
,85,,Rescue the Raptor before the volcano erupts!,10757,,Raptor Rescue Truck,,Juniors,,BE
,149,,Defend Metroville’s bank vault from the Underminer!,10760,,Underminer Bank Heist,,Juniors,,BE
,84,,Escape Jurassic Island before the Pteranadon attacks!,10756,,Pteranodon Escape,,Juniors,,BE
1,95,5,Grab the helicopter and help Elastigirl save the city!,10759,Very Easy,Elastigirl's Rooftop Pursuit,5,Juniors,4,BE
1,266,5,Race with Disney•Pixar’s Lightning McQueen for the trophy!,10745,Challenging,Florida 500 Final Race,5,Juniors,5,BE
2,191,5,Roll up for a demolition derby at the Disney•Pixar Thunder Hollow Crazy 8 Race!,10744,Average,Thunder Hollow Crazy 8 Race,5,Juniors,4.5,BE
1,151,5,Swoop in with Batman™ and take on the Joker™!,10753,Easy,The Joker™ Batcave Attack,5,Juniors,5,BE
2,175,5,Tear it down and build it again!,10734,,Demolition Site,5,Juniors,4,BE
2,116,5,Fix Disney•Pixar’s Lightning McQueen for his next exciting race!,10743,Easy,Smokey's Garage,4.5,Juniors,5,BE
3,94,4.7,Play in the snow with Anna and Elsa at the ice palace!,10736,Average,Anna & Elsa's Frozen Playground,4.7,Juniors,4.7,BE
1,125,5,Swing into action with Spider-Man and catch the Scorpion!,10754,,Spider-Man vs. Scorpion Street Showdown,4,Juniors,4,BE
,115,,Pick up some tasty organic goodies from Mia and Twister!,10749,,Mia's Organic Food Market,,Juniors,,BE
2,100,5,It’s feeding time down at the animal farm!,10746,Easy,Mia's Farm Suitcase,5,Juniors,4.5,BE
,115,,Chase down the crook and recover the loot!,10751,,Mountain Police Chase,,Juniors,,BE
1,110,,Help the firefighters battle the blaze!,10740,Easy,Fire Patrol Suitcase,4,Juniors,,BE
,131,,Race against Chopper Maroon for the treasure map!,10755,,Zane's Ninja Boat Pursuit,,Juniors,,BE
2,95,2.5,Smash the speed record with Disney•Pixar’s Lightning McQueen and Sheriff!,10742,Easy,Willy's Butte Speed Training,3,Juniors,3,BE
2,108,4.5,Help Kai and Lloyd save NINJAGO® City from Great White!,10739,Easy,Shark Attack,4.5,Juniors,4,BE
2,63,4,Battle Mr. Freeze™ with Batman™ and his Batboat on the Gotham City Sea!,10737,Easy,Batman™ vs. Mr. Freeze™,4.5,Juniors,4,BE
2,67,5,Help Snow White choose a pie to bake for her animal friends!,10738,Average,Snow White's Forest Cottage,5,Juniors,5,BE
2,67,5,Join Emma and her cat for a fun party in the park!,10748,Very Easy,Emma's Pet Party,5,Juniors,4,BE
8,47,3.9,Power on and win with Disney•Pixar’s Lightning McQueen!,10730,Very Easy,Lightning McQueen Speed Launcher,4,Juniors,3.9,BE
3,62,4.3,Take a break at the junkyard with Disney•Pixar’s Mater and his video screen!,10733,Easy,Mater's Junkyard,4.7,Juniors,5,BE
1,75,5,Pull in to Disney•Pixar’s Guido & Luigi’s Pit Stop for fun and games!,10732,,Guido and Luigi's Pit Stop,5,Juniors,5,BE
3,59,4.3,Help Disney•Pixar’s Cruz Ramirez become the fastest race car around!,10731,Easy,Cruz Ramirez Race Simulator,5,Juniors,4.3,BE
,73,,Grab your shovel and get to work!,10750,,Road Repair Truck,,Juniors,,BE
1,178,5,Capture Brick before she knocks the house down!,10761,Very Easy,The Great Home Escape,5,Juniors,4,BE
3,1019,5,Rescue Maisie from the Indoraptor at Lockwood Estate!,75930,Easy,Indoraptor Rampage at Lockwood Estate,5,Indoraptor Rampage at Lockwood Estate,4.3,BE
2,577,5,Escape from the rampaging Carnotaurus!,75929,Average,Carnotaurus Gyrosphere Escape,5,Carnotaurus Gyrosphere Escape,4,BE
,609,,Help Zia round up the T. rex and save the day!,75933,,T. rex Transport,,T. rex Transport,,BE
4,360,4.8,Play a game of hide and seek with the Velociraptor!,75932,Average,Jurassic Park Velociraptor Chase,5,Jurassic Park Velociraptor Chase,4.3,BE
2,289,3,Defend the outpost from the terrifying Dilophosaurus!,75931,Easy,Dilophosaurus Outpost Attack,3.5,Dilophosaurus Outpost Attack,2.5,BE
,150,,Defend the baby dinosaur and eggs from the angry T. rex!,10758,,T. rex Breakout,,Juniors,,BE
,397,,Rescue Blue the Velociraptor from Wheatley and the pilot!,75928,,Blue's Helicopter Pursuit,,Blue's Helicopter Pursuit,,BE
2,222,4.5,Stage a security breach with a dinosaur lab breakout!,75927,Average,Stygimoloch Breakout,5,Stygimoloch Breakout,4.5,BE
,85,,Rescue the Raptor before the volcano erupts!,10757,,Raptor Rescue Truck,,Juniors,,BE
,22,,Help Owen Grady get the escaped T. rex under control in Jurassic World!,10880,,T. rex Tower,,DUPLO®,,BE
3,126,4.3,Chase the Pteranodon and rescue it from danger!,75926,Easy,Pteranodon Chase,4.7,Pteranodon Chase,3.7,BE
,84,,Escape Jurassic Island before the Pteranadon attacks!,10756,,Pteranodon Escape,,Juniors,,BE
2,234,3,Train a raptor with LEGO® BrickHeadz™ Owen and Blue!,41614,Easy,Owen & Blue,5,BrickHeadz,4,BE
1,24,,See the baby dinosaurs at the Jurassic World Gentle Giants Petting Zoo!,10879,,Gentle Giants Petting Zoo,5,DUPLO®,,BE
54,1363,3.3,Create and show off the mighty Hulkbuster!,76105,Average,The Hulkbuster: Ultron Edition,3.9,Marvel Super Heroes,4,BE
8,1004,4.9,Stop Cull Obsidian and Ebony Maw stealing the Infinity Stone!,76108,Average,Sanctum Sanctorum Showdown,5,Marvel Super Heroes,4.9,BE
19,674,4.8,Battle Thanos for the Infinity Gauntlet with the Avengers!,76107,Average,Thanos: Ultimate Battle,4.6,Marvel Super Heroes,4.2,BE
3,416,3.7,Repel Corvus Glaive’s thresher attack on the Wakandan wall!,76103,Average,Corvus Glaive Thresher Attack,4,Marvel Super Heroes,3.7,BE
13,375,4.7,Bash the ball-shooting gun turret with the Hulkbuster!,76104,Easy,The Hulkbuster Smash-Up,4.8,Marvel Super Heroes,4.7,BE
10,223,4.4,Find Thor’s ultimate weapon!,76102,Easy,Thor's Weapon Quest,4.4,Marvel Super Heroes,4.9,BE
13,124,4.2,Defend Wakanda from attack with the Avengers!,76101,Easy,Outrider Dropship Attack,4.8,Marvel Super Heroes,4.8,BE
3,101,4,Save the universe with LEGO® BrickHeadz Iron Man MK50!,41604,Average,Iron Man MK50,4.7,BrickHeadz,4.5,BE
2,105,3,Feel the power of Infinity with LEGO® BrickHeadz Thanos!,41605,Easy,Thanos,5,BrickHeadz,5,BE
1,113,5,Be a legendary outlaw with LEGO® BrickHeadz Star-Lord!,41606,Easy,Star-Lord,5,BrickHeadz,5,BE
1,136,,Master the skills of a green-skinned assassin with LEGO® BrickHeadz Gamora!,41607,,Gamora,5,BrickHeadz,,BE
6,492,4.7,Battle for freedom in the arena with Hulk and Thor!,76088,Average,Thor vs. Hulk: Arena Clash,4.3,Marvel Super Heroes,4,BE
7,375,4.1,Get ready for a clash of the Hulks!,76078,Easy,Hulk vs. Red Hulk,3.7,Marvel Super Heroes,2.3,BE
6,400,4.8,Fight for the future of Asgard!,76084,Easy,The Ultimate Battle for Asgard,4.3,Marvel Super Heroes,4.5,BE
23,375,4.4,Intercept The Shocker and take down the Vulture!,76083,Average,Beware the Vulture,4.6,Marvel Super Heroes,3.9,BE
7,358,4.7,Capture Killmonger with Nakia’s awesome Royal Talon Fighter!,76100,Average,Royal Talon Fighter Attack,4.7,Marvel Super Heroes,4.8,BE
10,377,4.8,Send in Iron Man to rescue Agent Coulson from Detroit Steel!,76077,Easy,Iron Man: Detroit Steel Strikes,4.6,Marvel Super Heroes,4.3,BE
9,185,3.9,Foil the masked robbers’ bank raid!,76082,Easy,ATM Heist Battle,3.9,Marvel Super Heroes,4.2,BE
6,229,4.4,Battle Killmonger for the precious vibranium with Black Panther!,76099,Easy,Rhino Face-Off by the Mine,4.7,Marvel Super Heroes,5,BE
10,160,3.9,Retrieve Captain America's shield from evil Super-Adaptoid!,76076,Easy,Captain America Jet Pursuit,3.7,Marvel Super Heroes,3.9,BE
,38,,Help Spider-Man and Hulk fight Sandman at Avengers HQ!,10876,,Spider-Man & Hulk Adventures,,DUPLO®,,BE
1,125,5,Swing into action with Spider-Man and catch the Scorpion!,10754,,Spider-Man vs. Scorpion Street Showdown,4,Juniors,4,BE
2,79,3.5,Match Thor against Loki in an epic Mighty Micros clash!,76091,Easy,Mighty Micros: Thor vs. Loki,3.5,Marvel Super Heroes,3,BE
,86,,Help Star-Lord grab the stolen mixtape from Nebula!,76090,,Mighty Micros: Star-Lord vs. Nebula,,Marvel Super Heroes,,BE
,89,,Jet into a fun-packed Scarlet Spider vs. Sandman clash!,76089,,Mighty Micros: Scarlet Spider vs. Sandman,,Marvel Super Heroes,,BE
38,601,4.4,Create and command robots that do what you want with LEGO® MINDSTORMS® EV3!,31313,Challenging,LEGO® MINDSTORMS® EV3,4.3,MINDSTORMS®,3.7,BE
1,1,5,,45500,Average,EV3 Intelligent Brick,4,MINDSTORMS®,3,BE
6,1,4,,45501,Very Easy,EV3 Rechargeable DC Battery,4.3,MINDSTORMS®,3,BE
,1,,,45505,,EV3 Gyro Sensor,,MINDSTORMS®,,BE
4,1,3,,45504,Challenging,EV3 Ultrasonic Sensor,3.5,MINDSTORMS®,4,BE
1,1,5,,45506,Very Easy,EV3 Color Sensor,5,MINDSTORMS®,5,BE
,1,,,45509,,EV3 Infrared Sensor,,MINDSTORMS®,,BE
3,1,5,,45508,Average,EV3 Infrared Beacon,5,MINDSTORMS®,3.3,BE
2,1,5,,45517,Very Easy,Transformer 10V DC,4,MINDSTORMS®,2.5,BE
2,1,5,,45502,,EV3 Large Servo Motor,5,MINDSTORMS®,5,BE
,1,,,45507,,EV3 Touch Sensor,,MINDSTORMS®,,BE
,7,,,45514,,EV3 Cable Pack,,MINDSTORMS®,,BE
11,2863,4.3,Experience the Mountain Cave!,21137,Challenging,The Mountain Cave,4.5,Minecraft™,4.2,BE
2,1122,5,Unlock the treasures of the Ocean Monument!,21136,Easy,The Ocean Monument,5,Minecraft™,4,BE
7,729,4,Build and defend the awesome Waterfall Base!,21134,Average,The Waterfall Base,4.1,Minecraft™,3.7,BE
1,717,5,Expand your LEGO® Minecraft™ universe!,21135,Challenging,The Crafting Box 2.0,5,Minecraft™,5,BE
4,549,4.7,Create a flourishing Farm Cottage!,21144,Easy,The Farm Cottage,4.8,Minecraft™,4.3,BE
1,470,5,Board the minecart and journey through the Nether Portal!,21143,Average,The Nether Portal,5,Minecraft™,5,BE
,278,,Set up base at the Polar Igloo!,21142,,The Polar Igloo,,Minecraft™,,BE
6,387,4.2,Ride The Nether Railway!,21130,Easy,The Nether Railway,4.7,Minecraft™,4.2,BE
16,208,4.4,Spring a surprise attack with The Iron Golem!,21123,Easy,The Iron Golem,4.6,Minecraft™,4.4,BE
4,198,4.5,Enjoy Minecraft™ farming adventures with the Chicken Coop!,21140,Average,The Chicken Coop,4.5,Minecraft™,5,BE
2,241,5,Enter the Zombie Cave at your peril!,21141,Average,The Zombie Cave,5,Minecraft™,4.5,BE
5,247,5,Discover The Mushroom Island!,21129,Average,The Mushroom Island,4.6,Minecraft™,4.8,BE
,84,,Battle the hostile mobs in the Nether Fight!,21139,,The Nether Fight,,Minecraft™,,BE
4,69,5,Grow and trade your crops at the Melon Farm!,21138,Easy,The Melon Farm,4.3,Minecraft™,2.7,BE
10,169,4.3,Pack your city with a bunch of new people!,60153,Very Easy,People pack – Fun at the beach,4.1,City,3.6,BE
13,8,4.3,Discover new heroes and villains in LEGO® Minifigures—THE LEGO BATMAN MOVIE Series 2.,71020,Very Easy,THE LEGO® BATMAN MOVIE Series 2,4.8,Minifigures,4,BE
15,7,4.8,Get the party started with LEGO® Minifigures!,71021,Very Easy,Series 18: Party,4.5,Minifigures,4.4,BE
5,1426,2,Stand your ground and save the realm with the 2-in-1 Knighton Castle!,70357,Challenging,Knighton Castle,2.6,NEXO KNIGHTS™,1.8,BE
3,604,4.3,Deploy Axl's Rolling Arsenal for the biggest battles!,72006,Challenging,Axl's Rolling Arsenal,4,NEXO KNIGHTS™,4,BE
,569,,Drop in for a surprise attack with Aaron’s X-bow!,72005,,Aaron's X-bow,,NEXO KNIGHTS™,,BE
3,506,5,Suit up for a Tech Wizard Showdown with Clay’s 3-in-1 mech!,72004,Average,Tech Wizard Showdown,5,NEXO KNIGHTS™,5,BE
,369,,Jet off with Macy for a Berserker Bomber battle!,72003,,Berserker Bomber,,NEXO KNIGHTS™,,BE
1,191,4,Double the action with the 2-in-1 Twinfector!,72002,Easy,Twinfector,5,NEXO KNIGHTS™,3,BE
,217,,Wipe out the tech infection with Lance’s Hover Jouster!,72001,,Lance's Hover Jouster,,NEXO KNIGHTS™,,BE
88,4867,4.8,Live the life of a ninja in NINJAGO® City!,70620,Challenging,NINJAGO® City,4.9,THE LEGO® NINJAGO® MOVIE™,4.8,BE
52,2295,4.7,Join the ninja aboard Wu’s flying ship!,70618,Challenging,Destiny's Bounty,4.9,THE LEGO® NINJAGO® MOVIE™,4.8,BE
15,1403,4.5,Evade the traps inside the Temple!,70617,Average,Temple of The Ultimate Ultimate Weapon,4.8,THE LEGO® NINJAGO® MOVIE™,4.8,BE
9,830,4.6,Defend NINJAGO® City from Garmadon Shark Mech attack!,70656,Average,"garmadon, Garmadon, GARMADON!",4.9,THE LEGO® NINJAGO® MOVIE™,4.8,BE
6,914,4.8,Take on the shark army with Zane’s Ice Tank!,70616,Average,Ice Tank,4.8,THE LEGO® NINJAGO® MOVIE™,4.7,BE
11,1202,4.7,Turn sound into a weapon with Cole’s Quake Mech!,70632,Average,Quake Mech,4.5,THE LEGO® NINJAGO® MOVIE™,4.4,BE
19,944,3.6,Put the heat on the shark army with Kai’s Fire Mech!,70615,Average,Fire Mech,4.2,THE LEGO® NINJAGO® MOVIE™,4.6,BE
6,765,3.8,Explore the mysterious Temple of Resurrection!,70643,Average,Temple of Resurrection,4.2,NINJAGO®,4.2,BE
8,747,4.3,Defend NINJAGO® City against Garma Mecha Man!,70613,Average,Garma Mecha Man,4.5,THE LEGO® NINJAGO® MOVIE™,4.5,BE
8,876,4.7,Speed to the rescue with Jay’s Lightning Jet!,70614,Average,Lightning Jet,5,THE LEGO® NINJAGO® MOVIE™,4.6,BE
2,556,4.5,Get weaponized for a dynamic Killow vs. Samurai X duel!,70642,Average,Killow vs. Samurai X,4,NINJAGO®,4.5,BE
7,521,4.7,Get all fired up at Garmadon’s Volcano Lair!,70631,Average,Garmadon's Volcano Lair,4.3,THE LEGO® NINJAGO® MOVIE™,5,BE
29,544,4.6,Take on Garmadon with the Green Ninja Mech Dragon!,70612,Average,Green Ninja Mech Dragon,4.7,THE LEGO® NINJAGO® MOVIE™,4.5,BE
21,494,4.6,Smash the shark army out of the water with the Water Strider!,70611,Average,Water Strider,4.5,THE LEGO® NINJAGO® MOVIE™,4.8,BE
,530,,Attack the Sons of Garmadon underground dojo in Spinjitzu style!,70640,,S.O.G. Headquarters,,NINJAGO®,,BE
4,552,4.3,Shoot on the go with Lloyd’s Ninja Nightcrawler!,70641,Challenging,Ninja Nightcrawler,4.8,NINJAGO®,4.3,BE
3,308,5,Stage a high-speed bike showdown!,70639,Average,Street Race of Snake Jaguar,4.7,NINJAGO®,4.3,BE
10,312,3.5,Battle against evil Jungle Garmadon on the jungle bridge!,70608,Easy,Master Falls,4,THE LEGO® NINJAGO® MOVIE™,3.6,BE
8,341,4.2,Take on the tentacular Flying Jelly Sub with Jay!,70610,Average,Flying Jelly Sub,4.6,THE LEGO® NINJAGO® MOVIE™,4.5,BE
6,341,4.4,Protect NINJAGO® City from flying Manta Ray Bomber attack!,70609,Easy,Manta Ray Bomber,4.3,THE LEGO® NINJAGO® MOVIE™,4.2,BE
3,257,5,Pursue Luke Cunningham with Kai’s Katana V11!,70638,Average,Katana V11,5,NINJAGO®,5,BE
8,217,4.1,Stop a Piranha Attack with Kai and Misako!,70629,Easy,Piranha Attack,3.6,THE LEGO® NINJAGO® MOVIE™,4.1,BE
18,233,4.6,Stop a crime in the NINJAGO® City street market!,70607,Easy,NINJAGO® City Chase,4.6,THE LEGO® NINJAGO® MOVIE™,4.5,BE
,131,,Race against Chopper Maroon for the treasure map!,10755,,Zane's Ninja Boat Pursuit,,Juniors,,BE
8,45,3.6,"Perfect your Spinjitzu skills with LEGO® NINJAGO™ Zane, the Ninja of Ice!",71217,Easy,Zane Fun Pack,4,DIMENSIONS™,3.5,BE
1,48,5,Achieve Spinjitzu greatness with the Green Ninja!,70628,Very Easy,Lloyd - Spinjitzu Master,5,THE LEGO® NINJAGO® MOVIE™,5,BE
,61,,Master Spinjitzu with the Red Ninja!,70633,,Kai - Spinjitzu Master,,NINJAGO®,,BE
1,68,4,Create brilliant Spinjitzu tricks with the Blue Ninja!,70635,Very Easy,Jay - Spinjitzu Master,4,NINJAGO®,3,BE
2,73,5,Master the art of Spinjitzu with the Black Ninja!,70637,Easy,Cole - Spinjitzu Master,5,NINJAGO®,3.5,BE
,69,,Create the coolest Spinjitzu tricks with the Ice Ninja!,70636,,Zane - Spinjitzu Master,,NINJAGO®,,BE
11,109,4.5,Practice your Spinjitzu skills with Kai and Zane!,70606,Easy,Spinjitzu Training,4.7,THE LEGO® NINJAGO® MOVIE™,4.8,BE
,69,,"Build, rip and spin into action with Nya!",70634,,Nya - Spinjitzu Master,,NINJAGO®,,BE
61,2028,4.6,Join the Ninja at the beautiful Temple of Airjitzu!,70751,Challenging,Temple of Airjitzu,4.8,NINJAGO®,4.3,BE
7,2631,4.7,,2000430,Easy,Identity and Landscape Kit,4.6,SERIOUS PLAY®,3.6,BE
8,2455,3.7,,2000431,Average,Connections Kit,3.4,SERIOUS PLAY®,2.9,BE
2,4900,5,,2000409,Easy,Window Exploration Bag,5,SERIOUS PLAY®,5,BE
10,219,3.9,,2000414,Easy,Starter Kit,3.9,SERIOUS PLAY®,3.3,BE
2,841,5,"Build, display and race iconic Ferrari race cars!",75889,Average,Ferrari Ultimate Garage,5,Speed Champions,4.5,BE
4,391,5,Stage a historic Porsche race!,75888,Average,Porsche 911 RSR and 911 Turbo 3.0,4.8,Speed Champions,4.8,BE
9,183,4.8,"Build, display and race the 1968 Ford Mustang Fastback!",75884,Easy,1968 Ford Mustang Fastback,4.9,Speed Champions,4.8,BE
3,179,5,Team up with Ferrari “Scuderia Corsa” and triumph!,75886,Easy,Ferrari 488 GT3 “Scuderia Corsa”,5,Speed Champions,5,BE
13,203,4.5,Drive the Fiesta M-Sport WRC to victory!,75885,Average,Ford Fiesta M-Sport WRC,4.5,Speed Champions,4.5,BE
3,163,5,Race to win a 24-hour race with the Porsche 919 Hybrid!,75887,Easy,Porsche 919 Hybrid,5,Speed Champions,5,BE
8,941,4.6,Play every role of a top motor racing team on race day!,75883,Average,MERCEDES AMG PETRONAS Formula One™ Team,4.6,Speed Champions,4.3,BE
12,366,4.5,Race your friends to win a 24-hour race!,75881,Easy,2016 Ford GT & 1966 Ford GT40,4.8,Speed Champions,4.4,BE
12,196,4.5,Customize the awesome AMG GT3 to race!,75877,Easy,Mercedes-AMG GT3,4.6,Speed Champions,4.4,BE
10,161,4.7,"Design, build and race an incredible McLaren supercar!",75880,Easy,McLaren 720S,4.9,Speed Champions,4.7,BE
11,184,4.8,Speed into race action with the awesome Scuderia Ferrari SF16-H!,75879,Easy,Scuderia Ferrari SF16-H,4.7,Speed Champions,4.7,BE
19,181,4.7,Build and drive the ultimate hyper car!,75878,Easy,Bugatti Chiron,4.9,Speed Champions,4.8,BE
6,1413,4.3,Jump to lightspeed in the Millennium Falcon!,75212,Average,Kessel Run Millennium Falcon™,4.3,Star Wars™,3.7,BE
7,519,5,Evade the mighty Imperial TIE Fighter!,75211,Average,Imperial TIE Fighter™,4.7,Star Wars™,3.7,BE
2,464,4,Go on the hunt with Moloch!,75210,Easy,Moloch's Landspeeder™,4.5,Star Wars™,3.5,BE
4,345,4.5,Escape to safety with Han Solo’s Landspeeder!,75209,Easy,Han Solo's Landspeeder™,4.8,Star Wars™,4.3,BE
,104,,Own a true Sith Lord with Darth Maul!,75537,,Darth Maul™,,Star Wars™,,BE
3,101,3.5,Stomp into action with the Range Trooper!,75536,Easy,Range Trooper™,4.7,Star Wars™,4.3,BE
,101,,Battle the bad guys with Han Solo!,75535,,Han Solo™,,Star Wars™,,BE
1,149,2,Growl like a Wookiee with a LEGO® BrickHeadz™ construction character featuring Chewbacca!,41609,Very Easy,Chewbacca™,3,BrickHeadz,4,BE
1,141,2,Be a rogue with a LEGO® BrickHeadz™ construction character featuring Han Solo!,41608,Very Easy,Han Solo™,4,BrickHeadz,4,BE
85,4016,4.5,Win the battle for the Empire with the awesome Death Star!,75159,Challenging,Death Star™,3.9,Star Wars™,3.5,BE
87,1703,3.3,Build the ultimate LEGO® Snowspeeder!,75144,Challenging,Snowspeeder™,4.3,Star Wars™,4.1,BE
201,1996,3.9,Lift off for bounty-hunting adventures in the Slave I!,75060,Challenging,Slave I,4.8,Star Wars™,4.5,BE
31,1416,4.6,Command the fleet with the awesome First Order Star Destroyer!,75190,Average,First Order Star Destroyer™,4.8,Star Wars™,4.4,BE
34,1376,4,Stride into battle with the First Order Heavy Assault Walker!,75189,Challenging,First Order Heavy Assault Walker™,4.3,Star Wars™,3.8,BE
15,825,4.7,Play at warp speed with Obi-Wan’s Jedi Starfighter With Hyperdrive!,75191,Average,Jedi Starfighter™ With Hyperdrive,4.7,Star Wars™,4.3,BE
23,780,4.7,Set out on heroic raids with the Resistance Bomber!,75188,Average,Resistance Bomber,4.6,Star Wars™,4,BE
79,1106,4.6,Play with and display your own brick-built BB-8!,75187,Average,BB-8™,4.8,Star Wars™,4.6,BE
39,863,4.2,Transport Director Krennic in his armor-plated shuttle!,75156,Average,Krennic's Imperial Shuttle,4.4,Star Wars™,4.4,BE
5,775,4.8,Go head to head with the Empire aboard The Arrowhead!,75186,Challenging,The Arrowhead,4.8,Star Wars™,4.4,BE
22,630,4.5,Speed into action with Kylo Ren’s TIE Fighter!,75179,Average,Kylo Ren's TIE Fighter™,4.6,Star Wars™,3.9,BE
71,717,4.7,Go on daring missions with Poe's X-Wing Fighter!,75102,Average,Poe's X-Wing Fighter™,4.7,Star Wars™,4.1,BE
56,659,4.6,Battle the Empire with the amazing Rebel U-Wing Fighter!,75155,Average,Rebel U-Wing Fighter™,4.6,Star Wars™,3.9,BE
4,746,4.5,Join the battle at the Resistance base!,75202,Easy,Defense of Crait™,4.3,Star Wars™,4,BE
3,836,5,Escape from Bala-Tik and the dreaded Rathtars!,75180,Average,Rathtar™ Escape,4.7,Star Wars™,3.7,BE
51,691,4.8,Launch daring raids with the iconic Y-Wing Starfighter!,75172,Average,Y-Wing Starfighter™,4.7,Star Wars™,4.4,BE
6,557,4.2,Search out the Freemakers with Tracker I!,75185,Challenging,Tracker I,4.3,Star Wars™,4.4,BE
9,554,3.9,Stomp into battle with the First Order Heavy Scout Walker!,75177,Challenging,First Order Heavy Scout Walker™,4,Star Wars™,3.8,BE
12,457,4.4,Escape Jakku in the powerful Quadjumper!,75178,Easy,Jakku Quadjumper™,4.3,Star Wars™,3.6,BE
37,370,2.2,Seize control of the First Order AT-ST!,75201,Easy,First Order AT-ST™,1.8,Star Wars™,1.8,BE
14,376,4,Stop by at Tatooine’s Mos Eisley Cantina!,75205,Easy,Mos Eisley Cantina™,3.5,Star Wars™,3.3,BE
11,452,4.2,Set out on speeder bike missions with the Scout Trooper!,75532,Challenging,Scout Trooper™ & Speeder Bike™,4.5,Star Wars™,4.4,BE
13,278,4.9,Speed into action with the Sandspeeder!,75204,Easy,Sandspeeder™,4.5,Star Wars™,4.2,BE
